,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,BAHRAIN - PREMIER LEAGUE,06/10/2023,13:00,Al-Shabbab,Al-Hidd,2.87,3.15,2.42,2.15,1.65,1.85,1.08,1.85,0.8,1.3,1.0,1.5,0.348,0.317,0.413,0.465,0.926,0.111,-0.2,-0.2,1,0.9176
2,BELGIUM - CHALLENGER PRO LEAGUE,06/10/2023,15:00,Seraing,Dender,2.45,3.4,2.55,1.7,2.1,1.57,1.17,2.25,0.8,1.9,1.4,1.4,0.408,0.294,0.392,0.588,0.855,0.138,-0.6,0.5,1,0.5348
3,BELGIUM - CHALLENGER PRO LEAGUE,06/10/2023,15:00,Lommel SK,St. Liege U23,1.33,4.5,7.0,1.5,2.5,1.73,1.25,2.0,1.8,0.7,0.5,2.4,0.752,0.222,0.143,0.667,0.8,0.726,1.3,-1.7,1,0.9029
4,BELGIUM - JUPILER PRO LEAGUE,06/10/2023,15:45,Charleroi,RWDM,1.85,3.75,3.8,1.73,2.08,1.7,1.14,2.05,1.4,1.0,1.9,1.4,0.541,0.267,0.263,0.578,0.877,0.364,-0.5,-0.4,1,0.5899
5,SPAIN - LALIGA2,06/10/2023,16:00,Albacete,Levante,2.1,3.3,3.6,2.1,1.7,1.83,1.08,1.83,1.6,1.3,1.2,0.6,0.476,0.303,0.278,0.476,0.926,0.25,0.4,0.7,1,0.6946
