Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ESTONIA - MEISTRILIIGA,30/09/2023,11:00,Tammeka,Paide,4.55,3.8,1.6
2,ENGLAND - FA CUP,30/09/2023,11:00,Gorleston,Hemel Hempstead,5.4,4.5,1.47
3,BULGARIA - PARVA LIGA,30/09/2023,11:30,Botev Vratsa,CSKA 1948 Sofia,7.0,3.8,1.53
4,MEXICO - LIGA MX,30/09/2023,22:06,Mazatlan FC,U.A.N.L.- Tigres,4.5,3.6,1.8
