Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,NIGERIA - NPFL,13/03/2024,10:00,Plateau United,Gombe,1.28,4.7,10.25
2,NIGERIA - NPFL,13/03/2024,11:00,Doma United,Shooting,1.62,3.3,5.8
3,MONTENEGRO - PRVA CRNOGORSKA LIGA,13/03/2024,11:00,Arsenal Tivat,Petrovac,2.67,2.75,2.85
4,NIGERIA - NPFL,13/03/2024,12:00,Niger Tornadoes,Sporting Lagos,1.6,3.4,5.9
5,GHANA - PREMIER LEAGUE,13/03/2024,12:00,Great Olympics,Karela,1.72,3.15,4.8
6,NIGERIA - NPFL,13/03/2024,12:00,Heartland,Abia Warriors,1.72,3.25,4.9
7,NIGERIA - NPFL,13/03/2024,12:00,Akwa United,Bendel,1.85,3.0,4.65
8,NIGERIA - NPFL,13/03/2024,12:00,Kano Pillars,Enugu Rangers,1.65,3.35,5.5
9,ENGLAND - LEAGUE ONE,13/03/2024,17:00,Peterborough,Stevenage,1.8,3.6,4.5
10,BOLIVIA - DIVISION PROFESIONAL,13/03/2024,19:00,Aurora,Nacional Potosi,1.91,3.75,3.6
11,BRAZIL - COPA DO BRASIL,13/03/2024,19:00,Sport Recife,Murici,1.17,6.0,12.0
12,BRAZIL - COPA DO BRASIL,13/03/2024,19:00,Ypiranga FC,Porto Velho,1.2,5.75,10.0
13,BRAZIL - COPA DO BRASIL,13/03/2024,21:30,America RN,Sao Luiz,2.0,3.2,3.3
14,SOUTH AMERICA - COPA LIBERTADORES,13/03/2024,21:30,Colo Colo (Chi),Sportivo Trinidense (Par),1.29,5.25,10.0
15,SOUTH AMERICA - COPA LIBERTADORES,13/03/2024,21:30,Bragantino (Bra),Botafogo RJ (Bra),1.95,3.5,3.6
