,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,04/08/2023,08:35,CHINA - SUPER LEAGUE,Changchun Yatai,Nantong Zhiyun,1.85,3.75,4.0,1.83,1.75,2.0
2,04/08/2023,12:00,UZBEKISTAN - SUPER LEAGUE,Metallurg Bekabad,Navbahor Namangan,5.68,3.55,1.63,2.4,2.28,1.6
3,04/08/2023,15:00,CROATIA - HNL,Lok. Zagreb,Varazdin,1.95,3.5,3.5,1.85,1.73,2.0
4,04/08/2023,15:30,SLOVAKIA - NIKE LIGA,Ruzomberok,Skalica,2.0,3.5,3.71,2.02,1.82,1.94
5,04/08/2023,15:30,ROMANIA - LIGA 1,Univ. Craiova,FC Hermannstadt,1.65,3.6,5.0,2.3,2.25,1.57
6,04/08/2023,15:45,BELGIUM - JUPILER PRO LEAGUE,St. Liege,Royale Union SG,3.3,3.5,2.1,1.73,1.62,2.2
7,04/08/2023,20:15,COLOMBIA - PRIMERA A,Huila,Petrolera,2.25,3.3,3.25,2.05,1.8,1.91
