Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,06/04/2024,06:15,BANGLADESH - PREMIER LEAGUE,Sheikh Russel,Mohammedan,3.65,3.45,1.83,1.75,1.69,2.11,1.02,1.34,1.22,5.4,1.12
23,06/04/2024,08:00,THAILAND - THAI LEAGUE 1,Chiangrai Utd,Pathum United,4.0,3.9,1.75,1.7,1.65,2.1,1.04,1.34,1.22,4.4,1.17
22,06/04/2024,08:30,INDIA - ISL,Punjab,Mohun Bagan,4.33,3.8,1.75,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
21,06/04/2024,09:00,MALTA - PREMIER LEAGUE,Valletta,Floriana,4.65,3.85,1.62,1.52,1.53,2.18,1.01,1.32,1.2,3.5,1.21
20,06/04/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,ADO 20 Heemskerk,Hardenberg,3.25,3.65,1.98,1.57,1.52,2.22,1.02,1.29,1.16,3.7,1.19
19,06/04/2024,10:00,SLOVENIA - PRVA LIGA,Rogaska,O. Ljubljana,4.9,3.95,1.6,1.65,1.7,2.05,1.04,1.33,1.21,4.2,1.19
18,06/04/2024,10:30,INDIA - I-LEAGUE,Lajong,Mohammedan,3.3,3.7,1.95,1.6,1.55,2.15,1.01,1.3,1.19,4.55,1.15
24,06/04/2024,11:00,ENGLAND - LEAGUE TWO,Forest Green,MK Dons,4.5,3.6,1.8,1.83,1.73,2.0,1.05,1.36,1.25,6.0,1.13
17,06/04/2024,11:00,SCOTLAND - LEAGUE ONE,Annan,Hamilton,4.0,4.75,1.55,1.53,1.67,2.1,19.0,1.29,1.17,4.0,1.22
16,06/04/2024,11:00,SCOTLAND - CHAMPIONSHIP,Queen's Park,Dundee Utd,5.0,4.0,1.55,1.7,1.8,1.91,1.04,1.33,1.22,4.5,1.17
15,06/04/2024,11:00,NORWAY - OBOS-LIGAEN,Raufoss,Valerenga,5.0,4.0,1.62,1.65,1.67,2.1,1.03,1.3,1.2,4.5,1.18
14,06/04/2024,11:00,ENGLAND - LEAGUE TWO,Sutton,Stockport County,4.75,3.5,1.8,2.05,1.91,1.8,1.06,1.44,1.33,8.0,1.08
11,06/04/2024,11:00,ENGLAND - CHAMPIONSHIP,Blackburn,Southampton,4.0,4.0,1.8,1.5,1.5,2.5,1.03,1.25,1.14,4.0,1.25
10,06/04/2024,11:00,ENGLAND - CHAMPIONSHIP,Coventry,Leeds,3.6,3.8,1.95,1.62,1.53,2.38,1.03,1.3,1.2,4.5,1.2
9,06/04/2024,11:00,ENGLAND - LEAGUE ONE,Bristol Rovers,Bolton,5.75,4.0,1.62,1.75,1.8,1.95,1.04,1.33,1.22,5.5,1.14
8,06/04/2024,11:00,ENGLAND - LEAGUE ONE,Burton,Oxford Utd,3.8,3.6,1.95,2.0,1.8,1.95,1.05,1.4,1.3,7.0,1.1
13,06/04/2024,11:00,ENGLAND - LEAGUE TWO,Colchester,Wrexham,3.75,3.5,2.0,1.75,1.62,2.2,1.04,1.33,1.22,5.5,1.14
7,06/04/2024,13:00,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Basel,3.6,3.6,2.0,1.75,1.62,2.2,1.04,1.33,1.22,5.5,1.14
6,06/04/2024,13:30,ENGLAND - PREMIER LEAGUE,Brighton,Arsenal,5.25,4.2,1.62,1.73,1.7,2.05,1.04,1.3,1.22,5.0,1.17
5,06/04/2024,15:15,SLOVENIA - PRVA LIGA,Mura,Celje,5.5,4.1,1.53,1.78,1.87,1.85,1.05,1.37,1.25,4.8,1.15
4,06/04/2024,16:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Taee,Al Shabab,4.33,3.8,1.65,1.65,1.73,2.0,1.03,1.33,1.2,4.5,1.17
3,06/04/2024,17:30,ECUADOR - LIGA PRO,EL Nacional,LDU Quito,3.8,3.6,1.85,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
2,06/04/2024,19:00,PARAGUAY - PRIMERA DIVISION,Sportivo Trinidense,Cerro Porteno,4.5,4.2,1.55,1.67,1.73,2.0,1.03,1.33,1.2,5.0,1.17
12,06/04/2024,19:30,PERU - LIGA 1,Carlos Mannucci,Alianza Lima,3.8,3.4,1.8,1.9,1.8,1.91,1.05,1.36,1.25,6.0,1.13
25,06/04/2024,23:30,USA - USL CHAMPIONSHIP,Las Vegas Lights,San Antonio,3.3,3.65,1.98,1.72,1.65,2.1,1.04,1.36,1.24,4.65,1.16
