Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,29/11/2023,11:00,ARMENIA - PREMIER LEAGUE,Urartu,Ararat Yerevan,1.42,4.15,6.1,1.65,1.87,1.89,1.01,1.32,1.21,4.9,1.13
2,29/11/2023,11:30,INDIA - ISL,Kerala Blasters,Chennaiyin,1.45,4.75,6.0,1.6,1.8,1.91,1.03,1.29,1.18,4.33,1.2
3,29/11/2023,15:00,NORWAY - OBOS-LIGAEN,Kristiansund,Bryne,1.65,4.2,4.5,1.6,1.62,2.2,1.03,1.29,1.18,4.33,1.2
4,29/11/2023,16:30,URUGUAY - PRIMERA DIVISION,Liverpool M.,Boston River,1.67,3.8,4.75,1.73,1.73,2.0,1.04,1.33,1.22,5.5,1.14
5,29/11/2023,16:45,ENGLAND - CHAMPIONSHIP,Southampton,Bristol City,1.6,4.33,5.25,1.73,1.8,1.91,1.04,1.33,1.25,5.0,1.17
6,29/11/2023,16:45,ENGLAND - CHAMPIONSHIP,Leeds,Swansea,1.36,5.25,8.0,1.53,1.8,1.91,1.03,1.25,1.17,4.0,1.25
7,29/11/2023,16:45,ENGLAND - CHAMPIONSHIP,Sunderland,Huddersfield,1.57,4.33,5.5,1.73,1.8,1.91,1.04,1.33,1.22,5.0,1.17
8,29/11/2023,17:00,ENGLAND - CHAMPIONSHIP,Ipswich,Millwall,1.62,4.0,5.5,1.73,1.73,2.0,1.04,1.33,1.22,5.0,1.17
9,29/11/2023,19:30,PARAGUAY - PRIMERA DIVISION,Libertad Asuncion,Tacuary,1.4,4.75,6.5,1.62,1.83,1.83,1.03,1.3,1.18,4.5,1.18
10,29/11/2023,21:30,BRAZIL - SERIE A,Palmeiras,America MG,1.2,7.5,12.0,1.44,2.05,1.7,1.02,1.22,1.14,3.5,1.3
