,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA MX,30/03/2024,00:00,Mazatlan FC,Club Tijuana,2.2,3.75,3.1,1.65,2.2,1.62,2.2,1.5,1.2845232,0.428,0.2,0.4,1.369,0.45454547,0.26666668,0.32258064,0.6060606,0.45454547,0.22638965,1.3,1.685,1,0.9511
2,SOUTH KOREA - K LEAGUE 2,30/03/2024,02:00,Asan,Cheongju,2.1,3.4,3.1,2.3,1.6,2.0,1.73,1.6,1.4282857,0.824,1.4,1.1135529,0.895,0.47619048,0.29411766,0.32258064,0.4347826,0.625,0.21951881,0.2,2.542,1,0.5043
3,SOUTH KOREA - K LEAGUE 1,30/03/2024,02:00,Incheon,Daejeon,2.05,3.3,3.4,2.05,1.75,1.83,1.83,2.3,1.1,0.478,0.8,0.8717798,0.919,0.4878049,0.3030303,0.29411766,0.4878049,0.5714286,0.24686368,1.5,1.972,1,0.5061
4,AUSTRALIA - A-LEAGUE,30/03/2024,03:30,Melbourne City,Newcastle Jets,1.53,4.75,5.25,1.44,2.7,1.53,2.38,1.6,1.2,1.11,0.8,1.1661904,0.818,0.6535948,0.21052632,0.1904762,0.6944444,0.37037036,0.60804385,0.8,2.366,1,1.0
5,AUSTRALIA - A-LEAGUE,30/03/2024,05:45,Sydney FC,Central Coast Mariners,2.15,3.75,3.1,1.62,2.25,1.57,2.25,1.7,1.3453624,0.769,2.0,1.264911,1.086,0.4651163,0.26666668,0.32258064,0.61728394,0.44444445,0.2377256,-0.3,2.61,1,1.0
6,ENGLAND - PREMIER LEAGUE,30/03/2024,09:30,Newcastle,West Ham,1.8,4.2,4.0,1.48,2.6,1.5,2.5,1.4,1.356466,0.793,1.3,1.4177446,1.082,0.5555556,0.23809524,0.25,0.6756757,0.3846154,0.4223443,0.1,2.774,1,0.8079
7,SPAIN - LALIGA2,30/03/2024,10:00,Valladolid,Levante,1.85,3.4,4.75,2.2,1.65,2.0,1.73,2.3,1.1,0.647,0.7,0.9,0.854,0.5405405,0.29411766,0.21052632,0.45454547,0.6060606,0.40209472,1.6,2.0,1,0.6
8,CROATIA - HNL,30/03/2024,10:50,Varazdin,Gorica,2.2,3.25,3.1,2.05,1.75,1.8,1.91,1.3,1.1874342,0.748,0.8,1.1661904,1.417,0.45454547,0.30769232,0.32258064,0.4878049,0.5714286,0.18251489,0.5,2.354,1,0.5305
9,INDIA - ISL,30/03/2024,11:00,Jamshedpur,Kerala Blasters,2.2,3.25,3.0,1.93,1.88,1.73,2.0,1.1,1.0440307,0.841,0.9,1.3747727,0.896,0.45454547,0.30769232,0.33333334,0.5181347,0.5319149,0.17537388,0.2,2.419,1,0.5081
10,SWEDEN - SUPERETTAN,30/03/2024,11:00,Orgryte,Utsikten,2.15,3.5,3.0,1.83,2.03,1.67,2.1,0.6,0.9165151,0.813,1.3,1.4177446,0.907,0.4651163,0.2857143,0.33333334,0.5464481,0.49261084,0.20996709,-0.7,2.334,1,0.5055
