Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,28/10/2023,01:30,Gyeongnam,Ansan Greeners,1.5,4.0,5.25
2,ROMANIA - LIGA 2,28/10/2023,05:00,Chindia Targoviste,CSM Resita,1.57,3.8,5.7
3,ROMANIA - LIGA 2,28/10/2023,05:00,Unirea Dej,Progresul Spartac,1.52,3.9,6.0
4,SOUTH KOREA - K LEAGUE 2,28/10/2023,06:30,Anyang,Seoul E-Land,1.67,3.5,4.75
5,ALBANIA - SUPERLIGA,28/10/2023,09:00,KF Tirana,Dinamo Tirana,1.6,3.95,4.4
6,THAILAND - THAI LEAGUE 1,28/10/2023,09:00,Lamphun Warrior,Nakhon Pathom,1.95,3.65,3.45
7,SERBIA - PRVA LIGA,28/10/2023,09:00,Jedinstvo U.,Radnicki Beograd,1.57,3.65,5.1
8,SERBIA - PRVA LIGA,28/10/2023,09:00,Sloboda,RFK Novi Sad,1.53,3.6,5.5
9,SERBIA - PRVA LIGA,28/10/2023,09:00,Smederevo,Kolubara,2.55,3.05,2.57
10,AUSTRIA - 2. LIGA,28/10/2023,09:30,First Vienna,Liefering,2.22,3.35,3.0
11,AUSTRIA - 2. LIGA,28/10/2023,09:30,Stripfing,Bregenz,1.7,3.8,4.45
12,GEORGIA - CRYSTALBET EROVNULI LIGA,28/10/2023,10:00,Telavi,Shukura,1.34,4.45,7.3
13,POLAND - EKSTRAKLASA,28/10/2023,10:00,Pogon Szczecin,Jagiellonia,1.7,3.8,4.5
14,NETHERLANDS - TWEEDE DIVISIE,28/10/2023,10:00,Spakenburg,Jong Almere City,1.5,4.4,5.0
15,SPAIN - PRIMERA RFEF,28/10/2023,11:00,Granada CF B,Sanluqueno,2.3,3.0,3.0
16,SPAIN - PRIMERA RFEF,28/10/2023,11:00,Celta Vigo B,Sabadell,1.83,3.3,4.0
17,SCOTLAND - PREMIERSHIP,28/10/2023,11:00,St. Mirren,St Johnstone,1.57,3.8,7.0
