,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,23/03/2024,11:00,NETHERLANDS - TWEEDE DIVISIE,Rijnsburgse Boys,HFC,2.32,3.75,2.57,1.55,1.5,2.25,1.02,1.28,1.16,3.65,1.19
2,23/03/2024,12:00,SCOTLAND - LEAGUE ONE,Annan,Kelty Hearts,2.15,3.5,2.8,1.6,1.53,2.38,1.03,1.3,1.17,4.33,1.2
3,23/03/2024,12:00,SCOTLAND - LEAGUE TWO,East Fife,Stranraer,1.85,3.1,4.2,1.98,1.8,1.91,1.03,1.4,1.29,6.0,1.11
4,23/03/2024,12:00,SPAIN - PRIMERA RFEF,Cordoba,San Fernando,1.4,4.5,5.75,2.0,2.5,1.5,1.05,1.4,1.33,6.5,1.1
5,23/03/2024,12:00,SCOTLAND - CHAMPIONSHIP,Ayr,Queen's Park,2.1,3.4,2.88,1.8,1.67,2.1,1.02,1.36,1.25,5.0,1.14
6,23/03/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Newry City,Crusaders,8.25,5.2,1.3,1.52,1.88,1.82,1.03,1.28,1.17,3.65,1.24
7,23/03/2024,15:00,SPAIN - PRIMERA RFEF,Celta Vigo B,Fuenlabrada,1.73,3.25,4.33,2.15,2.1,1.67,1.06,1.44,1.36,7.5,1.07
8,23/03/2024,15:00,USA - USL CHAMPIONSHIP,Hartford Athletic,Birmingham,2.37,3.5,2.67,1.65,1.55,2.3,1.04,1.34,1.22,4.3,1.18
9,23/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Maastricht,Den Bosch,1.95,3.8,3.5,1.6,1.57,2.25,1.03,1.29,1.18,4.33,1.2
10,23/03/2024,18:00,MEXICO - LIGA DE EXPANSION MX,Tepatitlan de Morelos,Tapatio,2.9,3.15,2.4,2.0,1.75,1.98,1.07,1.45,1.33,5.7,1.1
11,23/03/2024,20:30,USA - MLS,FC Cincinnati,New York City,1.85,3.6,4.0,1.98,1.8,1.95,1.05,1.4,1.29,6.5,1.11
12,23/03/2024,20:30,USA - MLS,Toronto FC,Atlanta Utd,2.2,3.6,3.0,1.67,1.57,2.25,1.03,1.3,1.2,5.0,1.17
13,23/03/2024,22:00,MEXICO - LIGA MX,Juarez,Puebla,2.0,3.75,3.4,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
14,23/03/2024,22:30,PANAMA - LPF,Miguelito,Deportivo Universitario,2.25,3.1,3.1,2.07,1.85,1.75,1.06,1.47,1.37,9.0,1.03
15,23/03/2024,23:00,USA - USL CHAMPIONSHIP,Orange County SC,Miami FC,1.75,3.5,4.5,1.88,1.78,1.93,1.06,1.42,1.29,5.2,1.13
