Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/09/2023,07:00,ARMENIA - PREMIER LEAGUE,Alashkert,Ararat Yerevan,1.44,3.9,6.4,1.88,2.12,1.69,1.02,1.42,1.29,6.25,1.07
2,20/09/2023,13:15,ICELAND - BESTA DEILD KARLA,KA Akureyri,Keflavik,1.55,4.3,5.0,1.5,1.57,2.25,1.03,1.28,1.16,3.55,1.26
3,20/09/2023,16:15,ICELAND - BESTA DEILD KARLA,Vikingur Reykjavik,KR Reykjavik,1.53,4.15,5.3,1.47,1.53,2.32,1.03,1.28,1.15,3.35,1.28
4,20/09/2023,17:30,PERU - LIGA 1,Cajamarca,Dep. Municipal,1.33,4.5,9.0,1.67,2.0,1.73,1.04,1.3,1.2,5.0,1.17
5,20/09/2023,20:30,USA - MLS,Columbus Crew,Chicago Fire,1.5,4.75,5.5,1.44,1.57,2.25,1.02,1.22,1.13,3.5,1.29
6,20/09/2023,21:00,CANADA - CANADIAN PREMIER LEAGUE,Valour,Vancouver FC,1.6,3.9,5.4,1.7,1.7,2.05,1.05,1.37,1.23,4.4,1.19
7,20/09/2023,21:30,BRAZIL - SERIE A,Fluminense,Cruzeiro,1.75,3.5,5.0,2.1,1.95,1.8,1.07,1.44,1.33,7.0,1.1
8,20/09/2023,22:30,PERU - LIGA 1,U. de Deportes,Sport Boys,1.22,5.25,13.0,1.65,2.25,1.57,1.04,1.3,1.2,4.5,1.18
9,20/09/2023,23:00,USA - USL CHAMPIONSHIP,Sacramento Republic,New Mexico,1.6,4.05,4.75,1.72,1.75,1.95,1.04,1.35,1.23,4.55,1.16
10,20/09/2023,23:00,COSTA RICA - PRIMERA DIVISION,Cartagines,Zeledon,1.53,4.0,5.75,1.62,1.67,2.1,1.03,1.29,1.18,4.33,1.2
