,League,Date,Home,Away,Goals_H,Goals_A,Odd_H,Odd_D,Odd_A,Odd_CS_0x1_Lay_x,Lay_0x1,Predictions,Profit,Profit_acu
1,BRAZIL - SERIE B,2024-04-19,Operario,Avai,1.0,0.0,2.12,2.82,5.6,11.0,1,1,0.94,0.94
2,CHILE - PRIMERA DIVISION,2024-04-19,Union La Calera,Everton,0.0,1.0,3.25,3.55,2.38,11.0,0,1,-10.0,-9.06
3,PARAGUAY - PRIMERA DIVISION,2024-04-19,2 de Mayo,Cerro Porteno,0.0,2.0,12.5,3.85,1.45,5.2,1,1,0.94,-8.120000000000001
4,PARAGUAY - PRIMERA DIVISION,2024-04-19,2 de Mayo,Cerro Porteno,1.0,1.0,12.5,3.85,1.45,5.2,1,1,0.94,-7.1800000000000015
5,MEXICO - LIGA MX,2024-04-19,Mazatlan FC,Juarez,0.0,2.0,2.14,3.9,3.55,17.0,1,1,0.94,-6.240000000000002
6,PERU - LIGA 1,2024-04-19,Cienciano,Deportivo Garcilaso,0.0,2.0,2.68,3.6,2.76,1000.0,1,1,0.94,-5.3000000000000025
7,COLOMBIA - PRIMERA A,2024-04-19,Bucaramanga,Chico,2.0,3.0,1.78,3.55,6.0,17.0,1,1,0.94,-4.360000000000003
