Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,29/03/2024,06:15,BANGLADESH - PREMIER LEAGUE,Chittagong Abahani,Bangladesh Police,4.3,3.65,1.65,1.7,1.7,2.1,1.01,1.33,1.21,5.2,1.13
2,29/03/2024,09:30,AZERBAIJAN - PREMIER LEAGUE,Gabala,Neftci Baku,3.85,3.5,1.83,1.93,1.85,1.75,10.2,1.42,1.32,7.2,1.05
3,29/03/2024,09:30,ENGLAND - CHAMPIONSHIP,Bristol City,Leicester,5.0,3.8,1.7,1.93,1.8,1.91,1.05,1.36,1.29,6.0,1.13
4,29/03/2024,12:00,ENGLAND - LEAGUE TWO,Forest Green,Stockport County,6.0,3.8,1.62,1.95,1.83,1.83,1.06,1.4,1.29,6.5,1.11
5,29/03/2024,12:00,SERBIA - SUPER LIGA,Radnik,Vojvodina,4.7,3.4,1.75,2.15,2.0,1.72,1.08,1.5,1.38,6.3,1.08
6,29/03/2024,14:30,ENGLAND - CHAMPIONSHIP,Blackburn,Ipswich,3.75,3.75,1.91,1.67,1.62,2.2,1.04,1.33,1.22,5.0,1.17
7,29/03/2024,15:30,SWITZERLAND - CHALLENGE LEAGUE,Stade Nyonnais,Sion,4.4,3.85,1.7,1.7,1.7,2.05,1.04,1.35,1.23,4.5,1.17
8,29/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Helmond,Willem II,4.33,3.75,1.83,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
9,29/03/2024,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Club Brugge KV U23,Dender,5.75,4.33,1.53,1.57,1.67,2.1,1.01,1.29,1.1,4.33,1.14
10,29/03/2024,17:00,ENGLAND - CHAMPIONSHIP,Watford,Leeds,6.0,4.33,1.55,1.7,1.8,1.91,1.04,1.33,1.22,5.0,1.17
11,29/03/2024,20:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,The Strongest,5.1,4.15,1.53,1.52,1.6,2.05,1.01,1.28,1.15,3.5,1.21
12,29/03/2024,20:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Huracan,River Plate,4.2,3.2,2.0,2.4,2.0,1.73,1.08,1.5,1.44,11.0,1.05
13,29/03/2024,22:00,MEXICO - LIGA MX,Puebla,U.A.N.L.- Tigres,4.0,4.0,1.83,1.75,1.75,2.0,1.04,1.33,1.25,5.5,1.14
