Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,23/09/2023,00:10,MEXICO - LIGA MX,Puebla,U.N.A.M.- Pumas,3.4,3.8,2.0,1.53,1.53,2.38,1.03,1.29,1.17,4.0,1.22
19,23/09/2023,08:00,SWEDEN - SUPERETTAN,Landskrona,Oster,3.4,3.6,1.91,1.65,1.57,2.25,1.03,1.3,1.2,4.5,1.18
18,23/09/2023,08:00,SLOVENIA - PRVA LIGA,Bravo,O. Ljubljana,3.95,3.6,1.82,1.8,1.72,2.02,1.05,1.38,1.26,4.9,1.14
17,23/09/2023,10:00,NORWAY - OBOS-LIGAEN,Ranheim,Fredrikstad,4.33,4.0,1.75,1.7,1.73,2.0,1.03,1.33,1.22,5.0,1.17
16,23/09/2023,11:00,SCOTLAND - CHAMPIONSHIP,Inverness,Dundee Utd,3.6,3.5,1.91,1.98,1.83,1.83,1.03,1.4,1.29,6.0,1.11
15,23/09/2023,11:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Ballymena,Cliftonville,5.7,3.95,1.53,1.83,1.9,1.8,1.05,1.39,1.27,5.0,1.13
14,23/09/2023,11:00,SCOTLAND - LEAGUE ONE,Edinburgh City,Cove Rangers,4.75,4.2,1.53,1.57,1.67,2.1,1.01,1.29,1.17,4.0,1.22
13,23/09/2023,13:00,SLOVAKIA - NIKE LIGA,Michalovce,Podbrezova,4.3,3.8,1.75,1.88,1.82,1.9,1.06,1.42,1.29,5.4,1.13
12,23/09/2023,13:00,SLOVAKIA - NIKE LIGA,Skalica,Dun. Streda,4.05,3.4,1.9,2.02,1.82,1.88,1.07,1.47,1.34,6.0,1.11
20,23/09/2023,15:00,AUSTRIA - 2. LIGA,Bregenz,Ried,3.85,3.6,1.85,1.72,1.65,2.12,1.05,1.36,1.23,4.55,1.16
11,23/09/2023,15:00,POLAND - DIVISION 1,Chrobry Glogow,Arka Gdynia,4.33,3.8,1.67,1.67,1.67,2.1,1.03,1.3,1.2,5.0,1.17
9,23/09/2023,15:30,SWITZERLAND - SUPER LEAGUE,Grasshoppers,St. Gallen,4.0,4.0,1.8,1.5,1.5,2.5,1.02,1.25,1.14,3.75,1.25
8,23/09/2023,15:45,ITALY - SERIE C,Fermana,Cesena,4.65,3.65,1.7,1.95,1.9,1.8,1.06,1.42,1.32,5.6,1.11
7,23/09/2023,16:00,ENGLAND - PREMIER LEAGUE,Burnley,Manchester Utd,4.2,4.2,1.7,1.57,1.57,2.25,1.03,1.29,1.17,4.33,1.22
6,23/09/2023,17:00,CANADA - CANADIAN PREMIER LEAGUE,Vancouver FC,HFX Wanderers,4.6,4.0,1.65,1.78,1.75,1.98,1.05,1.38,1.25,4.8,1.16
5,23/09/2023,18:30,PARAGUAY - PRIMERA DIVISION,Tacuary,Olimpia Asuncion,6.0,4.0,1.53,1.73,1.8,1.91,1.04,1.33,1.22,5.5,1.14
4,23/09/2023,18:40,VENEZUELA - LIGA FUTVE,Universidad Central,Puerto Cabello,5.4,3.4,1.65,2.1,2.05,1.6,1.04,1.47,1.38,7.9,1.03
3,23/09/2023,19:00,DOMINICAN REPUBLIC - LDF,Universidad O&M,Cibao,4.05,3.4,1.75,1.9,1.85,1.91,1.03,1.42,1.3,7.5,1.06
2,23/09/2023,19:30,USA - USL CHAMPIONSHIP,Loudoun,Louisville City,3.9,3.85,1.78,1.65,1.62,2.15,1.04,1.33,1.21,4.25,1.19
10,23/09/2023,21:00,PARAGUAY - PRIMERA DIVISION,Nacional Asuncion,Libertad Asuncion,4.0,3.4,1.95,2.08,1.83,1.83,1.07,1.44,1.33,8.0,1.08
21,23/09/2023,22:30,PANAMA - LPF,UMECIT,Tauro,4.25,3.25,1.83,2.18,2.02,1.62,1.07,1.5,1.42,9.0,1.03
