Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,11/05/2024,07:00,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Cheonan City,1.53,3.8,5.25,1.98,2.1,1.67,1.05,1.4,1.3,7.0,1.1
20,11/05/2024,08:30,ESTONIA - MEISTRILIIGA,Flora,Parnu JK Vaprus,1.42,4.3,5.7,1.55,1.76,2.01,1.02,1.27,1.17,4.25,1.18
21,11/05/2024,09:00,CHINA - SUPER LEAGUE,Beijing Guoan,Meizhou Hakka,1.22,5.25,13.0,1.62,2.2,1.62,1.03,1.29,1.18,4.5,1.18
22,11/05/2024,09:30,AUSTRIA - 2. LIGA,Grazer AK,Horn,1.47,4.05,6.4,1.82,1.95,1.75,1.05,1.39,1.27,5.0,1.14
23,11/05/2024,10:00,SWEDEN - ALLSVENSKAN,AIK,Sirius,1.65,3.75,4.5,1.85,1.8,1.95,1.04,1.36,1.25,6.0,1.13
24,11/05/2024,10:00,THAILAND - THAI LEAGUE 1,Sukhothai,Police Tero,1.62,4.15,4.55,1.5,1.57,2.27,1.03,1.29,1.16,3.6,1.25
25,11/05/2024,10:00,POLAND - EKSTRAKLASA,Gornik Zabrze,Stal Mielec,1.55,4.0,5.5,1.75,1.77,1.92,1.04,1.33,1.25,5.5,1.14
29,11/05/2024,11:00,ENGLAND - PREMIER LEAGUE,Newcastle,Brighton,1.55,5.0,4.75,1.3,1.4,2.75,1.01,1.18,1.08,2.75,1.44
34,11/05/2024,11:00,NORWAY - OBOS-LIGAEN,Bryne,Mjondalen,1.53,4.0,5.5,1.73,1.8,1.91,1.04,1.33,1.22,5.5,1.14
28,11/05/2024,11:00,SCOTLAND - CHAMPIONSHIP,Inverness,Montrose,1.4,5.25,5.0,1.53,1.8,1.91,1.02,1.25,1.17,4.0,1.22
31,11/05/2024,11:00,NORWAY - OBOS-LIGAEN,Sogndal,Sandnes,1.62,3.75,4.75,1.57,1.62,2.2,1.03,1.29,1.17,4.0,1.22
27,11/05/2024,11:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Raufoss,1.62,4.0,4.75,1.65,1.67,2.1,1.03,1.3,1.2,4.5,1.18
30,11/05/2024,11:00,SCOTLAND - PREMIERSHIP,Hearts,Dundee FC,1.67,4.0,4.75,1.67,1.7,2.05,1.04,1.33,1.22,5.0,1.17
32,11/05/2024,13:00,RUSSIA - PREMIER LEAGUE,Zenit,CSKA Moscow,1.71,3.94,5.64,2.08,2.01,1.76,1.03,1.44,1.31,6.35,1.07
33,11/05/2024,13:00,SWITZERLAND - CHALLENGE LEAGUE,Thun,Schaffhausen,1.44,4.45,6.2,1.65,1.87,1.85,1.04,1.33,1.22,4.35,1.18
19,11/05/2024,13:00,NETHERLANDS - TWEEDE DIVISIE,De Treffers,Noordwijk,1.44,4.55,5.8,1.52,1.7,1.93,1.01,1.24,1.15,3.5,1.21
26,11/05/2024,14:00,ICELAND - BESTA DEILD KARLA,Valur,KA Akureyri,1.55,4.25,5.0,1.45,1.53,2.32,1.03,1.26,1.14,3.3,1.28
18,11/05/2024,14:00,SPAIN - PRIMERA RFEF,Celta Vigo B,Rayo Majadahonda,1.2,5.75,10.0,1.62,2.35,1.52,1.04,1.31,1.2,4.1,1.2
8,11/05/2024,14:00,SPAIN - PRIMERA RFEF,Recreativo Huelva,Algeciras,1.62,3.3,5.5,2.1,2.0,1.72,1.08,1.5,1.36,6.1,1.09
2,11/05/2024,14:30,CROATIA - HNL,D. Zagreb,Osijek,1.36,4.75,8.5,1.65,1.91,1.8,1.03,1.3,1.2,4.5,1.18
3,11/05/2024,15:00,SPAIN - PRIMERA RFEF,Fuenlabrada,Arenteiro,1.65,3.4,4.75,2.2,2.12,1.65,1.08,1.5,1.39,6.4,1.08
4,11/05/2024,17:00,DOMINICAN REPUBLIC - LDF,Cibao,Moca,1.57,3.75,4.85,1.87,1.9,1.86,1.03,1.37,1.3,6.97,1.07
5,11/05/2024,17:30,ECUADOR - LIGA PRO,Macara,Mushuc Runa,1.67,3.75,4.75,1.95,1.83,1.83,1.05,1.4,1.29,6.5,1.11
6,11/05/2024,17:30,PERU - LIGA 1,Cusco,Carlos Mannucci,1.45,4.33,6.5,1.83,1.91,1.8,1.04,1.36,1.25,6.0,1.13
7,11/05/2024,18:30,BOLIVIA - DIVISION PROFESIONAL,Always Ready,Blooming,1.33,4.33,7.0,1.7,1.85,1.75,1.04,1.32,1.21,4.85,1.13
9,11/05/2024,19:45,ARGENTINA - LIGA PROFESIONAL,River Plate,Central Cordoba,1.33,5.0,9.5,1.85,2.25,1.57,1.05,1.36,1.25,6.0,1.13
16,11/05/2024,20:00,ECUADOR - LIGA PRO,LDU Quito,Emelec,1.67,3.6,4.75,2.0,1.91,1.8,1.06,1.4,1.3,7.0,1.1
10,11/05/2024,21:00,CHILE - PRIMERA DIVISION,Everton,Cobresal,1.62,4.0,4.75,1.62,1.67,2.1,1.03,1.3,1.18,4.5,1.18
11,11/05/2024,21:00,BRAZIL - SERIE A,Atletico-MG,Gremio,1.62,3.8,5.5,2.08,2.05,1.7,1.07,1.44,1.36,8.0,1.08
12,11/05/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Nacional Potosi,1.36,4.5,7.0,1.44,1.6,2.07,1.01,1.22,1.12,3.15,1.26
13,11/05/2024,21:00,VENEZUELA - LIGA FUTVE,Universidad Central,Inter de Barinas,1.65,3.35,5.5,2.18,2.1,1.57,1.05,1.5,1.4,8.1,1.03
14,11/05/2024,21:30,USA - USL CHAMPIONSHIP,San Antonio,Las Vegas Lights,1.45,4.15,6.0,1.62,1.75,1.95,1.04,1.33,1.21,4.1,1.2
15,11/05/2024,21:30,USA - MLS,St. Louis City,Chicago Fire,1.65,4.2,4.5,1.62,1.67,2.1,1.03,1.3,1.18,4.5,1.18
17,11/05/2024,23:00,PERU - LIGA 1,Cesar Vallejo,Los Chankas,1.57,4.0,5.5,1.73,1.8,1.91,1.04,1.33,1.22,5.5,1.14
35,11/05/2024,23:30,USA - MLS,Los Angeles FC,Vancouver Whitecaps,1.62,4.0,5.0,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
