,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,27/02/2024,05:00,INDONESIA - LIGA 1,Dewa United,RANS Nusantara,1.9,3.5,3.6,1.7,1.62,2.02,10.2,1.33,1.24,5.05,1.12
2,27/02/2024,08:00,VIETNAM - V.LEAGUE 1,Khanh Hoa,Gia Lai,2.12,3.25,3.2,2.12,1.91,1.7,1.04,1.47,1.39,7.8,1.04
3,27/02/2024,08:00,INDIA - I-LEAGUE,Inter Kashi,Neroca FC,1.38,4.8,6.3,1.47,1.7,1.93,19.0,1.22,1.15,3.3,1.24
4,27/02/2024,11:15,ROMANIA - LIGA 1,U Craiova 1948,Poli Iasi,1.91,3.5,3.3,1.98,1.8,1.91,1.05,1.44,1.29,6.5,1.11
5,27/02/2024,14:00,POLAND - DIVISION 1,GKS Katowice,Legnica,2.4,3.3,2.75,1.93,1.73,2.0,1.05,1.4,1.29,6.5,1.11
6,27/02/2024,16:00,NETHERLANDS - TWEEDE DIVISIE,Lisse,Katwijk,7.0,5.2,1.32,1.35,1.6,2.07,1.01,1.19,1.21,2.8,1.33
7,27/02/2024,16:30,ENGLAND - FA CUP,Bournemouth,Leicester,1.62,4.0,5.25,1.6,1.67,2.1,1.03,1.29,1.17,4.33,1.2
10,27/02/2024,16:45,ENGLAND - FA CUP,Blackburn,Newcastle,5.75,5.25,1.45,1.4,1.5,2.5,1.01,1.22,1.11,3.25,1.33
16,27/02/2024,16:45,ENGLAND - LEAGUE ONE,Wycombe,Cheltenham,2.15,3.4,3.5,2.08,1.8,1.95,1.06,1.47,1.33,8.0,1.08
15,27/02/2024,16:45,ENGLAND - LEAGUE TWO,Harrogate,Newport,2.55,3.3,2.8,2.0,1.73,2.0,1.05,1.45,1.29,7.0,1.1
13,27/02/2024,16:45,ENGLAND - LEAGUE TWO,Swindon,Tranmere,2.2,3.5,3.25,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
9,27/02/2024,16:45,SCOTLAND - CHAMPIONSHIP,Raith,Morton,2.0,3.5,3.25,1.85,1.8,1.91,1.05,1.42,1.25,5.5,1.13
11,27/02/2024,16:45,ENGLAND - LEAGUE ONE,Port Vale,Fleetwood,2.3,3.4,3.1,2.0,1.75,2.0,1.06,1.4,1.29,7.0,1.1
8,27/02/2024,16:45,SCOTLAND - CHAMPIONSHIP,Queen's Park,Arbroath,1.75,3.75,4.0,1.85,1.83,1.83,1.04,1.4,1.25,5.5,1.13
12,27/02/2024,16:45,ENGLAND - LEAGUE TWO,Walsall,Accrington,1.95,3.6,3.8,1.88,1.73,2.0,1.04,1.36,1.25,6.0,1.13
14,27/02/2024,16:45,ENGLAND - LEAGUE TWO,Salford,Colchester,1.91,3.6,4.0,1.62,1.53,2.38,1.03,1.29,1.18,4.33,1.2
17,27/02/2024,17:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Dergview,Annagh,3.15,3.75,1.98,1.53,1.5,2.25,1.01,1.25,1.15,3.6,1.2
18,27/02/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Independiente,Nacional Potosi,2.05,3.5,3.4,1.7,1.62,2.2,1.04,1.31,1.2,5.0,1.17
19,27/02/2024,22:00,MEXICO - LIGA MX,Queretaro,Atl. San Luis,2.7,3.3,2.7,1.98,1.7,2.05,1.05,1.44,1.29,6.5,1.11
