,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,tjUj3wlS,18/08/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Akhdoud,Al Fateh,ROUND 2,3.8,3.5,1.91,1.36,3.0,1.05,8.5,1.25,3.75,1.8,2.0,3.0,1.36,5.0,1.14,1.73,2.0,3.45,1.3,1.83,1.98,11.0,8.5,10.0,17.0,12.0,7.0,9.0,15.0,21.0,13.0,13.0,23.0,41.0,29.0,34.0,41.0,151.0
2,bVGIbcdq,18/08/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hazem,Al Ettifaq,ROUND 2,4.5,3.5,1.8,1.33,3.25,1.04,9.0,1.2,4.33,1.73,2.08,2.63,1.44,4.5,1.17,1.67,2.1,4.4,1.2,2.05,1.75,12.0,8.5,9.5,15.0,15.0,7.0,9.0,13.0,23.0,15.0,13.0,23.0,41.0,34.0,34.0,41.0,151.0
3,fcARdyRe,18/08/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Wehda,Al Shabab,ROUND 2,4.0,3.6,1.83,1.33,3.25,1.04,9.0,1.22,4.0,1.73,2.08,2.63,1.44,4.5,1.17,1.67,2.1,4.0,1.23,2.0,1.8,12.0,8.5,9.5,15.0,13.0,7.0,9.0,15.0,21.0,15.0,13.0,23.0,41.0,29.0,34.0,41.0,151.0
