Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,22/10/2023,02:00,Jeju Utd,Suwon Bluewings,1.91,3.5,3.6
2,SOUTH KOREA - K LEAGUE 1,22/10/2023,02:00,Seoul,Gangwon,1.83,3.4,4.0
3,INDONESIA - LIGA 1,22/10/2023,05:00,Madura United,Dewa United,1.7,3.7,4.35
4,SPAIN - PRIMERA RFEF,22/10/2023,07:00,SD Logrones,Cornella,2.25,2.9,3.4
5,RUSSIA - PREMIER LEAGUE,22/10/2023,08:00,Spartak Moscow,Pari NN,1.69,4.12,5.54
6,VIETNAM - V.LEAGUE 1,22/10/2023,08:00,Nam Dinh,Quang Nam,1.65,3.7,4.6
7,ANDORRA - PRIMERA DIVISIÓ,22/10/2023,08:30,Penya,Ordino,1.8,3.55,3.7
8,ESTONIA - MEISTRILIIGA,22/10/2023,08:30,Paide,Kuressaare,1.34,4.65,6.7
9,INDONESIA - LIGA 1,22/10/2023,09:00,Persija Jakarta,RANS Nusantara,1.62,3.85,4.65
10,NORTH MACEDONIA - 1. MFL,22/10/2023,09:00,Shkupi,Bregalnica Stip,1.47,4.05,6.2
11,UZBEKISTAN - SUPER LEAGUE,22/10/2023,09:00,Neftchi Fargona,Termez Surkhon,1.5,3.65,6.5
12,THAILAND - THAI LEAGUE 1,22/10/2023,09:00,Port MTI FC,Lamphun Warrior,1.31,5.1,8.25
13,NORTH MACEDONIA - 1. MFL,22/10/2023,09:00,KF Gostivar,Voska Sport,1.75,3.65,4.15
14,VIETNAM - V.LEAGUE 1,22/10/2023,09:15,Cong An,Binh Dinh,1.47,4.0,6.1
15,PORTUGAL - TAÇA DE PORTUGAL,22/10/2023,11:00,Tondela,1º Dezembro,1.25,5.0,9.0
16,PORTUGAL - TAÇA DE PORTUGAL,22/10/2023,11:00,Maritimo,Mortagua,1.05,13.0,21.0
17,ITALY - SERIE C,22/10/2023,11:15,Catania,Taranto,1.78,3.45,4.4
18,ITALY - SERIE C,22/10/2023,11:15,Gubbio,Olbia,1.57,3.6,5.9
19,ROMANIA - LIGA 1,22/10/2023,12:00,Univ. Craiova,Petrolul,1.4,4.2,6.5
20,NIGERIA - NPFL,22/10/2023,12:00,Akwa United,Shooting,1.39,4.0,8.5
21,NIGERIA - NPFL,22/10/2023,12:00,Heartland,Katsina Utd,1.52,3.6,6.6
22,NIGERIA - NPFL,22/10/2023,12:00,Remo Stars,Sporting Lagos,1.52,3.6,6.6
23,NIGERIA - NPFL,22/10/2023,12:00,Plateau United,Sunshine Stars,1.45,3.75,7.5
24,SWEDEN - ALLSVENSKAN,22/10/2023,12:30,Hacken,Norrkoping,1.45,4.5,6.5
25,BAHRAIN - PREMIER LEAGUE,22/10/2023,13:00,Manama Club,Sitra,1.78,3.5,4.35
26,SERBIA - SUPER LIGA,22/10/2023,13:00,Vojvodina,Radnik,1.39,4.25,8.0
27,SPAIN - LALIGA2,22/10/2023,13:30,Racing Santander,Burgos CF,2.25,3.1,3.5
28,SPAIN - LALIGA2,22/10/2023,13:30,Albacete,Gijon,2.2,3.1,3.6
29,ITALY - SERIE C,22/10/2023,13:30,Avellino,Monterosi,1.3,4.6,10.75
30,IVORY COAST - LIGUE 1,22/10/2023,15:00,Stella Adjame,Sporting Gagnoa,2.52,2.8,2.82
31,IRELAND - PREMIER DIVISION,22/10/2023,16:00,Shamrock Rovers,Drogheda,1.25,6.0,10.0
32,BRAZIL - SERIE A,22/10/2023,16:00,Internacional,Santos,1.67,3.6,5.75
33,PERU - LIGA 1,22/10/2023,17:00,Carlos Mannucci,Binacional,2.0,3.2,3.6
34,PERU - LIGA 1,22/10/2023,17:00,Sport Huancayo,Sport Boys,1.45,4.2,6.0
35,JAMAICA - PREMIER LEAGUE,22/10/2023,17:30,Mount Pleasant,Portmore,1.8,3.3,4.35
36,ECUADOR - LIGA PRO,22/10/2023,20:00,LDU Quito,Emelec,1.6,4.0,4.75
37,COLOMBIA - PRIMERA A,22/10/2023,20:10,Ind. Medellin,Pereira,1.57,3.75,6.5
