,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,19/08/2023,07:00,SOUTH KOREA - K LEAGUE 1,Ulsan Hyundai,Jeonbuk,2.05,3.4,3.1,1.9,1.73,2.0,1.05,1.36,1.25,6.5,1.11
2,19/08/2023,08:35,CHINA - SUPER LEAGUE,Beijing Guoan,Shanghai Shenhua,2.3,3.3,3.2,2.15,1.91,1.91,1.07,1.44,1.36,9.0,1.07
3,19/08/2023,08:35,CHINA - SUPER LEAGUE,Dalian Pro,Henan Songshan Longmen,2.63,3.25,2.75,2.05,1.75,2.0,1.06,1.4,1.3,7.0,1.1
4,19/08/2023,10:00,NORWAY - OBOS-LIGAEN,Jerv,Sandnes,2.1,3.6,3.4,1.53,1.44,2.63,1.03,1.25,1.14,3.75,1.25
5,19/08/2023,10:00,URUGUAY - PRIMERA DIVISION,River Plate,Cerro Largo,2.2,3.2,3.4,2.35,2.0,1.73,1.08,1.5,1.44,10.0,1.06
6,19/08/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,HFC,Noordwijk,1.9,3.8,3.51,1.75,1.65,2.18,1.03,1.28,1.22,4.9,1.14
7,19/08/2023,11:00,SCOTLAND - LEAGUE TWO,Spartans,Elgin City,1.57,3.8,4.5,1.73,1.8,1.91,1.01,1.33,1.22,4.5,1.17
8,19/08/2023,12:30,POLAND - DIVISION 1,Motor Lublin,Leczna,2.15,3.3,3.2,2.1,1.83,1.83,1.06,1.44,1.33,8.0,1.08
9,19/08/2023,15:00,ARGENTINA - PRIMERA NACIONAL,Brown Adrogue,Deportivo Madryn,2.1,2.8,4.5,2.7,2.25,1.57,1.14,1.57,1.53,13.0,1.04
10,19/08/2023,16:00,NETHERLANDS - EREDIVISIE,G.A. Eagles,FC Volendam,1.67,4.0,5.0,1.6,1.62,2.2,1.03,1.29,1.18,4.33,1.2
11,19/08/2023,16:00,ENGLAND - PREMIER LEAGUE,Manchester City,Newcastle,1.67,4.0,5.0,1.73,1.75,2.0,1.04,1.33,1.22,5.0,1.17
12,19/08/2023,16:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Independiente,Colon Santa Fe,2.05,3.1,4.0,2.7,2.25,1.57,1.11,1.62,1.53,13.0,1.04
13,19/08/2023,18:00,COLOMBIA - PRIMERA A,Pereira,Jaguares de Cordoba,1.85,3.4,4.5,2.15,2.0,1.73,1.07,1.44,1.36,9.0,1.07
14,19/08/2023,20:30,PARAGUAY - PRIMERA DIVISION,Libertad Asuncion,Sportivo Trinidense,1.44,4.5,5.5,1.7,1.83,1.83,1.03,1.33,1.22,5.0,1.17
15,19/08/2023,22:00,USA - USL CHAMPIONSHIP,San Antonio,Monterey Bay,1.62,3.84,4.98,1.86,1.82,1.94,1.01,1.36,1.25,5.6,1.09
16,19/08/2023,22:20,COLOMBIA - PRIMERA A,La Equidad,Junior,2.0,3.1,4.33,2.4,2.1,1.67,1.11,1.53,1.44,11.0,1.05
17,19/08/2023,23:00,USA - USL CHAMPIONSHIP,Oakland Roots,Colorado Springs,2.07,3.38,3.32,1.94,1.73,2.05,1.02,1.38,1.28,6.15,1.08
