Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,24/09/2023,04:00,HONG KONG - PREMIER LEAGUE,Kitchee,Hong Kong Rangers,1.32,5.2,7.2,1.32,1.55,2.15,1.01,1.17,1.07,2.6,1.38
26,24/09/2023,07:00,SPAIN - PRIMERA RFEF,SD Logrones,Rayo Majadahonda,1.65,3.3,5.25,2.15,2.1,1.67,1.06,1.44,1.36,7.5,1.07
25,24/09/2023,07:00,SPAIN - PRIMERA RFEF,R. Union,Teruel,1.65,3.3,5.5,2.15,2.2,1.62,1.07,1.5,1.36,7.5,1.07
24,24/09/2023,08:00,SWEDEN - SUPERETTAN,Utsikten,Trelleborg,1.7,3.75,4.75,1.85,1.8,1.95,1.04,1.36,1.25,6.0,1.13
23,24/09/2023,08:30,BELGIUM - JUPILER PRO LEAGUE,Genk,St. Truiden,1.55,4.33,5.25,1.67,1.8,1.95,1.03,1.33,1.2,5.0,1.17
22,24/09/2023,09:30,AUSTRIA - BUNDESLIGA,LASK,Hartberg,1.57,4.33,5.5,1.62,1.67,2.1,1.03,1.29,1.18,4.33,1.2
21,24/09/2023,10:00,NORTH MACEDONIA - 1. MFL,Shkendija,Makedonija GP,1.42,4.25,6.8,1.83,2.05,1.6,1.02,1.38,1.27,6.1,1.09
20,24/09/2023,10:00,ENGLAND - PREMIER LEAGUE,Arsenal,Tottenham,1.67,4.33,4.33,1.5,1.53,2.38,1.03,1.25,1.14,3.75,1.29
19,24/09/2023,10:00,NORTH MACEDONIA - 1. MFL,Struga,Rabotnicki,1.5,4.0,5.8,1.85,1.98,1.65,1.02,1.38,1.28,6.1,1.09
18,24/09/2023,10:00,NORWAY - OBOS-LIGAEN,KFUM Oslo,Mjondalen,1.5,5.0,5.5,1.53,1.62,2.2,1.02,1.25,1.17,4.0,1.22
17,24/09/2023,10:00,AZERBAIJAN - PREMIER LEAGUE,Sabah Baku,Kapaz,1.29,4.75,9.75,1.85,2.4,1.45,1.02,1.38,1.28,6.6,1.06
16,24/09/2023,10:00,ENGLAND - PREMIER LEAGUE,Brighton,Bournemouth,1.4,5.25,6.5,1.33,1.53,2.38,1.01,1.2,1.1,3.0,1.4
15,24/09/2023,10:00,ENGLAND - PREMIER LEAGUE,Liverpool,West Ham,1.4,5.0,7.5,1.44,1.62,2.2,1.02,1.22,1.13,3.4,1.33
14,24/09/2023,11:00,SCOTLAND - PREMIERSHIP,Rangers,Motherwell,1.25,6.0,13.0,1.5,2.05,1.7,1.03,1.25,1.14,4.0,1.25
13,24/09/2023,11:15,ITALY - SERIE C,L.R. Vicenza,Pergolettese,1.55,3.65,6.1,2.12,2.15,1.62,1.08,1.5,1.37,6.2,1.09
12,24/09/2023,11:30,SWITZERLAND - SUPER LEAGUE,Young Boys,Lugano,1.57,4.5,5.25,1.5,1.53,2.38,1.02,1.25,1.14,3.75,1.25
11,24/09/2023,12:30,SLOVAKIA - NIKE LIGA,Slovan Bratislava,Zilina,1.52,4.55,5.3,1.44,1.53,2.32,1.03,1.26,1.14,3.25,1.31
10,24/09/2023,12:30,POLAND - EKSTRAKLASA,Legia,Gornik Zabrze,1.45,4.5,6.5,1.7,1.91,1.91,1.03,1.33,1.22,5.0,1.17
9,24/09/2023,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Saburtalo Tbilisi,Telavi,1.52,3.95,5.0,1.65,1.74,2.04,1.01,1.31,1.19,4.9,1.14
8,24/09/2023,13:30,ITALY - SERIE C,Mantova,AlbinoLeffe,1.65,3.55,5.1,2.05,2.0,1.72,1.08,1.47,1.35,6.0,1.09
7,24/09/2023,14:15,BELGIUM - JUPILER PRO LEAGUE,Gent,Eupen,1.25,5.75,11.0,1.44,1.8,1.95,1.02,1.22,1.13,3.4,1.3
6,24/09/2023,15:15,MOROCCO - BOTOLA PRO,Raja Casablanca,Union Touarga,1.5,3.6,5.75,2.0,2.0,1.73,1.06,1.4,1.3,7.0,1.1
5,24/09/2023,16:30,PORTUGAL - LIGA PORTUGAL,Braga,Boavista,1.5,4.2,6.5,1.57,1.7,2.05,1.03,1.29,1.17,4.33,1.2
4,24/09/2023,17:15,PERU - LIGA 1,FBC Melgar,Union Comercio,1.18,6.0,13.0,1.5,2.2,1.62,1.03,1.25,1.14,3.75,1.25
3,24/09/2023,18:30,ECUADOR - LIGA PRO,Delfin,Guayaquil City,1.65,3.5,5.75,2.1,2.0,1.73,1.07,1.44,1.33,8.0,1.08
2,24/09/2023,19:00,MEXICO - LIGA MX,Cruz Azul,Queretaro,1.75,3.75,4.75,1.9,1.8,1.95,1.05,1.36,1.25,6.5,1.11
27,24/09/2023,19:00,USA - USL CHAMPIONSHIP,San Diego Loyal,Las Vegas Lights,1.47,4.5,5.7,1.52,1.65,2.1,1.03,1.29,1.17,3.6,1.24
28,24/09/2023,23:05,MEXICO - LIGA MX,Santos Laguna,Necaxa,1.6,4.2,5.5,1.62,1.67,2.1,1.03,1.3,1.18,4.5,1.18
