Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,27/08/2023,07:00,VIETNAM - V.LEAGUE 1,Cong An,Thanh Hoa,1.29,5.25,8.75,1.57,1.9,1.86,1.02,1.26,1.15,4.0,1.19
26,27/08/2023,08:35,CHINA - SUPER LEAGUE,Wuhan Three Towns,Nantong Zhiyun,1.44,4.75,6.5,1.65,1.95,1.8,1.03,1.33,1.2,4.5,1.18
25,27/08/2023,10:00,SWEDEN - SUPERETTAN,Oster,Orgryte,1.6,3.8,5.5,1.62,1.67,2.1,1.03,1.29,1.18,4.33,1.2
24,27/08/2023,10:00,POLAND - DIVISION 1,S. Rzeszow,Chrobry Glogow,1.65,3.5,4.5,1.7,1.67,2.1,1.04,1.33,1.2,5.0,1.17
23,27/08/2023,11:00,BRAZIL - SERIE A,Bragantino,Cuiaba,1.73,3.6,5.0,2.2,2.05,1.7,1.07,1.44,1.4,8.0,1.08
22,27/08/2023,12:00,SERBIA - PRVA LIGA,Mladost GAT,Vrsac,1.75,3.4,4.7,2.28,2.07,1.72,1.05,1.48,1.39,8.0,1.05
21,27/08/2023,12:00,NORWAY - OBOS-LIGAEN,Sogndal,Skeid,1.33,5.5,7.0,1.36,1.62,2.2,1.01,1.2,1.1,3.0,1.36
20,27/08/2023,12:00,NORWAY - OBOS-LIGAEN,Fredrikstad,Hodd,1.45,4.2,8.0,1.98,2.1,1.67,1.05,1.36,1.29,6.5,1.11
19,27/08/2023,12:30,SWEDEN - ALLSVENSKAN,Djurgarden,Degerfors,1.29,5.5,11.0,1.5,1.95,1.8,1.03,1.25,1.14,3.75,1.25
18,27/08/2023,12:30,QATAR - QSL,Al Arabi,Umm-Salal,1.61,4.1,4.89,1.69,1.69,2.11,11.6,1.31,1.18,4.6,1.14
17,27/08/2023,13:30,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,Charleroi,1.7,3.8,4.75,1.73,1.75,2.0,1.04,1.33,1.22,5.5,1.14
16,27/08/2023,13:45,AZERBAIJAN - PREMIER LEAGUE,Qarabag,Kapaz,1.17,6.95,14.7,1.51,2.3,1.59,1.02,1.24,1.14,3.86,1.2
15,27/08/2023,14:30,QATAR - QSL,Al Wakra,Shamal,1.51,4.33,5.67,1.63,1.69,2.11,1.02,1.29,1.16,4.3,1.16
14,27/08/2023,14:35,SERBIA - SUPER LIGA,Partizan,Javor,1.23,5.85,11.5,1.66,2.21,1.63,11.9,1.3,1.18,4.45,1.15
13,27/08/2023,15:00,SERBIA - PRVA LIGA,Kolubara,Metalac,1.66,3.55,5.13,2.19,2.07,1.72,1.05,1.45,1.36,8.0,1.05
12,27/08/2023,15:00,ECUADOR - LIGA PRO,Aucas,Libertad,1.62,4.0,5.5,1.83,1.83,1.83,1.04,1.36,1.25,6.0,1.13
11,27/08/2023,15:15,BULGARIA - PARVA LIGA,Ludogorets,Beroe,1.13,9.0,17.0,1.4,2.38,1.53,1.01,1.22,1.13,3.4,1.3
10,27/08/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Deportivo Maipu,Quilmes,1.7,3.6,5.25,2.35,2.25,1.57,1.1,1.5,1.44,11.0,1.05
9,27/08/2023,15:30,SPAIN - PRIMERA RFEF,Real Madrid B,Melilla,1.55,3.4,5.5,2.15,2.2,1.62,1.06,1.44,1.36,7.5,1.07
8,27/08/2023,16:00,BRAZIL - SERIE A,Atletico-MG,Santos,1.55,3.75,7.0,2.3,2.25,1.57,1.08,1.5,1.4,9.0,1.07
7,27/08/2023,16:05,CROATIA - HNL,D. Zagreb,Rijeka,1.62,4.0,5.25,1.88,1.83,1.83,1.05,1.36,1.25,6.0,1.13
6,27/08/2023,16:30,PORTUGAL - LIGA PORTUGAL,Sporting CP,Famalicao,1.25,6.5,9.0,1.53,2.05,1.7,1.02,1.29,1.17,4.0,1.22
5,27/08/2023,17:30,PERU - LIGA 1,FBC Melgar,Sport Huancayo,1.55,4.2,5.75,1.93,2.0,1.73,1.05,1.36,1.29,6.5,1.11
4,27/08/2023,17:30,MOROCCO - BOTOLA PRO,Berkane,Mouloudia Oujda,1.62,3.4,4.75,2.25,2.2,1.62,1.08,1.5,1.4,10.0,1.06
3,27/08/2023,18:30,BRAZIL - SERIE A,Palmeiras,Vasco,1.44,4.2,7.5,1.98,2.05,1.7,1.06,1.4,1.3,6.5,1.11
2,27/08/2023,18:30,BRAZIL - SERIE A,Fortaleza,Coritiba,1.57,3.75,6.5,2.03,2.0,1.75,1.06,1.4,1.3,6.5,1.11
27,27/08/2023,21:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,River Plate,Barracas Central,1.29,5.5,11.0,1.85,2.63,1.44,1.04,1.36,1.25,6.0,1.13
28,27/08/2023,23:05,MEXICO - LIGA MX,Monterrey,Cruz Azul,1.7,3.5,5.25,1.9,1.8,1.95,1.05,1.36,1.25,6.0,1.13
