,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-12-27,05:35:00,AUSTRALIA - A-LEAGUE,Adelaide United,WS Wanderers,1.75,4.4,4.8,40.0,1.2372528
2,2024-12-27,08:45:00,AUSTRALIA - A-LEAGUE,Perth Glory,Macarthur FC,4.3,1.85,4.3,14.5,1.2372528
3,2024-12-27,16:30:00,ENGLAND - PREMIER LEAGUE,Brighton,Brentford,1.68,5.1,4.7,28.0,1.2372174
4,2024-12-27,16:45:00,SCOTLAND - CHAMPIONSHIP,Dunfermline,Falkirk,5.1,1.8,3.65,7.8,1.2374719
5,2024-12-27,17:15:00,ENGLAND - PREMIER LEAGUE,Arsenal,Ipswich,1.15,25.0,10.5,85.0,1.2372179
6,2024-12-27,17:15:00,PORTUGAL - LIGA PORTUGAL,Arouca,Gil Vicente,2.42,3.55,3.2,10.5,1.2375058
