,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,10/12/2023,03:00,AUSTRALIA - A-LEAGUE,WS Wanderers,Melbourne Victory,2.45,3.6,2.6,1.65,2.2,1.57,2.25,H,D,H
2,Lay Away New,10/12/2023,08:00,SPAIN - PRIMERA RFEF,San Fernando,Baleares,1.65,3.4,4.75,2.35,1.57,2.38,1.53,A,H,H
3,Lay Away New,10/12/2023,08:00,SPAIN - PRIMERA RFEF,R. Union,Osasuna B,1.8,3.2,4.0,2.3,1.6,2.1,1.67,A,H,H
4,Lay Away New,10/12/2023,10:15,SWITZERLAND - SUPER LEAGUE,Lugano,Winterthur,1.75,4.2,4.0,1.57,2.35,1.57,2.25,A,D,H
5,Lay Away New,10/12/2023,11:00,PORTUGAL - LIGA PORTUGAL 2,Os Belenenses,Oliveirense,2.38,3.4,2.88,1.88,1.98,1.67,2.1,H,D,A
6,Lay Away New,10/12/2023,11:00,ENGLAND - PREMIER LEAGUE,Fulham,West Ham,2.38,3.5,2.9,1.9,2.0,1.7,2.05,A,H,A
7,Lay Away New,10/12/2023,12:15,SPAIN - LALIGA2,Racing Santander,Oviedo,2.4,3.1,3.1,2.5,1.5,2.1,1.67,H,H,H
8,Lay Away New,10/12/2023,13:00,SPAIN - PRIMERA RFEF,Gimnastic,Tarazona,1.62,3.3,5.25,2.5,1.5,2.63,1.44,A,H,H
9,Lay Away New,10/12/2023,14:00,SPAIN - PRIMERA RFEF,Ponferradina,Cornella,1.7,3.2,4.75,2.5,1.5,2.5,1.5,A,H,H
10,Lay Away New,10/12/2023,14:30,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,St. Liege,1.57,4.0,5.5,1.67,2.15,1.7,2.05,A,H,H
11,Lay Away New,10/12/2023,14:30,SPAIN - LALIGA2,Leganes,Eldense,1.83,3.4,4.75,2.4,1.53,2.2,1.62,H,H,H
12,Lay Away New,10/12/2023,23:00,MEXICO - LIGA MX,Tigres,Pumas UNAM,1.8,4.0,4.0,1.88,1.98,1.8,1.95,H,A,H
