Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,16/09/2023,02:00,Jeonbuk,Gangwon,1.6,3.8,5.5
2,SOUTH KOREA - K LEAGUE 1,16/09/2023,02:00,Incheon,Jeju Utd,2.45,3.3,2.88
3,SOUTH KOREA - K LEAGUE 2,16/09/2023,04:00,Seoul E-Land,Cheonan City,1.8,3.6,4.0
4,SOUTH KOREA - K LEAGUE 1,16/09/2023,04:30,Pohang,Suwon FC,1.5,4.33,6.5
5,ROMANIA - LIGA 2,16/09/2023,05:00,CSM Slatina,Selimbar,2.22,3.0,3.35
6,ROMANIA - LIGA 2,16/09/2023,05:00,Gloria Buzau,Alexandria,1.47,3.95,7.0
7,ROMANIA - LIGA 2,16/09/2023,05:00,Hunedoara,CSM Resita,1.65,3.65,4.9
8,ROMANIA - LIGA 2,16/09/2023,05:00,CSC Dumbravita,Tunari,2.25,3.35,3.0
9,ROMANIA - LIGA 2,16/09/2023,05:00,Csikszereda M. Ciuc,Mioveni,1.91,3.4,3.8
10,PORTUGAL - LIGA PORTUGAL 2,16/09/2023,07:00,AVS,Vilaverdense,1.73,3.3,4.2
11,SWEDEN - SUPERETTAN,16/09/2023,08:00,AFC Eskilstuna,Orgryte,2.38,3.25,3.0
12,RUSSIA - PREMIER LEAGUE,16/09/2023,08:00,CSKA Moscow,Krylya Sovetov,1.73,4.1,5.2
13,CHINA - SUPER LEAGUE,16/09/2023,08:35,Meizhou Hakka,Shenzhen,1.18,7.5,13.0
14,SLOVENIA - PRVA LIGA,16/09/2023,10:00,Aluminij,Rogaska,2.07,3.55,3.15
15,THAILAND - THAI LEAGUE 1,16/09/2023,10:00,Chiangrai Utd,Khonkaen Utd.,1.75,3.65,4.2
16,POLAND - EKSTRAKLASA,16/09/2023,10:00,Pogon Szczecin,Korona Kielce,1.7,3.8,4.5
17,NORTH MACEDONIA - 1. MFL,16/09/2023,10:00,Shkupi,Brera Strumica,1.7,3.4,4.9
18,ENGLAND - FA CUP,16/09/2023,11:00,Stourbridge,Matlock,1.98,3.6,3.25
19,FINLAND - VEIKKAUSLIIGA,16/09/2023,11:00,HJK,Inter Turku,1.65,4.0,4.5
20,SCOTLAND - CHAMPIONSHIP,16/09/2023,11:00,Raith,Inverness,1.85,3.6,3.75
21,SCOTLAND - CHAMPIONSHIP,16/09/2023,11:00,Arbroath,Airdrieonians,2.55,3.3,2.7
22,SCOTLAND - PREMIERSHIP,16/09/2023,11:00,Kilmarnock,Hibernian,2.55,3.3,2.75
23,SCOTLAND - LEAGUE ONE,16/09/2023,11:00,Cove Rangers,Kelty Hearts,1.95,3.6,3.25
24,ENGLAND - FA CUP,16/09/2023,11:00,Weston-super-Mare,Truro,2.12,3.45,3.05
25,ENGLAND - FA CUP,16/09/2023,11:00,Warrington,Curzon Ashton,2.5,3.4,2.52
26,ENGLAND - FA CUP,16/09/2023,11:00,Tamworth,Harborough,1.35,4.75,7.1
27,NORTHERN IRELAND - NIFL PREMIERSHIP,16/09/2023,11:00,Glentoran,Dungannon,1.19,5.9,14.0
28,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,16/09/2023,11:00,Igman K.,Velez Mostar,2.55,3.1,2.67
29,ARMENIA - PREMIER LEAGUE,16/09/2023,11:00,Pyunik Yerevan,BKMA,1.28,4.85,8.25
30,SCOTLAND - LEAGUE ONE,16/09/2023,11:00,Hamilton,Alloa,1.5,4.0,5.75
31,ENGLAND - FA CUP,16/09/2023,11:00,Spennymoor,Marine,1.44,4.45,5.9
32,ENGLAND - FA CUP,16/09/2023,11:00,FC United,Warrington Rylands,2.07,3.45,3.15
33,ENGLAND - FA CUP,16/09/2023,11:00,Farsley,Scarborough,2.32,3.5,2.67
34,ENGLAND - FA CUP,16/09/2023,11:00,Enfield Town,Felixstowe & Walton,2.07,3.5,3.15
35,ENGLAND - FA CUP,16/09/2023,11:00,Dartford,Welling,2.05,3.6,3.1
36,ENGLAND - FA CUP,16/09/2023,11:00,Coalville,Stafford,1.62,4.15,4.25
37,ENGLAND - FA CUP,16/09/2023,11:00,Chippenham,Hungerford,1.8,3.95,3.6
38,ENGLAND - FA CUP,16/09/2023,11:00,Blyth,Bradford PA,1.65,3.95,4.4
39,ENGLAND - FA CUP,16/09/2023,11:00,Ashton Utd,Atherton,2.0,3.45,3.3
40,ENGLAND - FA CUP,16/09/2023,11:00,Macclesfield,Buxton,1.9,3.7,3.4
41,ENGLAND - FA CUP,16/09/2023,11:00,Rushall,Carlton Town,1.62,3.85,4.7
42,ENGLAND - FA CUP,16/09/2023,11:00,King’s Lynn,Aveley,2.32,3.5,2.67
43,ENGLAND - FA CUP,16/09/2023,11:00,Kettering,Sporting Khalsa,1.7,3.85,4.05
44,ENGLAND - FA CUP,16/09/2023,11:00,Hyde,Albion Sports,1.47,4.4,5.4
45,SPAIN - LALIGA2,16/09/2023,11:15,Huesca,Villarreal B,2.05,3.3,3.75
46,BULGARIA - PARVA LIGA,16/09/2023,11:30,Slavia Sofia,Lok. Sofia,2.25,3.25,3.5
47,AUSTRIA - BUNDESLIGA,16/09/2023,12:00,BW Linz,Altach,2.3,3.5,3.0
48,GHANA - PREMIER LEAGUE,16/09/2023,12:00,Great Olympics,Bofoakwa Tano,1.6,3.3,5.6
49,CROATIA - HNL,16/09/2023,12:00,D. Zagreb,Slaven Belupo,1.14,7.0,17.0
50,URUGUAY - PRIMERA DIVISION,16/09/2023,12:30,Fenix,Plaza Colonia,2.0,3.3,3.75
51,SWEDEN - ALLSVENSKAN,16/09/2023,12:30,Djurgarden,Varnamo,1.53,4.0,6.5
52,POLAND - EKSTRAKLASA,16/09/2023,12:30,Rakow,LKS Lodz,1.33,5.25,7.0
53,SLOVAKIA - NIKE LIGA,16/09/2023,13:00,Zilina,Banska Bystrica,2.05,3.55,3.3
54,SLOVAKIA - NIKE LIGA,16/09/2023,13:00,Ruzomberok,Kosice,1.95,3.35,3.85
55,MOLDOVA - SUPER LIGA,16/09/2023,13:00,Petrocub,Zimbru Chisinau,1.8,3.25,4.0
56,MOROCCO - BOTOLA PRO,16/09/2023,13:00,Hassania Agadir,Moghreb Tetouan,1.8,3.0,4.5
57,ITALY - SERIE C,16/09/2023,13:30,Pergolettese,Renate,2.2,3.1,3.3
58,SERBIA - SUPER LIGA,16/09/2023,14:00,Vozdovac,Mladost,1.93,3.35,3.8
59,SERBIA - PRVA LIGA,16/09/2023,14:00,Sloboda,Vrsac,2.25,2.9,3.15
60,BULGARIA - PARVA LIGA,16/09/2023,14:00,Ludogorets,Botev Plovdiv,1.29,6.0,10.0
61,MONTENEGRO - PRVA CRNOGORSKA LIGA,16/09/2023,14:30,Mladost DG,Arsenal Tivat,2.37,3.1,3.02
62,SPAIN - PRIMERA RFEF,16/09/2023,14:30,Real Madrid B,Atl. Madrid B,1.67,3.3,4.75
63,SERBIA - PRVA LIGA,16/09/2023,15:00,Dubocica,Kolubara,2.55,2.95,2.67
64,BELGIUM - CHALLENGER PRO LEAGUE,16/09/2023,15:00,Dender,Lommel SK,2.1,3.4,2.9
65,MOROCCO - BOTOLA PRO,16/09/2023,15:15,Olympique de Safi,FUS Rabat,2.3,2.75,3.2
66,ARGENTINA - PRIMERA NACIONAL,16/09/2023,15:30,Defensores Unidos,Guillermo Brown,2.2,3.0,3.75
67,ARGENTINA - PRIMERA NACIONAL,16/09/2023,15:30,Club A. Guemes,Nueva Chicago,2.15,3.0,4.0
68,ITALY - SERIE C,16/09/2023,15:45,Triestina,Pro Vercelli,1.9,3.2,4.15
69,SPAIN - PRIMERA RFEF,16/09/2023,16:30,Cordoba,Linares,1.8,3.6,3.6
70,ARGENTINA - PRIMERA NACIONAL,16/09/2023,17:45,Almirante Brown,Estudiantes Rio Cuarto,2.0,3.3,4.0
71,PERU - LIGA 1,16/09/2023,18:00,Deportivo Garcilaso,Cusco,2.05,3.5,3.2
72,ARGENTINA - COPA DE LA LIGA PROFESIONAL,16/09/2023,21:00,Talleres Cordoba,Instituto,1.8,3.5,4.75
73,VENEZUELA - LIGA FUTVE,16/09/2023,21:20,Caracas,Universidad Central,1.52,3.8,6.0
74,USA - MLS,16/09/2023,21:30,FC Dallas,Seattle Sounders,2.25,3.3,3.2
75,USA - MLS,16/09/2023,21:30,Minnesota United,Sporting Kansas City,2.0,3.6,3.6
76,MEXICO - LIGA MX,16/09/2023,22:00,Monterrey,Club Leon,1.83,3.6,4.33
77,PERU - LIGA 1,16/09/2023,22:30,Sporting Cristal,U. de Deportes,1.95,3.6,3.6
78,USA - USL CHAMPIONSHIP,16/09/2023,23:00,Oakland Roots,FC Tulsa,1.7,3.8,4.45
