Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,10/03/2024,00:00,MEXICO - LIGA MX,Club America,U.A.N.L.- Tigres,1.75,3.75,4.75,2.0,1.8,1.95,1.05,1.45,1.3,7.0,1.1
19,10/03/2024,00:30,USA - MLS,Los Angeles FC,Sporting Kansas City,1.57,4.33,5.25,1.75,1.8,1.95,1.04,1.39,1.22,5.5,1.14
20,10/03/2024,03:00,AUSTRALIA - A-LEAGUE,Sydney FC,Brisbane Roar,1.55,5.0,4.75,1.36,1.44,2.63,1.02,1.24,1.11,3.2,1.36
21,10/03/2024,04:00,HONG KONG - PREMIER LEAGUE,Lee Man Warriors,North District,1.23,5.9,9.25,1.34,1.75,1.85,1.01,1.18,1.08,2.75,1.34
22,10/03/2024,04:30,SOUTH KOREA - K LEAGUE 2,Seongnam,Ansan Greeners,1.6,3.8,4.75,1.8,1.83,1.83,1.04,1.4,1.25,6.0,1.13
24,10/03/2024,08:00,SPAIN - PRIMERA RFEF,Cordoba,Baleares,1.2,6.5,10.0,1.8,3.0,1.36,1.02,1.39,1.25,5.5,1.13
23,10/03/2024,08:00,SPAIN - PRIMERA RFEF,UD Ibiza,Algeciras,1.29,4.2,11.0,2.15,3.0,1.36,1.07,1.5,1.36,7.0,1.08
26,10/03/2024,08:15,NETHERLANDS - EREDIVISIE,AZ Alkmaar,Excelsior,1.25,6.0,11.0,1.53,2.0,1.75,1.03,1.31,1.14,4.0,1.22
33,10/03/2024,09:00,THAILAND - THAI LEAGUE 1,Muang Thong Utd,Khonkaen Utd.,1.5,4.3,5.4,1.55,1.65,2.1,1.03,1.3,1.18,3.85,1.22
28,10/03/2024,09:30,ESTONIA - MEISTRILIIGA,Flora,Tallinna Kalev,1.4,4.35,6.0,1.57,1.84,1.92,12.1,1.31,1.18,4.5,1.15
