Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,IVORY COAST - LIGUE 1,21/03/2024,12:30,Academie de FAD,ASEC Mimosas,4.3,3.05,1.82
2,MOROCCO - BOTOLA PRO,21/03/2024,19:00,Mouloudia Oujda,Wydad,5.5,3.2,1.65
