Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,07/04/2024,04:00,North District,Sham Shui Po,1.6,4.35,4.3
2,SWEDEN - SUPERETTAN,07/04/2024,08:00,Utsikten,Gefle,1.55,4.33,5.25
3,RUSSIA - PREMIER LEAGUE,07/04/2024,08:00,CSKA Moscow,Fakel Voronezh,1.65,4.01,6.21
4,ROMANIA - LIGA 1,07/04/2024,08:30,FC Hermannstadt,U. Cluj,2.4,2.88,3.4
5,SWEDEN - ALLSVENSKAN,07/04/2024,09:00,Malmo FF,Hammarby,1.4,5.0,7.0
6,SWITZERLAND - SUPER LEAGUE,07/04/2024,09:15,Luzern,Lausanne,2.05,3.75,3.4
7,ICELAND - BESTA DEILD KARLA,07/04/2024,10:00,KA Akureyri,Kopavogur,1.6,4.1,4.8
8,SLOVENIA - PRVA LIGA,07/04/2024,10:00,Bravo,Domzale,1.75,3.5,4.5
9,RUSSIA - PREMIER LEAGUE,07/04/2024,10:30,Zenit,Baltika,1.32,5.88,11.4
10,INDIA - ISL,07/04/2024,11:00,East Bengal,Bengaluru FC,2.45,3.2,2.7
11,SERBIA - PRVA LIGA,07/04/2024,11:00,OFK Beograd,Vrsac,1.45,3.85,6.2
12,SERBIA - PRVA LIGA,07/04/2024,11:00,RFK Novi Sad,Sloboda,2.42,3.0,2.77
13,NIGERIA - NPFL,07/04/2024,12:00,Niger Tornadoes,Gombe,1.3,4.2,11.75
14,NIGERIA - NPFL,07/04/2024,12:00,Kano Pillars,Shooting,1.62,3.25,5.9
15,NIGERIA - NPFL,07/04/2024,12:00,Heartland,Sporting Lagos,1.65,3.25,5.8
16,NIGERIA - NPFL,07/04/2024,12:00,Katsina Utd,Enugu Rangers,1.65,3.25,5.8
17,NIGERIA - NPFL,07/04/2024,12:00,Lobi Stars,Enyimba,1.65,3.25,5.8
18,NIGERIA - NPFL,07/04/2024,12:00,Sunshine Stars,Bayelsa United,1.57,3.4,6.4
19,SPAIN - PRIMERA RFEF,07/04/2024,12:00,Dep. La Coruna,Unionistas,1.44,3.6,7.0
20,BELARUS - VYSSHAYA LIGA,07/04/2024,12:00,Din. Minsk,Naftan,1.11,9.1,25.0
21,GHANA - PREMIER LEAGUE,07/04/2024,12:00,Karela,Heart of Lions,1.57,3.25,6.0
22,CROATIA - HNL,07/04/2024,12:00,D. Zagreb,Istra 1961,1.2,6.5,8.0
23,SLOVAKIA - NIKE LIGA,07/04/2024,12:30,Dun. Streda,Podbrezova,2.0,3.35,3.65
24,POLAND - DIVISION 1,07/04/2024,13:00,S. Rzeszow,Pruszkow,2.3,3.1,3.25
25,AZERBAIJAN - PREMIER LEAGUE,07/04/2024,13:00,Neftci Baku,Sumqayit,1.78,3.55,4.05
26,ALBANIA - SUPERLIGA,07/04/2024,13:00,Teuta,Laci,2.32,2.9,3.0
27,SENEGAL - LIGUE 1,07/04/2024,13:30,Ouakam,Linguere,2.12,2.7,3.7
28,USA - MLS,07/04/2024,14:45,Sporting Kansas City,Portland Timbers,1.83,3.8,4.0
29,SPAIN - PRIMERA RFEF,07/04/2024,15:00,Sanluqueno,Atl. Madrid B,2.38,3.0,2.9
30,ECUADOR - LIGA PRO,07/04/2024,15:00,Ind. del Valle,Libertad,1.33,5.25,7.5
31,PERU - LIGA 1,07/04/2024,15:00,ADT Tarma,Deportivo Garcilaso,1.73,3.6,4.33
32,GHANA - PREMIER LEAGUE,07/04/2024,15:00,Hearts of Oak,Bibiani Gold Stars,1.62,3.3,5.3
33,QATAR - QSL,07/04/2024,15:30,Al Rayyan,Muaither SC,1.6,4.1,4.65
34,ARGENTINA - PRIMERA NACIONAL,07/04/2024,15:30,CA Estudiantes,Guillermo Brown,1.85,3.0,4.33
35,BAHRAIN - PREMIER LEAGUE,07/04/2024,15:45,Al Khalidiyah,Busaiteen,1.44,4.35,6.6
36,ITALY - SERIE C,07/04/2024,15:45,Atalanta U23,Pro Patria,1.98,3.15,3.9
37,ITALY - SERIE C,07/04/2024,15:45,Triestina,Virtus Verona,1.53,3.65,6.4
38,ITALY - SERIE C,07/04/2024,15:45,Rimini,Vis Pesaro,1.78,3.45,4.45
39,ITALY - SERIE C,07/04/2024,15:45,Picerno,Audace Cerignola,2.3,3.1,3.1
40,ARGENTINA - PRIMERA NACIONAL,07/04/2024,17:00,Deportivo Maipu,Racing Cordoba,2.38,3.3,2.7
41,DOMINICAN REPUBLIC - LDF,07/04/2024,17:00,Universidad O&M,San Cristobal,1.38,3.9,7.8
42,ARGENTINA - PRIMERA NACIONAL,07/04/2024,18:00,Estudiantes Rio Cuarto,Gimnasia Mendoza,2.15,2.8,3.6
43,COLOMBIA - PRIMERA A,07/04/2024,18:00,Patriotas,Alianza,2.0,3.1,4.33
44,COSTA RICA - PRIMERA DIVISION,07/04/2024,20:00,Saprissa,Sporting San Jose,1.29,5.25,8.0
45,PARAGUAY - PRIMERA DIVISION,07/04/2024,21:00,2 de Mayo,Sp. Luqueno,2.5,3.2,2.63
46,ARGENTINA - COPA DE LA LIGA PROFESIONAL,07/04/2024,21:00,River Plate,Rosario Central,1.36,4.75,10.0
47,COLOMBIA - PRIMERA A,07/04/2024,22:20,La Equidad,Chico,1.85,3.3,4.75
