,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_Under25,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,2024-02-04,05:00,Central Coast Mariners,Melbourne City,2.15,3.8,2.9,1.6,1.57,2.25,2.3,1.8181819,1.3360853,0.73484695,0.5017883,0.23216678,0.46267876,0.3453572,0.15569396,0.4508201,2.0,1.1281521,0.56407607,1.2727273,0.9620914,0.75592893,0.72727275,1.6564425,2.2776084,0.54162526,0.10427129,1.2708126,2.909091,0.7756046,2.0826447,0.58794475,1.0,1.2792042,1.2792042,0.36221936,0.24074326,0.6646339,0.49616268,0.06839324,0.13784437,1.0909091,0.7925271,0.72648317,2.1818182,1.8497263,0.84779125,-1.0909091,2.2342193,-2.0480342,0.44355825,0.09520228,1.8842975,0.45883146,3.966942,1.0173495,0.4651163,0.2631579,0.3448276,0.625,0.4347826,0.6369427,0.44444445,1.7674419,1.3488373,0.56578946,0.7631579,0.7413793,1.3103448,0.42105263,0.6052632,0.23189819,0.27731094,0.14851485,0.13432837,0.4074074,0.7413793,0.7631579,0.56578946,1.34375,1.8125,0.42105263,1.0191083,8.85,0.818,2.615,-0.18644068,-0.10169491,0.24293785,0.32768363,0.28004596,0.8261356,0.36526957,2.0236106,39.522633,0.98994946,-19.290047,1.7401764,1.499599,1.1604278,0.86175114,2.0236106,0.9,1.65,1.0,0.8288
2,SOUTH KOREA - K LEAGUE 1,2024-02-04,07:30,Pohang,Suwon FC,1.67,4.0,3.8,1.83,1.8,1.91,2.03,2.4545455,0.8907235,0.36288738,0.5181237,0.3168447,0.6115233,0.37380034,0.14499599,0.3878969,1.7272727,1.0523489,0.6092546,0.8181818,0.83319557,1.0183501,0.90909094,0.66804266,0.73484695,0.46989325,0.08843705,1.098583,1.2561984,1.4469796,0.892562,0.7637626,1.3636364,1.2984415,0.95219046,0.51513857,0.39895302,0.7744577,0.4461653,0.08194575,0.1836668,1.0,0.73854893,0.73854893,1.2727273,0.9620914,0.75592893,-0.27272728,1.4826823,-5.436502,0.27625912,0.046338998,0.72727275,1.0155048,1.0413224,1.1758895,0.5988024,0.25,0.2631579,0.5464481,0.49261084,0.5555556,0.5235602,2.3952096,2.275449,0.4175,0.95,0.4394737,1.0526316,0.4575,0.5075,0.4354879,0.41093475,0.3893967,0.025641026,0.37221268,0.4394737,0.95,0.4175,0.91256833,2.0765028,0.4575,1.0166667,9.47,1.091,2.189,-0.24604012,-0.021119324,0.17634636,0.40126717,0.40909255,1.2913688,0.4409555,3.1631947,49.358227,0.28284273,-5.710593,2.059565,1.3882761,1.4835415,0.6740627,3.1631947,0.2,2.33,1.0,0.9396
3,THAILAND - THAI LEAGUE 1,2024-02-04,08:00,Prachuap,Trat FC,1.83,3.7,3.75,1.72,1.65,2.1,2.05,1.3636364,1.2984415,0.95219046,0.43463585,0.27185866,0.625486,0.42037985,0.15582204,0.3706696,1.2727273,0.74965554,0.58901507,1.1818181,0.9359664,0.79197156,0.09090909,1.2398347,13.638182,0.43135267,0.16052914,0.85204,3.355372,0.28435212,1.7190082,0.6434769,0.6363636,1.1499192,1.8070158,0.42132714,0.4873309,1.1566569,0.5678077,0.08284949,0.14591117,1.0,1.2792042,1.2792042,2.3636363,1.4316378,0.6056929,-1.3636364,1.8227216,-1.3366625,0.25580606,0.1277638,1.4545455,0.87945294,3.8677685,0.8748898,0.5464481,0.27027026,0.26666668,0.5813953,0.4878049,0.6060606,0.47619048,2.021858,2.0491803,0.4945946,1.0135136,0.488,0.9866667,0.46486485,0.5540541,0.36288792,0.3381555,0.34408602,0.0067114094,0.36531365,0.488,1.0135136,0.4945946,1.0639535,2.1802325,0.46486485,1.0424242,9.28,0.727,2.448,-0.20150863,0.005387931,0.19719827,0.40409482,0.35378158,1.0943644,0.4097866,2.6806343,43.076057,0.46669048,-9.369385,1.906011,1.3464481,1.4155844,0.70642203,2.6806343,0.05,1.87,1.0,0.8721
4,INDONESIA - LIGA 1,2024-02-04,10:30,PSS Sleman,Arema FC,2.02,3.4,3.35,1.7,1.6,2.07,1.93,1.3636364,1.06794,0.78315604,0.43300268,0.3132436,0.7234219,0.4719014,0.09431897,0.19987008,1.3636364,1.06794,0.78315604,1.1818181,0.83319557,0.70501167,0.18181819,0.83319557,4.582576,0.42082047,0.10036343,0.8922284,0.8677686,1.6781914,1.6115702,0.6110101,1.0,1.2792042,1.2792042,0.86467165,0.64273906,0.7433331,0.37802204,0.120489255,0.31873605,1.4545455,1.0756508,0.73951,2.0,1.2060454,0.6030227,-0.54545456,1.4373989,-2.6352315,0.24367662,0.101903655,2.2479339,0.6960094,3.6363637,0.66332495,0.4950495,0.29411766,0.29850745,0.5882353,0.5181347,0.625,0.4830918,1.6831683,1.6584158,0.59411764,0.9852941,0.6029851,1.0149254,0.5,0.56764704,0.25844854,0.25461254,0.24767226,0.0074074073,0.33333334,0.6029851,0.9852941,0.59411764,1.1882353,1.9705882,0.5,1.0625,8.77,0.364,2.347,-0.15735462,-0.005701254,0.23033068,0.38198403,0.26774538,0.78270894,0.33796495,1.9172376,34.605675,0.32526913,-6.5601964,1.783656,1.390572,1.282678,0.7796189,1.9172376,0.05,1.38,1.0,0.7611
5,INDIA - ISL,2024-02-04,11:00,Odisha FC,Punjab,1.67,3.75,5.0,1.7,1.73,2.0,2.1,2.1818182,1.1134044,0.51031035,0.57908857,0.37359998,0.6451517,0.38518885,0.1084903,0.28165486,1.8181819,1.1922616,0.65574384,0.90909094,0.7925271,0.8717798,0.90909094,1.3787047,1.5165751,0.480721,0.10114873,1.1494514,2.9752066,0.72860426,0.9917355,0.72648317,1.3636364,1.2984415,0.95219046,0.64082843,0.57080907,0.89073616,0.40591636,0.098410405,0.2424401,1.4545455,1.304791,0.89704376,1.3636364,1.6109132,1.1813363,0.09090909,2.0650575,22.715633,0.3017043,0.16488843,2.2479339,0.8442765,1.7355372,1.2657175,0.5988024,0.26666668,0.2,0.5882353,0.47619048,0.5780347,0.5,2.245509,2.9940119,0.44533333,1.3333334,0.334,0.75,0.45333335,0.56,0.49110845,0.38376385,0.49925038,0.14285715,0.3761468,0.334,1.3333334,0.44533333,0.9823529,2.9411764,0.45333335,0.982659,10.42,0.818,2.412,-0.19961612,0.11996161,0.16026871,0.47984645,0.48430464,1.6821514,0.5395409,4.120413,46.123302,0.56568545,-11.309933,1.9964072,1.1988024,1.6653347,0.6004799,4.120413,1.25,2.08,1.0,0.9628
6,POLAND - DIVISION 1,2024-02-04,13:00,Wisla Plock,S. Rzeszow,1.75,3.5,4.0,1.67,1.62,2.2,2.15,2.4545455,1.1570839,0.47140452,0.57738507,0.35767937,0.61948156,0.36693716,0.06381261,0.17390612,2.0,1.1281521,0.56407607,0.90909094,0.7925271,0.8717798,1.0909091,1.6762809,1.5365907,0.5067977,0.08501458,1.2533989,2.5454545,0.8864053,0.74380165,0.9686442,1.0,1.2792042,1.2792042,0.63435173,0.30022848,0.47328392,0.29701152,0.07715276,0.2597635,1.2727273,0.6165755,0.48445213,1.9090909,1.2398347,0.64943725,-0.6363636,1.4316378,-2.2497165,0.2920316,0.060193557,1.8512397,0.42389563,1.7355372,1.3638182,0.5714286,0.2857143,0.25,0.5988024,0.4651163,0.61728394,0.45454547,2.0,2.2857144,0.5,1.1428572,0.4375,0.875,0.47714287,0.6142857,0.38977566,0.33333334,0.39130434,0.06666667,0.3539652,0.4375,1.1428572,0.5,1.0479041,2.3952096,0.47714287,1.0308642,9.25,1.455,2.436,-0.1891892,0.054054055,0.1891892,0.43243244,0.38317424,1.181454,0.43802133,2.8939593,41.185925,0.6788225,-13.495733,1.9642857,1.3214285,1.4864864,0.6727273,2.8939593,0.5,1.75,1.0,0.9392
7,SERBIA - PRVA LIGA,2024-02-04,13:00,Metalac,Radnicki Beograd,1.78,3.05,4.6,2.35,2.28,1.6,1.47,1.3636364,1.06794,0.78315604,0.25114965,0.30994383,1.2341001,0.6527088,0.14210844,0.21772102,0.8181818,0.83319557,1.0183501,0.72727275,0.86243933,1.1858541,0.09090909,0.9958592,10.954452,0.47760725,0.077516004,0.64789456,1.0413224,0.65465367,0.1983471,3.1622777,0.6363636,1.1499192,1.8070158,0.47160587,0.40821686,0.865589,0.47334626,0.046749774,0.09876443,0.72727275,0.6165755,0.84779125,2.090909,1.5048132,0.7196933,-1.3636364,1.6663911,-1.2220201,0.18079878,0.029208427,0.1983471,2.2607768,2.4710743,1.2733035,0.56179774,0.32786885,0.2173913,0.42553192,0.6802721,0.4385965,0.625,1.7134831,2.5842698,0.58360654,1.5081967,0.3869565,0.6630435,0.7704918,0.4819672,0.38909253,0.26293996,0.44200626,0.20261438,0.12962963,0.3869565,1.5081967,0.58360654,0.7574468,1.9574468,0.7704918,1.0307018,9.43,0.727,2.218,-0.13467656,0.16436903,0.18875928,0.4878049,0.44930485,1.4123149,0.4140805,3.4594507,32.415546,1.2445079,23.749495,1.9027846,1.2139716,1.5674044,0.63799745,3.4594507,1.55,1.27,1.0,0.9213
8,SWEDEN - SUPERETTAN,2024-02-04,14:00,Oster,Degerfors,1.8,3.8,3.75,1.65,1.62,2.2,2.2,2.090909,1.2398347,0.5929644,0.3504756,0.24849464,0.7090212,0.44858247,0.2242516,0.49991164,2.0,1.2060454,0.6030227,0.72727275,0.74965554,1.0307764,1.2727273,1.7104443,1.3439206,0.656239,0.110423736,1.3281195,4.3636365,0.5527708,0.7933884,0.6871843,0.8181818,1.1134044,1.3608277,0.5677669,0.54655594,0.9626414,0.47863826,0.13363175,0.27919155,0.90909094,0.7925271,0.8717798,1.9090909,1.5048132,0.7882355,-1.0,1.7056057,-1.7056057,0.20046178,0.100610316,0.8264463,0.8717798,3.4710743,0.82764727,0.5555556,0.2631579,0.26666668,0.6060606,0.45454547,0.61728394,0.45454547,2.1111112,2.0833333,0.47368422,0.9868421,0.48,1.0133333,0.43421054,0.57894737,0.37871906,0.35714287,0.35135135,0.0066225166,0.39449543,0.48,0.9868421,0.47368422,1.0909091,2.2727273,0.43421054,1.0185186,9.35,1.273,2.353,-0.21390374,-0.0053475937,0.19251336,0.40106952,0.36594892,1.1405408,0.43102798,2.793743,45.0,0.7778175,-15.376251,1.9333333,1.3555555,1.4262295,0.7011494,2.793743,0.05,2.0,1.0,0.9354
9,SWITZERLAND - CHALLENGE LEAGUE,2024-02-04,15:15,Sion,Xamax,1.65,3.6,5.0,1.87,1.82,1.88,1.87,1.9090909,1.2398347,0.64943725,0.34840977,0.16242836,0.46619922,0.40424109,0.20531394,0.5078997,2.090909,0.9958592,0.47628048,1.0909091,1.0833068,0.99303126,1.0,1.4770979,1.4770979,0.66796505,0.09462148,1.3794371,3.231405,0.6443795,1.8842975,0.62717766,0.90909094,1.0833068,1.1916375,0.3837252,0.39542696,1.0304952,0.5817331,0.07584556,0.13037862,1.1818181,1.3360853,1.1305337,1.3636364,1.3666633,1.0022198,-0.18181819,1.7486713,-9.617692,0.40285745,0.101188555,1.3966942,1.1305337,1.2396694,1.5033296,0.6060606,0.2777778,0.2,0.53475934,0.53475934,0.5494506,0.5319149,2.1818182,3.030303,0.45833334,1.3888888,0.33,0.72,0.51944447,0.51944447,0.4870878,0.37142858,0.5037594,0.1627907,0.31627056,0.33,1.3888888,0.45833334,0.88235295,2.673797,0.51944447,1.0274725,10.25,1.0,2.323,-0.1902439,0.13658537,0.1609756,0.4878049,0.4924414,1.682508,0.52028805,4.1212864,44.274776,0.0,0.0,2.0181818,1.2060606,1.6733668,0.5975976,4.1212864,1.4,1.95,1.0,0.9745
10,SWITZERLAND - SUPER LEAGUE,2024-02-04,15:30,Lugano,Basel,1.95,3.6,3.75,1.73,1.62,2.2,2.08,1.3636364,1.2984415,0.95219046,0.3589788,0.34068942,0.9490516,0.5147907,0.1230187,0.23896837,1.2727273,0.9620914,0.75592893,1.4545455,1.304791,0.89704376,-0.18181819,1.5850542,-8.717798,0.49946594,0.10742018,0.8860966,2.7768595,0.44095856,1.0578512,1.7940875,1.2727273,1.354515,1.0642618,0.5520795,0.5008053,0.9071254,0.43699005,0.10473813,0.23968081,1.1818181,1.0285189,0.8702853,1.8181819,1.6414064,0.9027735,-0.6363636,2.1856027,-3.4345186,0.28266478,0.08591808,0.8595041,1.4142135,4.2975206,0.69444114,0.51282054,0.2777778,0.26666668,0.5780347,0.48076922,0.61728394,0.45454547,1.8461539,1.9230769,0.5416667,1.0416666,0.52,0.96,0.48055556,0.5777778,0.3220852,0.2972973,0.31578946,0.020408163,0.35084426,0.52,1.0416666,0.5416667,1.1271676,2.16763,0.48055556,1.0679013,9.3,0.091,2.653,-0.17741935,0.016129032,0.20967741,0.4032258,0.32217717,0.9987492,0.3862194,2.446426,39.522633,0.49497473,-9.926246,1.8051282,1.3128206,1.375,0.72727275,2.446426,0.15,1.65,1.0,0.8075
