,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,02/09/2023,11:00,SCOTLAND - CHAMPIONSHIP,Dundee Utd,Airdrieonians,1.57,4.33,5.25,1.8,1.91,1.8,1.04,1.36,1.25,5.0,1.14
2,02/09/2023,11:00,SCOTLAND - PREMIERSHIP,St Johnstone,Dundee FC,2.7,3.25,2.7,2.2,1.8,1.95,1.07,1.44,1.36,8.0,1.08
3,02/09/2023,11:00,SCOTLAND - LEAGUE TWO,Stranraer,Peterhead,2.1,3.4,3.0,1.95,1.73,2.0,1.05,1.4,1.29,6.0,1.11
4,02/09/2023,11:00,SCOTLAND - LEAGUE TWO,Dumbarton,East Fife,1.67,3.8,4.2,1.75,1.8,1.91,1.04,1.36,1.22,5.0,1.14
5,02/09/2023,12:30,SLOVENIA - PRVA LIGA,Domzale,Koper,2.67,3.2,2.52,1.91,1.7,2.02,1.06,1.44,1.31,5.5,1.11
6,02/09/2023,13:00,SERBIA - SUPER LIGA,Napredak,Vozdovac,2.22,3.05,3.3,2.3,2.0,1.72,1.1,1.55,1.45,7.1,1.06
7,02/09/2023,14:00,SERBIA - PRVA LIGA,Sloboda,Smederevo,2.22,3.15,2.95,2.15,1.92,1.84,1.06,1.5,1.39,8.0,1.05
8,02/09/2023,14:30,AUSTRIA - BUNDESLIGA,Altach,Sturm Graz,6.0,4.33,1.53,1.7,1.8,1.95,1.04,1.33,1.22,5.0,1.17
9,02/09/2023,15:00,ARGENTINA - PRIMERA NACIONAL,CA Estudiantes,Villa Dalmine,1.36,4.2,11.0,2.1,2.5,1.5,1.07,1.44,1.36,8.0,1.08
11,02/09/2023,15:30,SPAIN - PRIMERA RFEF,Celta Vigo B,Tarazona,1.53,3.6,6.0,2.15,2.25,1.57,1.06,1.44,1.36,7.0,1.08
10,02/09/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Flandria,Temperley,3.0,3.1,2.5,2.6,2.1,1.67,1.1,1.57,1.5,13.0,1.04
12,02/09/2023,16:00,BRAZIL - SERIE A,Goias,Internacional,2.7,3.0,2.9,2.75,2.1,1.67,1.13,1.57,1.57,13.0,1.04
13,02/09/2023,16:30,MOROCCO - BOTOLA PRO,Mouloudia Oujda,Union Touarga,2.55,2.7,2.88,2.3,1.83,1.83,1.1,1.5,1.36,10.0,1.06
14,02/09/2023,16:30,SPAIN - PRIMERA RFEF,Lugo,Dep. La Coruna,3.2,2.8,2.3,2.4,2.1,1.67,1.1,1.57,1.44,8.5,1.05
15,02/09/2023,17:00,BRAZIL - SERIE B,ABC,Sampaio Correa,2.45,2.8,3.2,2.82,2.3,1.55,1.14,1.7,1.62,8.75,1.04
16,02/09/2023,18:00,PANAMA - LPF,Potros del Este,Herrera,2.82,3.1,2.42,2.2,1.93,1.7,1.07,1.5,1.42,7.85,1.05
17,02/09/2023,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Huracan,Colon Santa Fe,2.1,3.0,4.0,2.6,2.2,1.62,1.1,1.57,1.5,13.0,1.04
18,02/09/2023,20:15,PANAMA - LPF,San Francisco,Alianza,2.37,2.9,3.1,2.52,2.12,1.57,1.09,1.6,1.53,9.1,1.03
19,02/09/2023,20:30,USA - USL CHAMPIONSHIP,Detroit,Memphis,2.7,3.3,2.47,1.91,1.72,2.0,1.06,1.42,1.31,5.5,1.11
20,02/09/2023,22:30,PANAMA - LPF,Deportivo Universitario,Arabe Unido,2.2,3.15,3.15,2.32,2.05,1.62,1.08,1.52,1.45,10.0,1.02
21,02/09/2023,23:30,USA - MLS,Seattle Sounders,Portland Timbers,1.67,4.0,5.0,1.7,1.7,2.05,1.04,1.33,1.2,5.0,1.17
