Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ENGLAND - FA CUP,14/10/2023,11:00,Stourbridge,Gateshead,5.8,3.75,1.53
2,ENGLAND - LEAGUE TWO,14/10/2023,11:00,Harrogate,Stockport County,5.25,3.6,1.7
