Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/01/2024,05:45,BANGLADESH - PREMIER LEAGUE,Abahani Limited,Sheikh Russel,1.5,4.25,4.9,1.53,1.61,2.25,1.01,1.27,1.17,3.84,1.2
23,20/01/2024,05:45,AUSTRALIA - A-LEAGUE,WS Wanderers,Perth Glory,1.53,4.75,5.5,1.48,1.57,2.25,1.02,1.25,1.14,3.75,1.29
22,20/01/2024,09:30,ENGLAND - PREMIER LEAGUE,Arsenal,Crystal Palace,1.29,5.75,9.5,1.8,2.38,1.53,1.04,1.33,1.25,5.5,1.14
21,20/01/2024,10:00,SPAIN - LALIGA2,Albacete,Alcorcon,1.55,4.2,7.0,2.08,2.2,1.62,1.07,1.44,1.33,8.0,1.08
20,20/01/2024,11:30,NETHERLANDS - TWEEDE DIVISIE,HFC,Kozakken Boys,1.62,4.1,4.3,1.53,1.57,2.1,1.02,1.28,1.15,3.6,1.2
16,20/01/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Cliftonville,Ballymena,1.17,6.4,14.0,1.5,2.35,1.53,1.03,1.28,1.16,3.6,1.25
18,20/01/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Linfield,Crusaders,1.57,3.95,5.3,1.82,1.88,1.82,1.05,1.38,1.27,5.1,1.13
17,20/01/2024,12:00,BELGIUM - CHALLENGER PRO LEAGUE,Dender,Seraing,1.55,4.33,5.25,1.67,1.8,1.91,1.04,1.3,1.2,5.0,1.17
13,20/01/2024,12:00,ENGLAND - LEAGUE ONE,Oxford Utd,Northampton,1.73,3.75,4.75,1.98,1.91,1.91,1.05,1.4,1.29,6.5,1.11
19,20/01/2024,12:00,ENGLAND - LEAGUE TWO,Mansfield,Sutton,1.36,5.5,7.5,1.6,1.91,1.8,1.03,1.3,1.18,4.33,1.2
14,20/01/2024,12:00,SCOTLAND - LEAGUE TWO,Stenhousemuir,Stranraer,1.3,5.5,6.0,1.65,2.2,1.62,1.03,1.33,1.22,4.5,1.17
24,20/01/2024,12:00,ENGLAND - CHAMPIONSHIP,Middlesbrough,Rotherham,1.33,5.25,8.5,1.65,2.0,1.73,1.03,1.3,1.2,4.5,1.2
11,20/01/2024,12:00,ENGLAND - LEAGUE TWO,AFC Wimbledon,Crawley,1.57,4.2,5.5,1.67,1.73,2.0,1.04,1.3,1.2,5.0,1.17
15,20/01/2024,12:00,ENGLAND - LEAGUE TWO,Bradford City,Doncaster,1.73,3.75,5.0,2.05,1.91,1.8,1.06,1.4,1.3,7.0,1.1
10,20/01/2024,14:00,SWITZERLAND - SUPER LEAGUE,Young Boys,Grasshoppers,1.5,4.75,5.75,1.48,1.57,2.25,1.02,1.25,1.13,3.5,1.29
9,20/01/2024,14:30,ITALY - SERIE C,Padova,Alessandria,1.26,5.0,11.75,1.95,2.75,1.39,1.06,1.42,1.32,5.6,1.11
8,20/01/2024,14:30,SPAIN - LALIGA2,Espanyol,Villarreal B,1.55,4.75,5.25,1.8,1.91,1.8,1.04,1.36,1.25,6.0,1.13
7,20/01/2024,14:30,ITALY - SERIE C,Lucchese,Recanatese,1.62,3.6,5.3,2.07,2.05,1.7,1.08,1.47,1.37,6.2,1.09
6,20/01/2024,16:00,NETHERLANDS - EREDIVISIE,AZ Alkmaar,Zwolle,1.33,6.0,7.5,1.53,1.91,1.91,1.02,1.25,1.17,4.0,1.22
5,20/01/2024,16:45,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,Westerlo,1.29,5.25,10.0,1.48,1.8,1.95,1.02,1.25,1.13,3.5,1.29
4,20/01/2024,20:00,MEXICO - LIGA MX,Toluca,Mazatlan FC,1.57,4.0,6.0,1.62,1.67,2.1,1.03,1.29,1.18,4.33,1.2
3,20/01/2024,20:10,COLOMBIA - PRIMERA A,Deportes Tolima,Fortaleza,1.67,3.6,5.5,2.3,2.2,1.62,1.08,1.5,1.4,10.0,1.06
2,20/01/2024,21:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,Liberia,1.33,4.5,6.5,1.62,1.83,1.83,1.03,1.3,1.18,4.5,1.18
12,20/01/2024,22:05,MEXICO - LIGA MX,Club America,Queretaro,1.4,4.75,7.5,1.6,1.8,1.95,1.03,1.29,1.18,4.33,1.2
25,20/01/2024,23:30,COSTA RICA - PRIMERA DIVISION,Herediano,San Carlos,1.5,3.8,5.25,1.57,1.67,2.1,1.03,1.29,1.17,4.33,1.2
