Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,06/08/2023,16:00,ARGENTINA - PRIMERA NACIONAL,CA Mitre,Atletico Atlanta,2.0,3.1,4.33,2.5,2.5,2.2,1.62
