Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/03/2024,00:30,USA - MLS,Seattle Sounders,Austin FC,1.53,4.2,6.0,1.75,1.95,1.8,1.04,1.4,1.25,5.5,1.14
25,03/03/2024,07:00,UZBEKISTAN - SUPER LEAGUE,OKMK,Andijan,1.62,3.55,5.2,1.93,1.93,1.7,1.03,1.42,1.32,6.8,1.06
24,03/03/2024,07:00,INDIA - I-LEAGUE,Delhi FC,Namdhari,1.6,4.0,4.75,1.55,1.6,2.07,1.02,1.28,1.15,3.6,1.2
23,03/03/2024,09:15,VIETNAM - V.LEAGUE 1,Cong An,Hong Linh Ha Tinh,1.42,4.4,6.4,1.65,1.88,1.72,10.5,1.32,1.22,5.0,1.12
22,03/03/2024,09:30,ROMANIA - LIGA 1,U. Cluj,FC Botosani,1.57,3.8,5.25,1.93,1.91,1.8,1.05,1.42,1.29,6.5,1.11
21,03/03/2024,10:00,ITALY - SERIE C,Catania,Monterosi,1.44,4.2,6.7,1.83,2.02,1.7,1.05,1.39,1.27,5.1,1.13
20,03/03/2024,10:15,SWITZERLAND - CHALLENGE LEAGUE,Sion,Bellinzona,1.36,4.8,7.5,1.52,1.78,1.93,1.03,1.29,1.17,3.7,1.24
19,03/03/2024,10:30,NETHERLANDS - EREDIVISIE,Heerenveen,Zwolle,1.62,4.0,5.25,1.65,1.67,2.1,1.03,1.35,1.2,4.5,1.18
18,03/03/2024,11:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dila Gori,Gagra,1.55,3.85,4.85,1.7,1.77,2.0,1.01,1.33,1.21,5.2,1.12
17,03/03/2024,11:00,CROATIA - HNL,Rijeka,Varazdin,1.25,4.75,11.0,1.83,2.38,1.53,1.04,1.4,1.25,6.0,1.13
16,03/03/2024,11:00,SLOVENIA - PRVA LIGA,Koper,Rogaska,1.65,3.95,4.55,1.75,1.75,1.95,1.05,1.36,1.24,4.7,1.15
15,03/03/2024,12:00,BELGIUM - JUPILER PRO LEAGUE,Antwerp,St. Truiden,1.6,4.0,4.75,1.75,1.8,1.95,1.04,1.39,1.25,5.5,1.14
26,03/03/2024,13:15,BAHRAIN - PREMIER LEAGUE,Al Riffa,Al-Hidd,1.47,4.5,5.6,1.52,1.65,2.1,1.03,1.29,1.17,3.65,1.24
14,03/03/2024,14:00,SPAIN - PRIMERA RFEF,Castellon,San Fernando,1.29,4.5,9.5,1.88,2.38,1.53,1.05,1.39,1.29,5.5,1.13
12,03/03/2024,14:30,SPAIN - LALIGA2,Zaragoza,Amorebieta,1.62,3.5,7.0,2.6,2.63,1.44,1.1,1.62,1.5,13.0,1.04
11,03/03/2024,14:30,ITALY - SERIE C,Picerno,Monopoli,1.7,3.4,5.1,2.3,2.2,1.6,1.09,1.53,1.44,7.0,1.07
10,03/03/2024,15:00,ECUADOR - LIGA PRO,U. Catolica,EL Nacional,1.62,3.75,5.25,1.67,1.73,2.0,1.04,1.37,1.2,5.0,1.17
9,03/03/2024,17:00,PERU - LIGA 1,Los Chankas,Sport Boys,1.53,3.8,5.75,1.73,1.8,1.91,1.04,1.36,1.22,5.5,1.14
8,03/03/2024,17:30,ECUADOR - LIGA PRO,Tecnico U.,Cumbaya,1.45,4.2,6.5,2.15,2.38,1.53,1.06,1.5,1.36,9.0,1.07
7,03/03/2024,18:00,CHILE - PRIMERA DIVISION,Colo Colo,Huachipato,1.67,3.75,5.25,1.93,1.83,1.83,1.06,1.42,1.29,6.5,1.11
6,03/03/2024,19:00,COSTA RICA - PRIMERA DIVISION,Saprissa,San Carlos,1.53,3.8,5.25,1.83,1.83,1.83,1.04,1.4,1.25,6.0,1.13
5,03/03/2024,19:15,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Boca Juniors,Belgrano,1.67,3.5,5.75,2.4,2.38,1.53,1.08,1.57,1.44,11.0,1.05
4,03/03/2024,20:00,ECUADOR - LIGA PRO,Barcelona SC,Imbabura,1.22,6.0,10.0,1.7,2.5,1.5,1.04,1.34,1.22,5.0,1.17
3,03/03/2024,20:00,VENEZUELA - LIGA FUTVE,Puerto Cabello,Rayo Zuliano,1.72,3.4,4.65,1.98,1.88,1.72,1.03,1.44,1.33,7.0,1.05
2,03/03/2024,20:30,BOLIVIA - DIVISION PROFESIONAL,GV San Jose,Oriente Petrolero,1.57,3.75,4.75,1.53,1.57,2.25,1.03,1.27,1.14,3.75,1.25
13,03/03/2024,21:00,PERU - LIGA 1,Cienciano,Carlos Mannucci,1.25,5.25,12.0,1.6,2.1,1.67,1.03,1.32,1.18,4.33,1.2
27,03/03/2024,22:00,MEXICO - LIGA MX,Monterrey,U.N.A.M.- Pumas,1.75,3.75,4.75,1.85,1.75,2.0,1.04,1.42,1.25,6.0,1.13
