,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,16/09/2023,08:00,RUSSIA - PREMIER LEAGUE,CSKA Moscow,Krylya Sovetov,1.73,4.1,5.2,1.91,1.82,1.94,1.01,1.36,1.24,5.45,1.1
2,16/09/2023,10:00,SWEDEN - ALLSVENSKAN,Goteborg,Brommapojkarna,1.85,3.6,4.2,1.7,1.67,2.1,1.04,1.33,1.2,5.0,1.17
3,16/09/2023,10:00,THAILAND - THAI LEAGUE 1,Chiangrai Utd,Khonkaen Utd.,1.75,3.65,4.2,1.83,1.78,1.93,1.05,1.39,1.28,5.1,1.13
4,16/09/2023,10:00,POLAND - EKSTRAKLASA,Pogon Szczecin,Korona Kielce,1.7,3.8,4.5,1.7,1.7,2.05,1.03,1.33,1.2,5.0,1.17
5,16/09/2023,10:00,NETHERLANDS - TWEEDE DIVISIE,Rijnsburgse Boys,ADO 20 Heemskerk,1.8,4.0,3.55,1.47,1.5,2.27,1.01,1.23,1.13,3.35,1.23
6,16/09/2023,11:00,ENGLAND - PREMIER LEAGUE,Aston Villa,Crystal Palace,1.8,3.75,4.5,1.88,1.75,2.0,1.05,1.36,1.25,5.5,1.14
7,16/09/2023,11:00,SCOTLAND - LEAGUE TWO,East Fife,Clyde,1.8,3.75,4.0,1.9,1.8,1.91,1.05,1.36,1.29,5.5,1.13
8,16/09/2023,11:00,SCOTLAND - LEAGUE ONE,Montrose,Edinburgh City,1.67,3.5,4.5,1.7,1.73,2.0,1.04,1.33,1.2,4.5,1.17
9,16/09/2023,15:00,NETHERLANDS - EREDIVISIE,Sittard,FC Volendam,1.65,4.2,5.0,1.53,1.57,2.25,1.03,1.25,1.17,4.0,1.22
10,16/09/2023,15:45,ITALY - SERIE C,Pescara,Arezzo,1.75,3.7,4.15,1.6,1.57,2.27,1.04,1.33,1.2,4.0,1.21
11,16/09/2023,20:30,USA - MLS,Philadelphia Union,FC Cincinnati,1.75,3.8,4.5,1.65,1.62,2.2,1.03,1.3,1.18,4.5,1.18
12,16/09/2023,21:30,USA - MLS,Houston Dynamo,St. Louis City,1.8,3.8,4.2,1.62,1.57,2.25,1.03,1.3,1.18,4.33,1.2
13,16/09/2023,21:30,USA - USL CHAMPIONSHIP,San Antonio,Tampa Bay,1.78,3.7,4.0,1.75,1.7,2.02,1.05,1.37,1.25,4.75,1.15
14,16/09/2023,23:00,USA - USL CHAMPIONSHIP,Monterey Bay,Las Vegas Lights,1.78,3.75,4.05,1.65,1.6,2.18,1.04,1.33,1.21,4.2,1.19
15,16/09/2023,23:30,USA - USL CHAMPIONSHIP,Phoenix Rising,Detroit,1.72,3.65,4.5,1.93,1.87,1.83,1.06,1.42,1.31,5.5,1.11
