,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,11/05/2024,07:00,SOUTH KOREA - K LEAGUE 2,Ansan Greeners,Seoul E-Land,3.6,3.5,1.91,1.9,1.73,2.0,1.05,1.36,1.29,6.5,1.11
2,11/05/2024,08:00,RUSSIA - PREMIER LEAGUE,Rubin Kazan,FK Rostov,2.79,3.41,2.75,2.25,1.88,1.88,1.04,1.46,1.36,7.3,1.05
3,11/05/2024,08:30,THAILAND - THAI LEAGUE 1,Chiangrai Utd,Nakhon Pathom,2.0,2.9,4.25,1.98,1.7,2.05,1.08,1.47,1.32,5.5,1.11
4,11/05/2024,08:30,ENGLAND - PREMIER LEAGUE,Fulham,Manchester City,13.0,7.0,1.2,1.33,1.75,2.0,1.01,1.2,1.1,3.0,1.4
5,11/05/2024,10:00,URUGUAY - PRIMERA DIVISION,CA Cerro,Danubio,2.75,3.1,2.63,2.25,1.83,1.83,1.08,1.5,1.36,9.0,1.07
6,11/05/2024,10:00,EGYPT - PREMIER LEAGUE,Arab Contractors,Al Ittihad,2.55,2.67,3.05,2.25,1.83,1.78,1.1,1.55,1.44,8.85,1.02
7,11/05/2024,11:00,SPAIN - PRIMERA RFEF,Tarazona,Sabadell,2.15,3.0,3.1,2.5,2.2,1.62,1.1,1.57,1.5,8.5,1.05
8,11/05/2024,11:00,ALBANIA - SUPERLIGA,Egnatia,KF Tirana,2.07,3.45,2.95,1.78,1.66,2.16,1.01,1.35,1.25,5.3,1.12
9,11/05/2024,11:00,SCOTLAND - PREMIERSHIP,Livingston,St Johnstone,2.9,2.88,2.7,2.3,1.95,1.8,1.1,1.5,1.4,9.0,1.07
10,11/05/2024,11:30,PORTUGAL - LIGA PORTUGAL,Vizela,Estrela,3.5,3.4,2.05,1.93,1.75,2.0,1.05,1.4,1.29,6.5,1.11
11,11/05/2024,12:00,CROATIA - HNL,Varazdin,Rijeka,6.5,4.2,1.5,1.88,2.0,1.73,1.05,1.36,1.25,6.0,1.13
12,11/05/2024,12:00,AUSTRIA - BUNDESLIGA,Austria Vienna,Wolfsberger AC,1.8,3.6,4.33,1.95,1.8,1.95,1.05,1.36,1.29,6.5,1.11
13,11/05/2024,13:15,BELGIUM - JUPILER PRO LEAGUE,Charleroi,Kortrijk,2.2,3.5,3.1,1.93,1.7,2.05,1.05,1.36,1.29,6.5,1.11
14,11/05/2024,14:00,SPAIN - PRIMERA RFEF,Merida AD,CF Intercity,1.73,3.2,4.5,2.25,2.05,1.7,1.09,1.52,1.4,6.7,1.07
15,11/05/2024,15:30,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Yverdon,2.55,3.5,2.6,1.67,1.57,2.25,1.03,1.33,1.2,5.0,1.17
