,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,CHINA - SUPER LEAGUE,22/09/2023,08:35,Shanghai Shenhua,Cangzhou,1.75,3.75,4.5
2,INDONESIA - LIGA 1,22/09/2023,09:00,PSIS Semarang,Barito Putera,2.1,3.3,3.2
3,ROMANIA - LIGA 2,22/09/2023,10:00,Selimbar,Gloria Buzau,2.87,2.95,2.55
4,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,22/09/2023,12:00,Al Riyadh,Al Feiha,2.63,3.2,2.4
5,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,22/09/2023,12:00,Al Akhdoud,Al Khaleej,2.4,3.2,2.75
6,ALBANIA - SUPERLIGA,22/09/2023,13:00,Dinamo Tirana,Partizani,7.8,4.0,1.37
7,ROMANIA - LIGA 1,22/09/2023,15:00,Din. Bucuresti,Farul Constanta,4.0,3.4,1.83
8,NETHERLANDS - EERSTE DIVISIE,22/09/2023,15:00,Jong Utrecht,Cambuur,4.75,4.2,1.65
9,BELGIUM - CHALLENGER PRO LEAGUE,22/09/2023,15:00,Patro Eisden,Dender,1.91,3.5,3.25
10,BELGIUM - CHALLENGER PRO LEAGUE,22/09/2023,15:00,Waregem,Deinze,1.95,3.4,3.25
11,SAN MARINO - CAMPIONATO SAMMARINESE,22/09/2023,16:15,Virtus,Pennarossa,1.47,4.0,5.6
