,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-07-15,12:30:00,ROMANIA - LIGA 1,FC Botosani,Otelul,2.56,3.25,3.1,10.5,1.2304951
2,2024-07-15,13:00:00,FINLAND - VEIKKAUSLIIGA,Haka,Ilves,4.4,1.81,4.4,14.0,1.2305343
3,2024-07-15,14:00:00,SWEDEN - ALLSVENSKAN,Halmstad,AIK,3.95,1.99,4.0,11.5,1.2305056
4,2024-07-15,15:00:00,EGYPT - PREMIER LEAGUE,Zamalek,Baladiyat El Mahalla,1.32,13.0,5.5,38.0,1.230625
5,2024-07-15,15:30:00,ROMANIA - LIGA 1,Petrolul,Gloria Buzau,2.08,4.4,3.3,12.5,1.230495
6,2024-07-15,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,Royal Pari,2.8,2.36,3.45,1000.0,1.2305965
7,2024-07-15,20:00:00,BRAZIL - SERIE B,Santos,Ituano,1.3,15.5,5.9,44.0,1.2305155
8,2024-07-15,20:00:00,BRAZIL - SERIE C,ABC,Tombense,2.48,3.15,3.05,11.5,1.2305772
9,2024-07-15,20:00:00,BRAZIL - SERIE C,Ferroviaria,Remo,1.76,5.8,3.3,980.0,1.230597
