,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,05/05/2024,04:00,HONG KONG - PREMIER LEAGUE,Resources Capital,Sham Shui Po,3.15,3.75,1.98,1.53,1.5,2.25,1.01,1.26,1.16,3.6,1.2
2,05/05/2024,04:30,SOUTH KOREA - K LEAGUE 2,Jeonnam,Gyeongnam,2.63,3.2,2.45,1.85,1.67,2.1,1.05,1.36,1.25,6.0,1.13
3,05/05/2024,07:00,HONG KONG - PREMIER LEAGUE,Hong Kong Rangers,HK U23,1.16,6.9,12.5,1.3,1.87,1.75,1.01,1.16,1.06,2.55,1.4
4,05/05/2024,07:15,NETHERLANDS - EREDIVISIE,PSV,Sparta Rotterdam,1.13,9.5,19.0,1.29,2.0,1.75,1.01,1.17,1.07,2.63,1.44
5,05/05/2024,08:30,ESTONIA - MEISTRILIIGA,Flora,Levadia,5.7,4.25,1.44,1.52,1.69,2.11,1.02,1.26,1.15,3.94,1.21
6,05/05/2024,10:00,POLAND - DIVISION 1,Wisla Plock,Motor Lublin,2.05,3.25,3.1,1.88,1.67,2.1,1.05,1.36,1.25,6.0,1.13
7,05/05/2024,10:00,ENGLAND - PREMIER LEAGUE,Chelsea,West Ham,1.6,4.5,4.75,1.36,1.44,2.63,1.02,1.2,1.11,3.2,1.36
8,05/05/2024,11:30,SWEDEN - ALLSVENSKAN,Hammarby,Varnamo,1.5,4.2,6.5,1.67,1.8,1.95,1.03,1.3,1.2,5.0,1.17
9,05/05/2024,12:00,AZERBAIJAN - PREMIER LEAGUE,Araz,Sabah Baku,3.85,3.45,1.85,1.98,1.88,1.72,1.03,1.42,1.33,7.18,1.06
10,05/05/2024,12:30,ENGLAND - PREMIER LEAGUE,Liverpool,Tottenham,1.44,5.75,5.5,1.25,1.4,2.75,1.01,1.17,1.07,2.38,1.57
11,05/05/2024,12:30,SLOVENIA - PRVA LIGA,O. Ljubljana,Mura,1.32,5.0,8.0,1.57,1.95,1.75,1.03,1.31,1.19,4.0,1.21
12,05/05/2024,13:00,ICELAND - BESTA DEILD KARLA,KA Akureyri,KR Reykjavik,2.77,3.7,2.22,1.5,1.45,2.57,1.03,1.28,1.16,3.55,1.26
13,05/05/2024,14:00,ICELAND - BESTA DEILD KARLA,Stjarnan,Akranes,1.75,4.05,3.8,1.5,1.53,2.35,1.03,1.28,1.16,3.6,1.25
14,05/05/2024,17:00,USA - MLS,New York City,Colorado Rapids,1.75,3.6,4.75,2.0,1.91,1.91,1.05,1.4,1.29,7.0,1.1
15,05/05/2024,18:00,VENEZUELA - LIGA FUTVE,Portuguesa,Angostura,1.72,3.35,4.7,2.12,2.02,1.62,1.05,1.47,1.38,7.8,1.04
