,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_Under,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,SWEDEN - ALLSVENSKAN,20/08/2023,10:00,Hacken,Sirius,1.44,4.75,7.0,1.36,3.1,1.5,1.36,2.5,3.4,1.4,1.3,1.4,0.6944444,0.21052632,0.14285715,0.7352941,0.32258064,0.735,0.7032532,2.1,0.0,0,0.7396
2,BELGIUM - JUPILER PRO LEAGUE,20/08/2023,11:00,Gent,St. Truiden,1.4,4.75,7.5,1.73,2.08,1.95,1.14,1.8,1.8,0.9,1.2,1.5,0.71428573,0.21052632,0.13333334,0.5780347,0.48076922,0.877,0.7303455,0.6,-0.6,0,0.5254
3,AUSTRIA - BUNDESLIGA,20/08/2023,12:00,Austria Vienna,Wolfsberger AC,1.85,3.6,4.0,1.65,2.2,1.62,1.18,2.2,2.1,1.0,1.5,1.2,0.5405405,0.2777778,0.25,0.6060606,0.45454547,0.847,0.3676066,0.6,-0.2,0,0.6131
4,BELGIUM - JUPILER PRO LEAGUE,20/08/2023,13:30,Club Brugge KV,RWDM,1.29,6.0,9.5,1.4,2.88,1.8,1.3,1.95,2.0,1.0,1.8,0.9,0.7751938,0.16666667,0.10526316,0.71428573,0.3472222,0.769,0.8663054,0.2,0.1,0,0.5374
5,ARGENTINA - PRIMERA NACIONAL,20/08/2023,14:00,Agropecuario,Almagro,1.91,3.2,4.75,2.88,1.4,2.63,1.03,1.44,1.9,0.5,0.3,1.3,0.5235602,0.3125,0.21052632,0.3472222,0.71428573,0.971,0.3736618,1.6,-0.8,0,0.6325
6,BELGIUM - JUPILER PRO LEAGUE,20/08/2023,14:15,Kortrijk,Eupen,2.25,3.5,3.0,1.62,2.25,1.53,1.2,2.38,1.2,1.6,1.1,2.7,0.44444445,0.2857143,0.33333334,0.61728394,0.44444445,0.833,0.18760903,0.1,-1.1,0,0.504
7,SPAIN - LALIGA2,20/08/2023,14:30,Gijon,Mirandes,1.83,3.3,4.75,2.25,1.62,2.0,1.07,1.73,1.1,1.1,0.8,1.1,0.5464481,0.3030303,0.21052632,0.44444445,0.61728394,0.935,0.4009723,0.3,0.0,0,0.5861
8,ARGENTINA - PRIMERA NACIONAL,20/08/2023,15:00,Guillermo Brown,San Telmo,1.91,3.4,4.2,2.3,1.6,2.1,1.06,1.67,1.2,1.2,0.9,1.8,0.5235602,0.29411766,0.23809524,0.4347826,0.625,0.943,0.35093075,0.3,-0.6,0,0.5956
9,ARGENTINA - PRIMERA NACIONAL,20/08/2023,15:30,Alvarado,All Boys,2.0,3.0,4.33,2.7,1.44,2.38,1.03,1.53,1.1,0.6,0.7,1.5,0.5,0.33333334,0.23094688,0.37037036,0.6944444,0.971,0.31255063,0.4,-0.9,0,0.5328
10,ARGENTINA - PRIMERA NACIONAL,20/08/2023,15:50,Gimnasia Jujuy,Deportivo Maipu,2.8,3.0,2.7,2.4,1.53,2.0,1.05,1.73,1.1,0.8,1.6,0.8,0.35714287,0.33333334,0.37037036,0.41666666,0.6535948,0.952,0.043337025,-0.5,0.0,0,0.5289
11,ARGENTINA - PRIMERA NACIONAL,20/08/2023,17:00,Racing Cordoba,CA Mitre,2.0,3.4,3.8,2.5,1.5,2.2,1.05,1.62,1.3,1.0,0.6,1.3,0.5,0.29411766,0.2631579,0.4,0.6666667,0.952,0.29825854,0.7,-0.3,0,0.6066
12,SPAIN - LALIGA2,20/08/2023,17:00,Albacete,Amorebieta,1.62,3.6,6.5,2.5,1.5,2.5,1.04,1.5,1.7,1.4,1.0,0.6,0.61728394,0.2777778,0.15384616,0.4,0.6666667,0.962,0.56030256,0.7,0.8,0,0.6737
13,ARGENTINA - COPA DE LA LIGA PROFESIONAL,20/08/2023,18:30,Lanus,San Lorenzo,2.4,3.0,3.25,3.4,1.33,2.5,1.02,1.5,1.3,0.8,0.9,1.1,0.41666666,0.33333334,0.30769232,0.29411766,0.7518797,0.98,0.13194874,0.4,-0.3,0,0.7059
