Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,06/07/2024,11:00,BRAZIL - SERIE B,America MG,Operario,1.65,3.4,6.0,2.25,2.2,1.62,1.07,1.5,1.4,9.0,1.07
2,06/07/2024,11:00,FINLAND - VEIKKAUSLIIGA,VPS,Ekenas,1.33,5.0,7.5,1.65,2.05,1.7,1.03,1.33,1.2,4.5,1.18
3,06/07/2024,17:00,BRAZIL - SERIE B,Goias,Chapecoense-SC,1.57,3.6,6.25,2.3,2.25,1.57,1.08,1.5,1.4,10.0,1.06
4,06/07/2024,20:00,USA - USL CHAMPIONSHIP,Pittsburgh,Monterey Bay,1.57,3.65,5.2,1.95,1.98,1.75,1.06,1.39,1.32,5.6,1.11
5,06/07/2024,20:00,BRAZIL - SERIE A,Flamengo RJ,Cuiaba,1.4,4.5,8.0,2.05,2.2,1.62,1.06,1.4,1.33,7.0,1.1
6,06/07/2024,20:30,USA - MLS,Columbus Crew,Toronto FC,1.4,5.0,7.0,1.44,1.7,2.05,1.02,1.25,1.13,3.5,1.29
7,06/07/2024,20:30,USA - MLS,Orlando City,DC United,1.67,4.0,5.0,1.57,1.57,2.25,1.03,1.29,1.17,4.0,1.22
8,06/07/2024,22:00,MEXICO - LIGA MX,U.A.N.L.- Tigres,Necaxa,1.45,4.5,6.25,1.57,1.7,2.05,1.03,1.29,1.17,4.0,1.22
9,06/07/2024,22:30,USA - MLS,Real Salt Lake,Atlanta Utd,1.53,4.5,5.5,1.5,1.62,2.2,1.02,1.29,1.14,3.75,1.25
10,06/07/2024,23:30,USA - MLS,Seattle Sounders,New England Revolution,1.55,4.33,5.5,1.62,1.7,2.05,1.03,1.3,1.18,4.5,1.18
