Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,18/08/2023,08:35,CHINA - SUPER LEAGUE,Zhejiang Professional,Qingdao Hainiu,1.73,3.75,4.75,1.65,1.62,2.2,1.03,1.3,1.18,4.5,1.18
2,18/08/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Port,Meizhou Hakka,1.22,7.0,12.0,1.33,1.8,1.95,1.01,1.2,1.1,3.0,1.36
3,18/08/2023,08:35,CHINA - SUPER LEAGUE,Shandong Taishan,Tianjin Jinmen Tiger,1.29,5.5,11.0,1.6,2.0,1.75,1.03,1.29,1.18,4.33,1.2
4,18/08/2023,13:00,POLAND - EKSTRAKLASA,Zaglebie,Puszcza,1.62,4.0,5.0,1.7,1.75,2.0,1.03,1.33,1.2,5.0,1.17
5,18/08/2023,14:00,SWEDEN - SUPERETTAN,GAIS,AFC Eskilstuna,1.4,4.2,7.5,1.7,1.95,1.8,1.04,1.33,1.2,5.0,1.17
6,18/08/2023,15:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Venlo,1.75,3.8,4.75,1.7,1.67,2.1,1.04,1.33,1.2,5.0,1.17
7,18/08/2023,15:30,ROMANIA - LIGA 1,Univ. Craiova,UTA Arad,1.44,4.33,7.5,1.98,2.1,1.67,1.05,1.4,1.29,6.5,1.11
8,18/08/2023,15:30,AUSTRIA - 2. LIGA,Grazer AK,Sturm Graz (Am),1.49,4.65,5.86,1.46,1.61,2.25,1.01,1.25,1.12,3.64,1.22
9,18/08/2023,15:30,POLAND - DIVISION 1,Wisla,Odra Opole,1.5,4.2,5.75,1.7,1.8,1.91,1.04,1.33,1.22,5.0,1.17
10,18/08/2023,17:00,VENEZUELA - LIGA FUTVE,Carabobo,Hermanos Colmenarez,1.73,3.52,4.82,2.21,2.03,1.75,1.04,1.47,1.36,7.6,1.04
11,18/08/2023,19:30,ECUADOR - LIGA PRO,LDU Quito,EL Nacional,1.5,4.5,6.0,1.62,1.73,2.0,1.03,1.3,1.18,4.5,1.18
12,18/08/2023,20:00,PARAGUAY - PRIMERA DIVISION,Olimpia Asuncion,Guairena FC,1.5,4.0,5.5,1.75,1.83,1.83,1.04,1.33,1.22,5.5,1.14
13,18/08/2023,22:06,MEXICO - LIGA MX,Club Leon,Mazatlan FC,1.33,4.5,8.5,1.57,1.91,1.91,1.03,1.29,1.17,4.0,1.22
14,18/08/2023,23:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,San Carlos,1.5,3.8,5.75,1.88,2.0,1.73,1.05,1.36,1.25,6.0,1.13
