,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,ROMANIA - LIGA 2,2024-09-18,11:00,Hunedoara,Selimbar,1.57,3.7,5.9,2.15,1.65,2.18,1.62,2.4545455,0.8907235,0.36288738,0.47913674,0.23076545,0.48162755,0.35539788,0.15860868,0.4462848,2.0,1.1281521,0.56407607,0.45454547,0.4979296,1.0954452,1.5454545,1.233151,0.7979212,0.52651024,0.107625335,1.2632551,3.8181818,0.59093684,0.5371901,0.42132506,0.8181818,0.83319557,1.0183501,0.20714374,0.2867848,1.3844724,0.72333485,0.06211615,0.085874684,0.54545456,0.8907235,1.6329932,0.8181818,1.0285189,1.2570788,-0.27272728,1.2856487,-4.714045,0.31106567,0.085392945,0.36363637,1.3360853,0.8181818,1.0285189,0.6369427,0.27027026,0.16949153,0.4651163,0.6060606,0.4587156,0.61728394,2.3566878,3.7579618,0.42432433,1.5945946,0.2661017,0.62711865,0.5810811,0.44594595,0.55966216,0.40417457,0.57965195,0.22916667,0.26495728,0.2661017,1.5945946,0.42432433,0.73023254,2.7441862,0.5810811,0.98623854,11.17,1.636,1.724,-0.19068934,0.19695613,0.14055505,0.52820057,0.58149356,2.1650944,0.58105844,5.303376,46.802902,0.70710677,14.036243,2.0803196,1.1454172,1.8162111,0.5505968,5.303376,2.2,2.13,1,0.9917
2,ESTONIA - MEISTRILIIGA,2024-09-18,11:30,Kalju,Nomme Utd,1.19,5.6,11.25,1.33,2.73,1.87,1.89,2.090909,1.2398347,0.5929644,0.56829107,0.29035813,0.510932,0.33677578,0.20127906,0.5976649,2.4545455,1.4373989,0.585607,1.4545455,1.6160353,1.1110243,1.0,2.2563043,2.2563043,0.5746787,0.19815665,1.5146121,2.4545455,1.4373989,3.0413222,0.77288646,0.27272728,0.44536176,1.6329932,0.49713278,0.47845903,0.9624371,0.48804733,0.09136554,0.18720631,0.72727275,0.6165755,0.84779125,2.090909,1.6211413,0.77532846,-1.3636364,1.3666633,-1.0022198,0.2003898,0.093599305,0.7933884,0.5651942,3.801653,0.8916277,0.84033614,0.17857143,0.08888889,0.7518797,0.36630037,0.53475934,0.52910054,4.7058825,9.453781,0.2125,2.0089285,0.10577778,0.4977778,0.2375,0.4875,0.9074863,0.6494845,0.80868167,0.33531156,0.61616164,0.10577778,2.0089285,0.2125,0.8947368,8.458647,0.2375,0.7112299,18.04,1.818,1.685,-0.24445677,0.3131929,0.06596452,0.6236142,0.83858997,5.042721,0.9781467,12.352093,65.60501,1.9798989,-34.99202,2.6098974,1.1070029,2.3576248,0.42415568,12.352093,5.65,4.41,1,0.9999
3,SERBIA - SUPER LIGA,2024-09-18,13:00,IMT Novi Beograd,Radnicki 1923,2.47,3.4,2.62,1.7,2.07,1.57,2.27,1.4545455,1.233151,0.84779125,0.33065146,0.30668488,0.9275171,0.55801857,0.15014863,0.26907465,1.3636364,1.4937888,1.0954452,1.2727273,0.9620914,0.75592893,0.09090909,1.6211413,17.832554,0.48146078,0.1361867,0.9225486,2.7272727,0.7468944,1.5041323,0.8140773,1.1818181,1.4024771,1.1867114,0.77290136,0.66815436,0.86447555,0.4095569,0.12682101,0.30965418,1.8181819,1.5850542,0.8717798,2.1818182,1.4024771,0.642802,-0.36363637,2.0570378,-5.656854,0.34024665,0.15561356,1.983471,1.4529663,3.570248,0.8570694,0.4048583,0.29411766,0.3816794,0.5882353,0.4830918,0.6369427,0.44052863,1.3765182,1.0607288,0.7264706,0.7705882,0.94274807,1.29771,0.5,0.60882354,0.13238797,0.1584327,0.029469548,0.1295681,0.33333334,0.94274807,0.7705882,0.7264706,1.4529412,1.5411764,0.5,1.0828025,8.49,0.273,2.636,-0.109540634,-0.09187279,0.2909305,0.30859834,0.17643093,0.4992995,0.2734934,1.223029,24.938427,0.52325904,-10.481218,1.5962542,1.5498965,1.0299103,0.97095835,1.223029,0.78,0.93,1,0.5696
4,SWEDEN - SUPERETTAN,2024-09-18,14:00,Brage,Utsikten,1.67,3.9,4.5,1.75,2.05,1.8,1.95,1.8181819,1.3360853,0.73484695,0.32271317,0.30313143,0.9393216,0.53349626,0.1253187,0.23490082,1.4545455,1.3726971,0.9437293,0.90909094,0.9958592,1.0954452,0.54545456,2.0610516,3.7785947,0.5653937,0.106886014,1.0099696,1.8512397,1.0785478,1.1570247,0.7824608,1.0909091,1.2398347,1.1365151,0.46333718,0.3527634,0.76135355,0.45784694,0.078974314,0.17249064,1.0,0.73854893,0.73854893,1.2727273,0.74965554,0.58901507,-0.27272728,0.9620914,-3.5276685,0.33596745,0.06393339,1.5454545,0.47788462,1.9669422,0.48507124,0.5988024,0.25641027,0.22222222,0.5714286,0.4878049,0.5555556,0.51282054,2.3353293,2.6946108,0.42820513,1.1538461,0.37111112,0.8666667,0.44871795,0.525641,0.47345003,0.40035906,0.45867097,0.071428575,0.38053098,0.37111112,1.1538461,0.42820513,0.95428574,2.5714285,0.44871795,0.9722222,10.07,0.727,2.576,-0.22144985,0.05958292,0.16583912,0.4468719,0.44424585,1.4911852,0.4936334,3.652643,48.11231,0.42426407,-8.530766,2.0186293,1.2654691,1.595163,0.6268952,3.652643,0.6,2.23,1,0.9423
5,SWEDEN - SUPERETTAN,2024-09-18,14:00,Orebro,Sandviken,2.2,3.6,2.9,1.57,2.35,1.53,2.38,1.7272727,1.2128786,0.70219284,0.517926,0.4622892,0.89257777,0.5048252,0.13324288,0.26393864,1.6363636,1.4937888,0.91287094,0.90909094,0.51425946,0.56568545,0.72727275,1.354515,1.8624581,0.49519497,0.10702852,1.0657793,2.8264463,0.86482507,0.24793388,1.8856181,1.0,1.0444659,1.0444659,0.5452535,0.40497625,0.7427302,0.441732,0.099576205,0.22542222,1.2727273,0.86243933,0.6776309,1.7272727,1.354515,0.78419286,-0.45454547,1.7248787,-3.7947333,0.35807458,0.08161089,0.80991733,1.3552618,2.8264463,0.82775915,0.45454547,0.2777778,0.3448276,0.6369427,0.42553192,0.6535948,0.42016807,1.6363636,1.3181819,0.6111111,0.8055556,0.7586207,1.2413793,0.43611112,0.6527778,0.2029312,0.2413793,0.13725491,0.10769231,0.3926499,0.7586207,0.8055556,0.6111111,1.4012738,1.8471338,0.43611112,1.0261438,8.7,0.727,2.257,-0.16091955,-0.08045977,0.25287357,0.33333334,0.2413793,0.7,0.3415247,1.7146428,34.99202,1.1030866,-21.305784,1.7084639,1.4890282,1.1473684,0.8715596,1.7146428,0.7,1.4,1,0.7592
6,SWEDEN - SUPERETTAN,2024-09-18,14:00,Oster,Trelleborg,1.5,4.33,5.5,1.6,2.3,1.7,2.05,2.0,1.1281521,0.56407607,0.3400264,0.27326486,0.80365777,0.5039701,0.19031774,0.37763697,1.6363636,1.1499192,0.7027284,0.6363636,0.7713892,1.212183,1.0,1.595448,1.595448,0.6341963,0.08285166,1.13528,2.8264463,0.66574264,0.80991733,0.6060915,1.2727273,1.354515,1.0642618,0.5468829,0.56138575,1.0265191,0.50871193,0.10996976,0.21617295,1.0909091,0.9958592,0.91287094,1.2727273,1.1354542,0.8921426,-0.18181819,1.8497263,-10.173495,0.30645034,0.07212962,1.1900827,0.91287094,1.1570247,1.2489996,0.6666667,0.23094688,0.18181819,0.625,0.4347826,0.5882353,0.4878049,2.8866668,3.6666667,0.34642032,1.2702079,0.27272728,0.78727275,0.369515,0.5311778,0.60561043,0.48542023,0.5714286,0.1190234,0.460371,0.27272728,1.2702079,0.34642032,0.9375,3.4375,0.369515,0.9411765,11.33,0.727,2.483,-0.24977934,0.103265665,0.13239188,0.4854369,0.5445562,2.0566072,0.6190428,5.037638,54.750626,0.98994946,-19.290047,2.1818182,1.2121212,1.8,0.5555556,5.037638,1.17,2.83,1,0.9804
7,SWEDEN - SUPERETTAN,2024-09-18,14:00,Ostersund,Sundsvall,1.67,3.8,4.75,1.8,2.0,1.75,2.0,2.0,1.1281521,0.56407607,0.35588995,0.2675768,0.7518527,0.49899545,0.14430726,0.28919554,1.3636364,1.06794,0.78315604,1.0,0.9534626,0.9534626,0.36363637,0.88139635,2.42384,0.50079036,0.1062053,0.93221337,1.3636364,1.06794,1.8181819,0.5244044,0.27272728,0.44536176,1.6329932,0.14587648,0.33149415,2.2724304,0.85508937,0.07478633,0.08746024,0.27272728,0.6165755,2.2607768,1.7272727,1.4200454,0.8221316,-1.4545455,1.4373989,-0.98821175,0.21674187,0.05891486,0.24793388,0.678233,2.8264463,0.86780554,0.5988024,0.2631579,0.21052632,0.5555556,0.5,0.5714286,0.5,2.275449,2.8443115,0.4394737,1.25,0.35157895,0.8,0.47368422,0.5263158,0.4810613,0.3893967,0.47975078,0.11111111,0.35714287,0.35157895,1.25,0.4394737,0.92777777,2.6388888,0.47368422,1.0285715,10.22,1.727,1.574,-0.20841487,0.09295499,0.16340509,0.46477494,0.4629814,1.5772233,0.505097,3.8633924,46.802902,0.28284273,-5.710593,2.0069335,1.2303814,1.6311475,0.6130653,3.8633924,0.95,2.13,1,0.9685
8,PERU - LIGA 1,2024-09-18,17:30,Comerciantes Unidos,Cesar Vallejo,2.2,3.4,3.1,2.0,1.85,1.73,2.0,1.3636364,1.2984415,0.95219046,0.4449486,0.3892601,0.8748429,0.5008284,0.07570531,0.15116018,1.1818181,1.1134044,0.94211143,1.1818181,0.83319557,0.70501167,0.0,1.1281521,1.0,0.34903023,0.12273017,0.7654242,1.7190082,0.76546556,1.6115702,0.6110101,0.36363637,0.4810457,1.3228756,0.36380902,0.4990635,1.3717732,0.6425112,0.102995485,0.16030146,0.6363636,0.7713892,1.212183,1.6363636,1.2264307,0.74948543,-1.0,0.9534626,-0.9534626,0.27573863,0.1331323,0.17355372,2.828427,4.6115704,0.43518507,0.45454547,0.29411766,0.32258064,0.5,0.5405405,0.5780347,0.5,1.5454545,1.4090909,0.64705884,0.9117647,0.7096774,1.0967742,0.5882353,0.5441176,0.19572671,0.21428572,0.16981132,0.046153847,0.25925925,0.7096774,0.9117647,0.64705884,1.1,1.55,0.5882353,1.1560694,8.7,1.0,1.779,-0.13793103,-0.03448276,0.25287357,0.35632184,0.21534476,0.6244998,0.2542331,1.5297059,30.963757,0.21213204,4.289153,1.686217,1.4222873,1.185567,0.84347826,1.5297059,0.3,1.2,1,0.7499
9,SOUTH AMERICA - COPA LIBERTADORES,2024-09-18,19:00,Fluminense (Bra),Atletico-MG (Bra),2.45,2.88,3.4,2.88,1.4,2.2,1.62,2.6,0.8,0.30769232,0.43112412,0.36356655,0.84329903,0.3759584,0.25588778,0.6806279,2.3,1.1,0.47826087,0.9,0.7,0.7777778,1.4,1.1135529,0.7953949,0.64754266,0.12519981,1.4737713,2.875,0.88,0.675,0.93333334,1.4,1.1135529,0.7953949,0.2509438,0.20104763,0.8011659,0.572358,0.12777732,0.22324719,1.0,1.0954452,1.0954452,0.8,0.7483315,0.9354144,0.2,1.2489996,6.244998,0.45208743,0.13963751,0.7777778,1.4084294,1.2444445,0.48107025,0.40816328,0.3472222,0.29411766,0.3472222,0.71428573,0.45454547,0.61728394,1.1755102,1.3877552,0.8506944,1.1805556,0.7205882,0.84705883,1.0,0.4861111,0.13319318,0.08067542,0.16239317,0.08280255,0.0,0.7205882,1.1805556,0.8506944,0.8506944,1.1805556,1.0,1.3090909,8.73,1.2,1.914,-0.049255442,0.05956472,0.28064147,0.38946164,0.16347423,0.47571,0.1339208,1.1652467,12.133881,2.0930362,36.501442,1.5186075,1.2905163,1.1767442,0.8498024,1.1652467,0.52,0.43,1,0.8118
10,BRAZIL - SERIE B,2024-09-18,19:00,Sport Recife,Goias,1.67,3.5,5.5,2.35,1.57,2.25,1.57,2.0,1.3483998,0.6741999,0.27348468,0.13730824,0.5020692,0.4602349,0.18766236,0.4077534,1.8181819,1.1922616,0.65574384,1.0909091,0.7925271,0.72648317,0.72727275,1.2856487,1.767767,0.61367923,0.080136664,1.2159306,3.966942,0.54645324,1.0909091,0.7925271,0.45454547,0.8907235,1.9595917,0.22596018,0.36691374,1.6237981,0.7314766,0.106049046,0.1449794,0.54545456,0.8907235,1.6329932,1.4545455,0.4979296,0.3423266,-0.90909094,0.8999541,-0.98994946,0.30790848,0.07092478,0.29752067,1.6329932,1.322314,0.5477226,0.5988024,0.2857143,0.18181819,0.42553192,0.6369427,0.44444445,0.6369427,2.0958083,3.2934132,0.47714287,1.5714285,0.30363637,0.6363636,0.67142856,0.4485714,0.4986146,0.3539652,0.53417015,0.22222222,0.1965812,0.30363637,1.5714285,0.47714287,0.7106383,2.3404255,0.67142856,1.0444444,10.67,1.545,2.239,-0.17150891,0.18744142,0.15651359,0.5154639,0.53860223,1.9156287,0.5150337,4.6923127,42.458515,1.1030866,21.305784,1.9782254,1.144257,1.7288297,0.578426,4.6923127,2.0,1.83,1,0.9833
