,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,05/04/2024,05:45,AUSTRALIA - A-LEAGUE,WS Wanderers,Brisbane Roar,2.1,4.0,3.1,1.48,2.6,1.44,2.63,H,A,H
2,AI_LAY_AWAY_RETORNOS,05/04/2024,09:00,CHINA - SUPER LEAGUE,Nantong Zhiyun F.C,Meizhou Hakka,2.05,3.5,3.6,2.0,1.85,1.8,1.95,A,H,D
3,AI_LAY_AWAY_RETORNOS,05/04/2024,14:00,PORTUGAL - LIGA PORTUGAL 2,CD Nacional Funchal,AVS,2.1,3.3,3.0,2.05,1.8,1.8,1.91,D,D,H
4,AI_LAY_AWAY_RETORNOS,05/04/2024,15:00,BELGIUM - CHALLENGER PRO LEAGUE,Waregem,Patro Eisden,2.15,3.4,3.3,1.7,2.1,1.57,2.25,H,H,A
5,AI_LAY_AWAY_RETORNOS,05/04/2024,15:00,BELGIUM - CHALLENGER PRO LEAGUE,Beveren,Anderlecht U23,1.5,4.2,6.0,1.53,2.4,1.67,2.1,H,H,A
6,AI_LAY_AWAY_RETORNOS,05/04/2024,15:00,NETHERLANDS - EERSTE DIVISIE,SC Telstar,Jong PSV Eindhoven,1.85,4.0,3.8,1.44,2.7,1.44,2.63,H,H,D
7,AI_LAY_AWAY_RETORNOS,05/04/2024,15:30,SPAIN - LALIGA2,Elche,Oviedo,1.91,3.2,4.75,2.4,1.53,2.1,1.67,H,D,D
8,AI_LAY_AWAY_RETORNOS,05/04/2024,15:45,IRELAND - PREMIER DIVISION,Bohemians 1905,Waterford,2.05,3.4,3.6,2.05,1.8,1.8,1.95,H,D,D
9,AI_LAY_AWAY_RETORNOS,05/04/2024,15:45,BELGIUM - JUPILER PRO LEAGUE,KV Mechelen,St. Truiden,2.0,3.5,3.6,1.95,1.9,1.75,2.0,D,D,H
10,AI_LAY_AWAY_RETORNOS,05/04/2024,21:10,ARGENTINA - PRIMERA NACIONAL,Colon,Nueva Chicago,1.73,3.2,5.0,2.5,1.5,2.38,1.53,A,H,A
