League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Egyptian Premier,2024-02-26,11:00:00,ZED FC,ENPPI,2.36,3.55,2.98,2.16,1.5,1.27,3.6,1.05,11.0,2.5,1.01,2.5,1.54,1.5,2.48,1.05,10.0,2.02,1.71,7.0,8.6,19.5,4.5,6.4,6.0,13.5,4.4,11.0,10.0,19.0,4.5,4.5,4.5,4.4,4.6,4.2,4.5,4.7,0.42372882,0.33557048,0.28169015,0.4032258,0.6666667,0.4950495,0.5847953,1.2627119,1.5042373,0.7919463,1.1912751,0.6647887,0.8394366,0.8322148,0.5033557,0.16872562,0.11610487,0.20135364,0.08728943,0.09157509,0.6647887,1.1912751,0.7919463,0.9516129,1.4314516,0.8322148,1.2277228,8.89,-0.06974128,0.064116985,0.2654668,0.39932507,0.20084648,0.595175,0.19093484,1.4578751,17.223436,1.3859293,26.104855,1.4578751,0.57,0.62,1,1.0
Turkish Super League,2024-02-26,14:00:00,Galatasaray,Antalyaspor,1.34,10.0,6.2,3.45,1.25,1.66,2.3,1.18,5.5,26.0,1.03,2.64,1.13,2.64,1.53,1.26,4.1,1.9,2.04,18.0,30.0,20.0,15.0,10.0,13.0,32.0,19.5,8.4,9.6,23.0,20.0,10.0,12.0,22.0,26.0,3.9,21.0,16.0,0.74626863,0.16129032,0.1,0.6535948,0.37878788,0.5263158,0.49019608,4.626866,7.4626865,0.21612903,1.6129032,0.134,0.62,0.2467742,0.42580646,0.8672973,0.64456236,0.7636684,0.2345679,0.6041397,0.134,1.6129032,0.21612903,0.875817,6.535948,0.2467742,0.80526316,17.54,-0.27708095,0.21664767,0.07639681,0.5701254,0.7424399,4.340799,0.87041634,10.632742,67.63172,1.569777,-29.030275,10.632742,3.8,4.86,1,1.0
Italian Serie A,2024-02-26,14:30:00,Roma,Torino,2.06,4.6,3.3,2.6,1.54,1.33,3.6,1.07,11.0,8.6,1.11,2.92,1.5,1.63,2.5,1.07,12.0,2.2,1.81,8.8,12.0,28.0,100.0,7.0,7.2,18.0,60.0,10.0,10.5,23.0,80.0,22.0,24.0,48.0,150.0,20.0,23.0,1000.0,0.4854369,0.3030303,0.2173913,0.4,0.61349696,0.45454547,0.5524862,1.6019417,2.2330098,0.6242424,1.3939394,0.4478261,0.7173913,0.75757575,0.4939394,0.3333894,0.23134328,0.3813814,0.16455697,0.13793103,0.4478261,1.3939394,0.6242424,0.824,1.84,0.75757575,1.1363636,9.96,-0.124497995,0.13052209,0.20682731,0.4618474,0.3825657,1.2701181,0.35799462,3.1111412,31.798912,1.2303658,23.50904,3.1111412,1.3,1.24,1,1.0
Polish Ekstraklasa,2024-02-26,15:00:00,Warta Poznan,Radomiak Radom,2.52,3.05,3.05,2.64,1.47,1.35,3.2,1.07,9.4,8.0,1.09,2.66,1.42,1.62,2.2,1.06,3.9,1.99,1.84,8.4,8.6,15.5,4.7,7.8,6.0,11.0,4.6,13.5,10.0,16.5,4.7,4.5,4.5,4.7,5.0,4.4,4.6,5.0,0.3968254,0.32786885,0.32786885,0.45454547,0.61728394,0.5025126,0.54347825,1.2103175,1.2103175,0.8262295,1.0,0.8262295,1.0,0.72131145,0.53114754,0.09264934,0.0951526,0.0951526,0.0,0.16190477,0.8262295,1.0,0.8262295,1.1454545,1.3863636,0.72131145,1.1055276,8.62,-0.061484918,0.0,0.29234338,0.3538283,0.106495,0.30599564,0.15498903,0.7495332,14.842227,0.8202439,16.17216,0.7495332,0.0,0.53,1,1.0
Danish Superliga,2024-02-26,15:00:00,FC Copenhagen,FC Nordsjaelland,1.81,4.8,4.0,3.45,1.29,1.54,2.6,1.15,6.4,13.0,1.05,4.2,1.24,2.16,1.72,1.15,2.82,1.77,2.2,15.0,17.0,32.0,18.0,9.2,8.6,17.0,30.0,10.5,9.4,16.0,16.5,10.0,15.5,26.0,26.0,6.8,16.5,6.6,0.5524862,0.25,0.20833333,0.5813953,0.46296296,0.56497175,0.45454547,2.2099447,2.6519337,0.4525,1.2,0.37708333,0.8333333,0.43,0.54,0.45515713,0.37693632,0.45234492,0.09090909,0.3986014,0.37708333,1.2,0.4525,1.0523256,2.7906976,0.43,0.9717514,10.61,-0.20640905,0.07540057,0.17059378,0.4524034,0.43767557,1.5479126,0.5049194,3.791596,47.59636,0.62225395,-12.407418,3.791596,0.8,2.19,1,1.0
Portuguese Segunda Liga,2024-02-26,15:00:00,Pacos Ferreira,Feirense,1.75,4.6,3.4,2.72,1.46,1.36,3.15,1.07,8.6,8.6,1.08,3.05,1.39,1.75,2.1,1.08,3.6,2.0,1.83,8.6,4.1,4.3,4.6,6.2,7.0,4.1,4.5,8.0,7.8,4.1,4.5,4.1,4.0,4.4,4.6,3.7,4.6,4.7,0.5714286,0.29411766,0.2173913,0.47619048,0.5714286,0.5,0.5464481,1.9428571,2.6285715,0.5147059,1.3529412,0.38043478,0.73913044,0.61764705,0.5147059,0.42127398,0.32038835,0.4488189,0.15,0.23636363,0.38043478,1.3529412,0.5147059,0.8333333,2.1904762,0.61764705,1.05,9.75,-0.16923077,0.12307692,0.17948718,0.47179487,0.44027963,1.4309088,0.43954825,3.5049965,39.522633,0.49497473,9.926246,3.5049965,1.2,1.65,1,1.0
Dutch Eerste Divisie,2024-02-26,16:00:00,Jong FC Utrecht,FC Oss,1.89,4.2,3.65,1.01,1.01,1.46,2.88,1.11,7.4,11.0,1.07,3.7,1.28,1.92,1.87,1.12,3.25,1.83,2.06,5.3,13.0,6.2,4.0,7.8,7.6,5.4,6.6,10.5,8.6,6.0,6.6,17.0,6.0,6.2,6.8,4.7,3.95,4.2,0.52910054,0.2739726,0.23809524,0.53475934,0.5208333,0.5464481,0.4854369,1.931217,2.2222223,0.5178082,1.150685,0.45,0.86904764,0.51232874,0.5260274,0.37329826,0.31768954,0.37931034,0.070063695,0.32246378,0.45,1.150685,0.5178082,1.0106952,2.2459893,0.51232874,1.021858,9.74,-0.18069816,0.056468174,0.19404517,0.4312115,0.3716618,1.206662,0.41408098,2.9557064,41.34778,0.07071068,-1.4320962,2.9557064,0.55,1.76,1,1.0
Dutch Eerste Divisie,2024-02-26,16:00:00,Jong Ajax Amsterdam,SC Telstar,2.04,3.5,3.9,3.8,1.25,1.64,2.36,1.15,4.9,15.0,1.04,2.44,1.16,2.44,1.56,1.24,4.2,1.58,2.5,15.5,14.5,20.0,4.4,10.5,7.4,11.5,4.6,11.5,8.4,11.0,4.7,18.0,14.5,19.5,4.9,3.25,4.0,4.6,0.49019608,0.25641027,0.2857143,0.64102566,0.40983605,0.6329114,0.4,1.9117647,1.7156863,0.52307695,0.8974359,0.58285713,1.1142857,0.4,0.62564105,0.30220583,0.3131313,0.2635379,0.054054055,0.42857143,0.58285713,0.8974359,0.52307695,1.3076923,2.2435896,0.4,0.98734176,9.44,-0.1970339,-0.042372882,0.21610169,0.3707627,0.31113786,0.9790472,0.40953916,2.398166,42.922825,1.2445079,-23.749495,2.398166,0.4,1.86,1,1.0
Spanish Segunda Division,2024-02-26,16:30:00,Mirandes,Huesca,2.32,4.0,2.86,2.26,1.71,1.24,3.9,1.04,14.0,6.0,1.14,2.32,1.65,1.41,3.05,1.04,21.0,2.38,1.64,6.2,3.9,4.8,5.4,5.9,6.4,4.5,5.3,9.2,9.6,5.2,5.4,5.3,5.2,5.3,5.6,5.0,6.0,5.6,0.43103448,0.34965035,0.25,0.32786885,0.7092199,0.42016807,0.6097561,1.2327586,1.7241379,0.8111888,1.3986014,0.58,0.715,1.0664335,0.493007,0.21548483,0.1042471,0.2658228,0.16618076,0.0321489,0.58,1.3986014,0.8111888,0.76065576,1.3114754,1.0664335,1.2815126,9.18,-0.05882353,0.12418301,0.2527233,0.43572986,0.28028473,0.85767126,0.22904448,2.100857,15.109575,2.3193102,39.351753,2.100857,1.14,0.54,1,1.0
Italian Serie A,2024-02-26,16:45:00,Fiorentina,Lazio,2.46,3.5,3.2,2.62,1.53,1.34,3.5,1.07,9.4,9.4,1.11,3.1,1.45,1.71,2.34,1.09,9.4,2.0,1.96,9.6,10.5,20.0,60.0,8.4,7.0,14.0,42.0,13.0,11.0,19.5,55.0,29.0,26.0,46.0,110.0,25.0,48.0,330.0,0.40650406,0.3125,0.2857143,0.42735043,0.5847953,0.5,0.5102041,1.300813,1.4227642,0.76875,1.09375,0.70285714,0.9142857,0.73125,0.534375,0.154655,0.13074204,0.17449665,0.04477612,0.15523465,0.70285714,1.09375,0.76875,1.051282,1.4957265,0.73125,1.17,9.16,-0.08078603,0.03275109,0.26855895,0.38209608,0.1753127,0.5352881,0.19621626,1.3111826,20.304474,0.89095455,17.484426,1.3111826,0.3,0.74,1,1.0
French Ligue 2,2024-02-26,16:45:00,Caen,Angers,2.44,3.4,3.2,2.62,1.46,1.36,3.15,1.07,9.0,9.2,1.08,2.98,1.42,1.62,2.32,1.07,10.5,1.96,1.87,9.0,9.4,16.0,4.9,8.0,6.0,10.5,5.5,11.0,9.6,16.0,4.9,5.5,21.0,4.8,5.8,4.5,4.8,5.2,0.40983605,0.3125,0.29411766,0.43103448,0.61728394,0.5102041,0.53475934,1.3114754,1.3934426,0.7625,1.0625,0.7176471,0.9411765,0.725,0.50625,0.14985947,0.13475177,0.16438356,0.030303031,0.1594203,0.7176471,1.0625,0.7625,1.0517242,1.4655173,0.725,1.1836735,9.04,-0.084070794,0.022123894,0.2699115,0.3761062,0.16808335,0.5064912,0.19001038,1.240645,20.806791,0.98994946,19.290047,1.240645,0.2,0.76,1,1.0
Spanish La Liga,2024-02-26,17:00:00,Girona,Rayo Vallecano,1.65,5.9,4.3,3.35,1.33,1.53,2.62,1.13,6.4,15.5,1.05,4.6,1.26,2.22,1.8,1.2,5.7,1.85,2.12,16.5,21.0,44.0,110.0,9.2,9.2,21.0,65.0,9.6,9.4,19.0,65.0,14.5,15.0,29.0,85.0,7.6,60.0,250.0,0.6060606,0.23255815,0.16949153,0.5555556,0.45045045,0.5405405,0.4716981,2.6060605,3.5757575,0.38372093,1.3720931,0.27966103,0.7288136,0.41860464,0.51627904,0.5733414,0.44537815,0.5629139,0.15686275,0.40983605,0.27966103,1.3720931,0.38372093,0.9166667,3.2777777,0.41860464,0.972973,11.85,-0.22362868,0.13502109,0.1392405,0.4978903,0.54341996,2.1465087,0.6025019,5.257851,52.957523,0.5939697,-11.859779,5.257851,1.6,2.65,1,1.0
Colombian Primera B,2024-02-26,17:00:00,Real Soacha Cundinamarca FC,Internacional de Pal,2.14,3.9,3.15,2.52,1.48,1.32,3.2,1.01,1.01,8.8,1.06,2.92,1.39,1.66,2.16,1.07,9.0,1.91,1.83,8.6,10.0,2.68,3.65,3.05,6.4,14.0,1.93,1.95,9.2,6.0,7.0,6.6,6.0,6.4,7.8,1.55,1.55,7.6,0.46728972,0.31746033,0.25641027,0.46296296,0.60240966,0.5235602,0.5464481,1.4719626,1.8224299,0.6793651,1.2380953,0.548718,0.8076923,0.6857143,0.52698416,0.2552857,0.19092627,0.29139072,0.10638298,0.18644068,0.548718,1.2380953,0.6793651,0.9907407,1.8055556,0.6857143,1.13089,9.19,-0.10990207,0.08161045,0.2328618,0.4243743,0.28831175,0.883195,0.29987544,2.163377,26.793776,0.70710677,14.036243,2.163377,0.75,1.01,1,1.0
Colombian Primera B,2024-02-26,18:00:00,Boca Juniors de Cali,Barranquilla,2.12,3.65,3.2,2.68,1.43,1.36,3.0,1.09,8.8,9.6,1.06,3.25,1.33,1.79,1.99,1.09,3.55,1.8,1.96,10.0,11.0,6.6,1.83,7.4,6.6,13.0,1.87,10.5,9.0,16.0,7.2,6.2,5.9,3.3,7.2,1.55,1.55,7.8,0.4716981,0.3125,0.2739726,0.5025126,0.5586592,0.5555556,0.5102041,1.509434,1.7216982,0.6625,1.140625,0.58082193,0.8767123,0.621875,0.559375,0.24264163,0.20300752,0.26516464,0.06569343,0.23314066,0.58082193,1.140625,0.6625,1.0653267,1.8341708,0.621875,1.1055555,8.97,-0.12040134,0.050167225,0.23634337,0.40691194,0.26298347,0.78632057,0.2969915,1.9260842,28.369047,0.28284273,5.710593,1.9260842,0.45,1.08,1,1.0
