Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,26/08/2023,05:00,Csikszereda M. Ciuc,CSM Resita,1.89,3.42,3.87
2,ROMANIA - LIGA 2,26/08/2023,05:00,Unirea Slobozia,Tunari,1.74,3.54,4.5
3,UZBEKISTAN - SUPER LEAGUE,26/08/2023,10:30,OKMK,Neftchi Fargona,2.01,3.3,3.71
4,SCOTLAND - PREMIERSHIP,26/08/2023,11:00,Celtic,St Johnstone,1.05,15.0,29.0
5,ARGENTINA - PRIMERA NACIONAL,26/08/2023,11:00,Deportivo Madryn,CA Estudiantes,2.1,3.0,4.0
6,ALBANIA - SUPERLIGA,26/08/2023,12:00,Egnatia,Skenderbeu,1.85,3.3,4.26
7,SERBIA - PRVA LIGA,26/08/2023,12:00,Smederevo,Macva,1.98,3.28,3.7
8,SPAIN - LALIGA2,26/08/2023,12:00,Burgos CF,R. Oviedo,2.6,2.88,3.2
9,SLOVENIA - PRVA LIGA,26/08/2023,12:30,Koper,Rogaska,1.48,4.45,6.4
10,SLOVAKIA - NIKE LIGA,26/08/2023,13:00,Dun. Streda,Banska Bystrica,1.55,4.4,5.4
11,BULGARIA - PARVA LIGA,26/08/2023,13:00,Krumovgrad,Lok. Sofia,1.91,3.4,4.2
12,MOROCCO - BOTOLA PRO,26/08/2023,13:00,Olympique de Safi,Hassania Agadir,1.95,3.0,3.8
13,ESTONIA - MEISTRILIIGA,26/08/2023,13:00,Levadia,Tallinna Kalev,1.23,5.75,10.7
14,QATAR - QSL,26/08/2023,14:30,Al-Sadd,Al Ahli Doha,1.22,6.6,10.0
15,POLAND - EKSTRAKLASA,26/08/2023,15:00,Piast Gliwice,Ruch Chorzow,1.55,3.75,6.5
16,MOROCCO - BOTOLA PRO,26/08/2023,15:15,Union Touarga,Renaissance Zemamra,1.83,3.25,3.75
17,SPAIN - PRIMERA RFEF,26/08/2023,15:30,Atl. Madrid B,Antequera,2.05,3.0,3.3
18,ARGENTINA - PRIMERA NACIONAL,26/08/2023,15:30,Def. de Belgrano,Club A. Guemes,1.91,3.4,4.2
19,SPAIN - PRIMERA RFEF,26/08/2023,15:30,Dep. La Coruna,Rayo Majadahonda,1.45,3.8,6.0
20,ARGENTINA - PRIMERA NACIONAL,26/08/2023,16:00,Nueva Chicago,Alvarado,1.95,3.1,4.5
21,VENEZUELA - LIGA FUTVE,26/08/2023,16:00,Dep. Tachira,Metropolitanos,1.74,3.48,4.82
22,ARGENTINA - PRIMERA NACIONAL,26/08/2023,16:10,Chacarita Juniors,Racing Cordoba,1.62,3.75,5.5
23,SPAIN - PRIMERA RFEF,26/08/2023,16:30,Unionistas,Sestao,1.67,3.25,5.0
24,BRAZIL - SERIE B,26/08/2023,17:00,Tombense,Ceara,2.46,3.08,3.1
25,BRAZIL - SERIE A,26/08/2023,18:30,Flamengo RJ,Internacional,1.45,4.2,7.5
26,ARGENTINA - PRIMERA NACIONAL,26/08/2023,19:00,Estudiantes Rio Cuarto,Patronato,1.95,3.2,4.33
27,COSTA RICA - PRIMERA DIVISION,26/08/2023,19:00,Sporting San Jose,Liberia,1.83,3.4,3.8
28,ARGENTINA - COPA DE LA LIGA PROFESIONAL,26/08/2023,19:00,Newells Old Boys,Lanus,2.25,3.1,3.4
29,USA - MLS,26/08/2023,20:30,Atlanta Utd,Nashville SC,2.1,3.4,3.5
30,BRAZIL - SERIE A,26/08/2023,21:00,Corinthians,Goias,2.05,3.3,3.75
31,MEXICO - LIGA MX,26/08/2023,22:00,Club America,Club Leon,1.75,3.8,4.33
32,PERU - LIGA 1,26/08/2023,22:30,Alianza Lima,Alianza Atl.,1.29,5.25,10.0
