,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,30/06/2023,15:30,EGYPT - PREMIER LEAGUE,El Gaish,Ceramica Cleopatra,2.43,2.92,3.3,2.45,2.08
2,30/06/2023,17:30,PERU - LIGA 1,Cajamarca,Sport Huancayo,2.6,3.1,2.9,2.05,1.8
