Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,CAMEROON - ELITE ONE,23/04/2024,12:00,UMS de Loum,Union Douala,2.52,2.82,2.8
2,ROMANIA - LIGA 1,23/04/2024,13:30,FC Botosani,Din. Bucuresti,2.38,3.0,3.1
3,EGYPT - PREMIER LEAGUE,23/04/2024,14:00,Al Ahly,Ceramica Cleopatra,2.3,3.1,3.05
4,ARGENTINA - PRIMERA NACIONAL,23/04/2024,19:00,Ferro,Alvarado,1.91,3.0,4.75
5,SOUTH AMERICA - COPA LIBERTADORES,23/04/2024,19:00,Estudiantes L.P. (Arg),Gremio (Bra),2.02,3.35,3.9
6,SOUTH AMERICA - COPA LIBERTADORES,23/04/2024,21:00,Atletico-MG (Bra),Penarol (Uru),1.42,4.45,8.5
7,SOUTH AMERICA - COPA SUDAMERICANA,23/04/2024,21:00,Deportivo Garcilaso (Per),Cuiaba (Bra),2.05,3.25,3.75
8,SOUTH AMERICA - COPA SUDAMERICANA,23/04/2024,21:00,Sportivo Trinidense (Par),Nacional Potosi (Bol),1.45,4.33,7.0
9,SOUTH AMERICA - COPA SUDAMERICANA,23/04/2024,21:30,Argentinos Jrs (Arg),Corinthians (Bra),2.3,3.2,3.1
10,SOUTH AMERICA - COPA LIBERTADORES,23/04/2024,21:30,Colo Colo (Chi),Alianza Lima (Per),1.6,3.85,6.1
11,SOUTH AMERICA - COPA LIBERTADORES,23/04/2024,23:00,Junior (Col),LDU Quito (Ecu),2.1,3.4,3.6
