,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ANDORRA - PRIMERA DIVISIÓ,28/01/2024,07:00,Inter Escaldes,Pas de la Casa,1.05,9.25,21.0
2,SPAIN - PRIMERA RFEF,28/01/2024,08:00,Baleares,Sanluqueno,2.7,2.7,2.7
3,ANDORRA - PRIMERA DIVISIÓ,28/01/2024,09:30,Esperanca,Atletic Escaldes,16.0,7.2,1.1
4,BELGIUM - CHALLENGER PRO LEAGUE,28/01/2024,09:30,Beerschot VA,Club Brugge KV U23,1.36,4.5,7.5
5,MALTA - PREMIER LEAGUE,28/01/2024,10:00,Naxxar,Marsaxlokk,4.3,3.45,1.75
6,ITALY - SERIE C,28/01/2024,10:00,Triestina,Pergolettese,1.6,3.6,5.8
7,MALTA - PREMIER LEAGUE,28/01/2024,10:00,Hibernians,Gzira,2.18,3.15,3.15
8,MALTA - PREMIER LEAGUE,28/01/2024,12:15,Sliema,Birkirkara,2.72,3.0,2.57
9,SPAIN - PRIMERA RFEF,28/01/2024,14:00,Castellon,Antequera,1.5,3.4,6.5
10,JAMAICA - PREMIER LEAGUE,28/01/2024,17:00,Treasure Beach,Portmore,4.15,3.3,1.82
11,NICARAGUA - LIGA PRIMERA,28/01/2024,18:00,Matagalpa,UNAN-Managua,,,
12,JAMAICA - PREMIER LEAGUE,28/01/2024,18:00,Waterhouse,Lime Hall Academy,1.38,4.4,7.2
13,JAMAICA - PREMIER LEAGUE,28/01/2024,20:00,Cavalier,Montego Bay,1.62,3.55,5.3
