Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,31/08/2024,07:00,SOUTH KOREA - K LEAGUE 2,Cheongju,Suwon Bluewings,3.9,3.2,1.85,2.0,1.8,1.91,1.06,1.4,1.3,7.0,1.1
2,31/08/2024,08:00,THAILAND - THAI LEAGUE 1,Nong Bua Pitchaya,Muang Thong Utd,3.35,3.8,1.93,1.55,1.52,2.37,1.03,1.3,1.18,3.8,1.23
3,31/08/2024,08:30,ENGLAND - CHAMPIONSHIP,Cardiff,Middlesbrough,3.75,3.7,1.9,1.9,1.8,1.91,1.05,1.36,1.29,6.0,1.13
4,31/08/2024,09:00,RUSSIA - PREMIER LEAGUE,Khimki,CSKA Moscow,4.82,4.06,1.78,1.88,1.77,2.0,1.01,1.36,1.24,5.3,1.11
5,31/08/2024,10:00,SAN MARINO - CAMPIONATO SAMMARINESE,Cailungo,Faetano,3.8,3.65,1.75,1.6,1.59,2.29,1.03,1.29,1.17,4.8,1.13
6,31/08/2024,10:00,AZERBAIJAN - PREMIER LEAGUE,Shamakhi,Neftci Baku,5.1,3.65,1.62,2.07,2.07,1.6,1.04,1.42,1.37,7.5,1.04
7,31/08/2024,11:00,SCOTLAND - CHAMPIONSHIP,Dunfermline,Ayr,4.2,3.5,1.85,1.85,1.73,2.0,1.05,1.36,1.25,5.5,1.13
8,31/08/2024,11:00,SCOTLAND - CHAMPIONSHIP,Morton,Falkirk,3.8,3.7,1.85,1.93,1.8,1.91,1.05,1.36,1.29,6.0,1.11
9,31/08/2024,11:00,ENGLAND - PREMIER LEAGUE,Leicester,Aston Villa,4.33,3.8,1.75,1.67,1.67,2.1,1.04,1.3,1.22,5.0,1.17
10,31/08/2024,11:00,ENGLAND - CHAMPIONSHIP,Portsmouth,Sunderland,3.4,3.7,2.0,2.03,1.83,1.83,1.06,1.4,1.33,7.0,1.1
11,31/08/2024,13:45,SCOTLAND - PREMIERSHIP,Ross County,Aberdeen,3.8,3.6,1.91,1.73,1.67,2.1,1.04,1.33,1.22,5.0,1.17
12,31/08/2024,15:45,ITALY - SERIE C,Union Clodiense,Triestina,4.25,3.45,1.8,2.15,2.02,1.7,1.08,1.5,1.39,6.6,1.08
13,31/08/2024,20:00,USA - USL CHAMPIONSHIP,Miami FC,Monterey Bay,3.4,3.55,1.91,1.65,1.57,2.25,1.04,1.32,1.21,4.2,1.19
14,31/08/2024,20:00,PARAGUAY - PRIMERA DIVISION,Guarani,Cerro Porteno,3.9,3.3,1.95,2.1,1.91,1.8,1.07,1.44,1.36,8.0,1.08
15,31/08/2024,22:00,USA - USL CHAMPIONSHIP,San Antonio,Charleston,3.45,3.45,1.93,1.8,1.7,2.05,1.05,1.37,1.27,4.9,1.14
16,31/08/2024,23:00,COSTA RICA - PRIMERA DIVISION,AD Santos,Herediano,4.33,3.7,1.7,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
