Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,27/10/2023,09:00,INDONESIA - LIGA 1,Barito Putera,Persikabo 1973,1.53,4.1,5.2,1.6,1.7,1.93,12.0,1.29,1.19,3.7,1.19
2,27/10/2023,10:30,BULGARIA - PARVA LIGA,CSKA Sofia,Arda,1.5,4.0,7.5,2.2,2.38,1.53,1.08,1.44,1.36,9.0,1.07
3,27/10/2023,10:30,UZBEKISTAN - SUPER LEAGUE,Nasaf Qarshi,Metallurg Bekabad,1.4,4.1,7.7,1.93,2.25,1.5,1.03,1.42,1.32,6.7,1.06
4,27/10/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Taee,Al Riyadh,1.6,3.8,5.25,1.7,1.73,2.0,1.01,1.33,1.2,4.5,1.17
5,27/10/2023,12:30,SLOVENIA - PRVA LIGA,Celje,Domzale,1.47,4.25,6.0,1.62,1.75,1.98,1.04,1.32,1.2,4.1,1.19
6,27/10/2023,13:00,POLAND - DIVISION 1,Wisla Plock,Chrobry Glogow,1.5,4.0,5.25,1.7,1.83,1.83,1.04,1.33,1.22,5.0,1.17
7,27/10/2023,14:30,SWITZERLAND - CHALLENGE LEAGUE,Wil,Baden,1.45,4.45,6.0,1.57,1.75,1.98,1.03,1.31,1.19,3.9,1.21
8,27/10/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Willem II,Jong PSV,1.53,4.33,6.0,1.57,1.67,2.1,1.03,1.29,1.17,4.33,1.2
9,27/10/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Roda,Jong Ajax,1.45,5.25,5.75,1.36,1.53,2.38,1.01,1.22,1.1,3.0,1.36
10,27/10/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hilal,Al Ahli SC,1.44,5.0,6.0,1.44,1.62,2.2,1.02,1.25,1.13,3.5,1.29
11,27/10/2023,15:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Jong AZ,1.57,4.2,5.75,1.57,1.67,2.1,1.03,1.29,1.17,4.33,1.2
12,27/10/2023,15:15,SWITZERLAND - CHALLENGE LEAGUE,Aarau,Schaffhausen,1.6,4.15,4.7,1.55,1.62,2.18,1.03,1.3,1.18,3.8,1.23
13,27/10/2023,15:45,SCOTLAND - CHAMPIONSHIP,Dundee Utd,Arbroath,1.53,4.0,5.25,1.8,1.83,1.83,1.02,1.36,1.25,5.0,1.14
14,27/10/2023,21:30,BRAZIL - SERIE B,Novorizontino,Ponte Preta,1.55,3.65,6.2,2.22,2.25,1.57,1.09,1.52,1.4,6.7,1.07
15,27/10/2023,21:30,BRAZIL - SERIE B,Guarani,Botafogo SP,1.6,3.45,6.2,2.57,2.62,1.44,1.12,1.6,1.53,8.0,1.05
16,27/10/2023,22:10,COLOMBIA - PRIMERA A,Deportes Tolima,U. Magdalena,1.4,4.5,8.5,1.93,2.1,1.67,1.05,1.36,1.29,6.5,1.11
