Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,19/04/2024,13:00,POLAND - DIVISION 1,Polonia Warszawa,Zaglebie Sosnowiec,1.83,3.6,3.8,1.9,1.8,1.91,1.05,1.36,1.29,6.5,1.11
2,19/04/2024,21:00,BRAZIL - SERIE B,Operario,Avai,2.27,3.2,3.15,2.35,2.0,1.72,1.1,1.55,1.45,7.5,1.07
