,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,08/10/2023,00:10,MEXICO - LIGA MX,Cruz Azul,U.N.A.M.- Pumas,2.2,3.6,3.1,1.7,1.57,2.25,1.04,1.33,1.2,5.0,1.17
2,08/10/2023,03:00,SOUTH KOREA - K LEAGUE 1,Daejeon,Jeju Utd,2.38,3.4,2.88,1.7,1.53,2.38,1.04,1.33,1.2,5.0,1.17
3,08/10/2023,05:00,INDONESIA - LIGA 1,PSM Makassar,Madura United,2.07,3.35,3.2,1.75,1.6,2.05,1.01,1.39,1.24,5.75,1.09
4,08/10/2023,07:00,SPAIN - PRIMERA RFEF,Baleares,Murcia,3.8,3.1,1.95,2.38,2.2,1.62,1.1,1.53,1.44,8.5,1.05
5,08/10/2023,07:00,PORTUGAL - LIGA PORTUGAL 2,FC Porto B,Torreense,2.3,3.3,2.8,2.05,1.8,1.91,1.06,1.44,1.33,8.0,1.08
6,08/10/2023,08:00,SWEDEN - SUPERETTAN,AFC Eskilstuna,Landskrona,2.55,3.5,2.6,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
7,08/10/2023,10:00,POLAND - DIVISION 1,R. Rzeszow,Tychy,2.9,3.4,2.2,1.85,1.67,2.1,1.04,1.36,1.25,6.0,1.13
8,08/10/2023,10:00,FINLAND - VEIKKAUSLIIGA,VPS,HJK,2.8,3.4,2.45,1.83,1.62,2.2,1.04,1.36,1.25,6.0,1.13
9,08/10/2023,10:00,NORWAY - OBOS-LIGAEN,Asane,Fredrikstad,3.8,3.6,1.95,1.7,1.62,2.2,1.04,1.33,1.2,5.0,1.17
10,08/10/2023,10:00,NORWAY - OBOS-LIGAEN,KFUM Oslo,Bryne,1.7,4.0,4.75,1.62,1.62,2.2,1.03,1.3,1.18,4.5,1.18
11,08/10/2023,10:00,NORWAY - OBOS-LIGAEN,Ranheim,Jerv,1.85,3.8,4.0,1.48,1.44,2.63,1.02,1.25,1.13,3.5,1.29
12,08/10/2023,10:00,ENGLAND - PREMIER LEAGUE,Brighton,Liverpool,3.4,3.8,2.0,1.36,1.36,3.0,1.02,1.2,1.1,3.0,1.4
13,08/10/2023,11:30,SWITZERLAND - SUPER LEAGUE,Young Boys,Basel,1.5,5.0,5.5,1.4,1.57,2.25,1.02,1.22,1.13,3.4,1.3
14,08/10/2023,12:30,SLOVAKIA - NIKE LIGA,Dun. Streda,Podbrezova,1.85,3.45,4.1,1.7,1.57,2.27,1.05,1.38,1.22,4.3,1.19
15,08/10/2023,12:30,SLOVENIA - PRVA LIGA,O. Ljubljana,Radomlje,1.4,4.65,6.5,1.55,1.78,1.93,1.03,1.3,1.18,3.8,1.22
16,08/10/2023,13:00,RUSSIA - PREMIER LEAGUE,Akhmat Grozny,Rubin Kazan,1.96,3.81,4.14,1.99,1.79,1.98,1.02,1.39,1.26,5.9,1.08
17,08/10/2023,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Saburtalo Tbilisi,Dinamo Batumi,3.45,3.55,1.87,1.72,1.67,2.15,1.01,1.34,1.22,5.5,1.11
18,08/10/2023,13:00,SLOVAKIA - NIKE LIGA,Slovan Bratislava,Trencin,1.6,4.1,5.0,1.6,1.6,2.18,1.04,1.31,1.19,3.9,1.23
19,08/10/2023,13:00,URUGUAY - PRIMERA DIVISION,Plaza Colonia,Danubio,3.4,3.25,2.15,2.2,1.91,1.8,1.07,1.5,1.36,9.0,1.07
20,08/10/2023,14:15,BELGIUM - CHALLENGER PRO LEAGUE,Lierse K.,Deinze,3.1,3.8,1.91,1.57,1.53,2.38,1.03,1.29,1.17,4.0,1.22
21,08/10/2023,15:15,SLOVENIA - PRVA LIGA,Koper,Aluminij,1.65,3.8,4.65,1.85,1.85,1.85,1.06,1.4,1.28,5.2,1.13
22,08/10/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Aldosivi,Deportivo Maipu,2.9,3.1,2.63,2.25,1.91,1.8,1.08,1.5,1.4,10.0,1.06
23,08/10/2023,15:45,ITALY - SERIE C,Rimini,Recanatese,2.18,3.1,3.35,2.2,1.9,1.8,1.09,1.52,1.4,6.6,1.08
24,08/10/2023,15:45,ITALY - SERIE C,Monopoli,Foggia,2.8,3.4,2.32,1.8,1.65,2.1,1.05,1.39,1.27,4.9,1.14
25,08/10/2023,18:00,PARAGUAY - PRIMERA DIVISION,Resistencia,Sportivo Trinidense,3.0,3.3,2.15,1.98,1.8,1.91,1.05,1.4,1.3,7.0,1.1
26,08/10/2023,20:00,CHILE - PRIMERA DIVISION,A. Italiano,Nublense,2.3,3.25,3.2,2.1,1.83,1.83,1.07,1.44,1.36,8.0,1.08
