Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,28/10/2023,07:00,VIETNAM - V.LEAGUE 1,Gia Lai,Cong An,4.55,3.55,1.7,1.87,1.8,1.8,1.02,1.39,1.28,6.05,1.08
2,28/10/2023,08:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Samtredia,Dinamo Batumi,4.3,3.95,1.6,1.55,1.57,2.34,1.01,1.24,1.15,3.74,1.21
3,28/10/2023,08:00,VIETNAM - V.LEAGUE 1,Khanh Hoa,Nam Dinh,3.75,3.2,1.95,2.0,1.82,1.8,1.03,1.45,1.34,6.85,1.06
4,28/10/2023,10:00,MALTA - PREMIER LEAGUE,Valletta,Hamrun,4.75,3.7,1.65,1.93,1.98,1.65,1.05,1.42,1.32,6.85,1.07
5,28/10/2023,10:00,SWEDEN - ALLSVENSKAN,Brommapojkarna,Djurgarden,4.2,3.8,1.83,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
6,28/10/2023,10:00,THAILAND - THAI LEAGUE 1,Uthai Thani,Muang Thong Utd,3.3,3.65,1.98,1.57,1.5,2.42,1.03,1.31,1.18,3.8,1.22
7,28/10/2023,11:00,SPAIN - PRIMERA RFEF,San Fernando,Castellon,4.33,3.6,1.73,2.05,2.0,1.73,1.06,1.4,1.33,6.5,1.1
8,28/10/2023,11:00,ESTONIA - MEISTRILIIGA,Kalju,Levadia,3.65,3.45,1.83,1.87,1.8,1.96,1.02,1.4,1.29,6.25,1.07
9,28/10/2023,12:00,ALBANIA - SUPERLIGA,Teuta,Partizani,3.5,3.4,1.88,1.9,1.8,1.96,1.02,1.42,1.29,6.1,1.09
10,28/10/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al-Shabbab,Al-Muharraq,4.65,3.65,1.7,2.0,1.95,1.75,1.07,1.44,1.34,5.9,1.1
11,28/10/2023,13:15,BELGIUM - JUPILER PRO LEAGUE,Eupen,Charleroi,3.4,3.75,2.0,1.62,1.57,2.25,1.03,1.3,1.18,4.5,1.18
12,28/10/2023,13:30,SCOTLAND - LEAGUE ONE,Montrose,Hamilton,5.75,4.2,1.55,1.62,1.73,2.0,1.01,1.3,1.17,4.33,1.2
13,28/10/2023,13:30,ENGLAND - PREMIER LEAGUE,Wolves,Newcastle,4.0,4.0,1.8,1.67,1.67,2.1,1.04,1.3,1.22,5.0,1.17
14,28/10/2023,14:30,ROMANIA - LIGA 1,Petrolul,FCSB,4.2,3.4,1.83,1.95,1.8,1.91,1.05,1.4,1.29,6.5,1.11
15,28/10/2023,16:30,PORTUGAL - LIGA PORTUGAL,Gil Vicente,Braga,4.2,4.0,1.73,1.57,1.57,2.25,1.03,1.29,1.17,4.0,1.22
