,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,06/01/2024,03:30,WS Wanderers,Central Coast Mariners,2.3,3.8,2.75,1.5,2.5,1.44,1.25,2.63,2.2,1.0,2.1,1.6,0.435,0.263,0.364,0.667,0.8,0.199,0.1,-0.6,1,0.7854
2,AUSTRALIA - A-LEAGUE,06/01/2024,05:45,Brisbane Roar,Sydney FC,2.63,4.0,2.38,1.5,2.5,1.44,1.25,2.63,1.4,0.9,1.3,1.6,0.38,0.25,0.42,0.667,0.8,0.207,0.1,-0.7,1,0.6664
3,AUSTRALIA - A-LEAGUE,06/01/2024,07:45,Perth Glory,Melbourne Victory,4.2,4.33,1.7,1.53,2.4,1.57,1.22,2.25,1.9,1.9,1.5,1.7,0.238,0.231,0.588,0.654,0.82,0.473,0.4,0.2,1,0.8046
4,SCOTLAND - LEAGUE TWO,06/01/2024,12:00,Dumbarton,East Fife,1.83,3.6,3.75,1.93,1.93,1.83,1.11,1.83,1.4,0.6,1.2,1.5,0.546,0.278,0.267,0.518,0.901,0.355,0.2,-0.9,1,0.8847
5,SCOTLAND - LEAGUE TWO,06/01/2024,12:00,Clyde,Bonnyrigg Rose,2.75,3.8,2.1,1.88,1.98,1.8,1.13,1.91,0.8,2.0,0.9,1.5,0.364,0.263,0.476,0.532,0.885,0.237,-0.1,0.5,1,0.7501
6,SCOTLAND - LEAGUE TWO,06/01/2024,12:00,Peterhead,Spartans,2.45,3.6,2.45,1.8,2.0,1.67,1.14,2.1,1.7,1.1,2.0,1.625,0.408,0.278,0.408,0.556,0.877,0.168,-0.3,-0.525,1,0.6119
7,SCOTLAND - LEAGUE TWO,06/01/2024,12:00,Stenhousemuir,Forfar Athletic,1.6,3.8,4.75,2.0,1.85,2.0,1.1,1.73,1.9,1.1,0.7,1.0,0.625,0.263,0.211,0.5,0.909,0.503,1.2,0.1,1,0.6947
8,SCOTLAND - LEAGUE TWO,06/01/2024,12:00,Elgin City,Stranraer,2.6,3.8,2.25,1.93,1.93,1.8,1.11,1.91,1.1,0.8,0.9,2.8,0.385,0.263,0.444,0.518,0.901,0.207,0.2,-2.0,1,0.6248
