,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,04/08/2023,15:15,BULGARIA - PARVA LIGA,Botev Plovdiv,Arda,2.3,3.25,3.2,1.98,1.73,2.0
2,04/08/2023,15:45,SCOTLAND - CHAMPIONSHIP,Arbroath,Dundee Utd,3.4,3.25,2.0,2.03,1.83,1.83
3,04/08/2023,21:00,ECUADOR - LIGA PRO,Libertad,Emelec,2.63,3.2,2.45,1.95,1.73,2.0
4,04/08/2023,22:00,PANAMA - LPF,UMECIT,Deportivo Universitario,1.99,3.18,3.81,2.32,2.04,1.74
