,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/04/2024,00:00,MEXICO - LIGA MX,Atl. San Luis,Toluca,3.75,3.8,1.85,1.48,1.5,2.5,1.02,1.25,1.14,3.75,1.25
2,20/04/2024,02:30,AUSTRALIA - A-LEAGUE,WS Wanderers,Melbourne City,3.3,4.0,2.0,1.44,1.44,2.63,1.02,1.25,1.14,3.75,1.29
3,20/04/2024,06:45,AUSTRALIA - A-LEAGUE,Macarthur FC,Sydney FC,4.33,4.2,1.67,1.36,1.4,2.75,1.02,1.2,1.1,3.0,1.4
4,20/04/2024,08:00,THAILAND - THAI LEAGUE 1,Pathum United,Chonburi,1.45,4.5,5.8,1.6,1.75,1.95,1.03,1.31,1.19,4.0,1.21
5,20/04/2024,08:30,ENGLAND - CHAMPIONSHIP,Leicester,West Brom,1.6,4.0,5.75,1.8,1.8,1.91,1.04,1.33,1.25,5.5,1.14
6,20/04/2024,08:30,THAILAND - THAI LEAGUE 1,Police Tero,Uthai Thani,3.05,3.65,2.07,1.57,1.52,2.37,1.04,1.31,1.19,3.95,1.21
7,20/04/2024,09:00,INDONESIA - LIGA 1,PSS Sleman,Dewa United,2.27,3.3,2.9,1.6,1.47,2.32,1.01,1.3,1.2,3.7,1.19
15,20/04/2024,10:00,SWEDEN - ALLSVENSKAN,Goteborg,Norrkoping,1.83,3.75,4.2,1.93,1.8,1.95,1.05,1.36,1.29,6.5,1.11
14,20/04/2024,10:00,SWEDEN - SUPERETTAN,Ostersund,Orgryte,1.95,3.3,3.75,1.98,1.75,2.0,1.05,1.4,1.29,6.5,1.11
13,20/04/2024,10:00,BELGIUM - CHALLENGER PRO LEAGUE,Anderlecht U23,Club Brugge KV U23,1.85,4.0,3.4,1.5,1.5,2.5,1.02,1.25,1.14,3.75,1.25
12,20/04/2024,10:00,SWEDEN - ALLSVENSKAN,Sirius,Varnamo,1.73,3.75,4.5,1.65,1.62,2.2,1.03,1.3,1.18,4.5,1.18
11,20/04/2024,10:00,FINLAND - YKKONEN,Rovaniemi,JJK Jyvaskyla,2.9,3.75,2.0,1.62,1.57,2.25,1.03,1.3,1.18,4.5,1.18
10,20/04/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,Rijnsburgse Boys,ACV Assen,2.77,3.8,2.15,1.53,1.5,2.27,1.01,1.26,1.16,3.6,1.2
9,20/04/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,Quick Boys,Kozakken Boys,1.31,5.0,7.7,1.5,1.83,1.78,1.01,1.24,1.15,3.45,1.22
8,20/04/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,AFC,Katwijk,2.8,3.7,2.18,1.62,1.55,2.15,1.01,1.3,1.2,4.71,1.15
22,20/04/2024,11:00,NORWAY - OBOS-LIGAEN,Raufoss,Bryne,2.63,3.4,2.55,2.0,1.73,2.0,1.06,1.4,1.3,7.0,1.1
28,20/04/2024,11:00,ENGLAND - LEAGUE ONE,Charlton,Shrewsbury,1.75,3.6,4.75,2.03,1.95,1.8,1.06,1.4,1.3,7.0,1.1
27,20/04/2024,11:00,ENGLAND - LEAGUE ONE,Leyton Orient,Fleetwood,2.2,3.6,3.1,1.85,1.7,2.05,1.04,1.36,1.25,6.0,1.13
26,20/04/2024,11:00,ENGLAND - LEAGUE ONE,Portsmouth,Wigan,1.67,4.0,4.75,1.73,1.8,1.95,1.04,1.33,1.22,5.5,1.14
25,20/04/2024,11:00,ENGLAND - LEAGUE TWO,Grimsby,Swindon,1.95,3.6,3.8,1.67,1.53,2.38,1.03,1.3,1.2,5.0,1.17
20,20/04/2024,11:00,ENGLAND - PREMIER LEAGUE,Sheffield Utd,Burnley,2.7,3.6,2.45,1.73,1.57,2.25,1.04,1.33,1.22,5.0,1.17
24,20/04/2024,11:00,ICELAND - BESTA DEILD KARLA,Kopavogur,Hafnarfjordur,3.55,4.15,1.8,1.44,1.45,2.55,1.02,1.25,1.14,3.2,1.3
19,20/04/2024,11:00,SCOTLAND - LEAGUE TWO,Elgin City,Peterhead,2.8,3.4,2.25,2.0,1.8,1.91,1.03,1.4,1.3,6.5,1.1
18,20/04/2024,11:00,BELGIUM - JUPILER PRO LEAGUE,Leuven,St. Truiden,2.63,3.3,2.63,1.75,1.62,2.2,1.04,1.36,1.22,5.5,1.14
17,20/04/2024,11:00,SCOTLAND - CHAMPIONSHIP,Partick Thistle,Airdrieonians,2.1,3.4,3.1,1.83,1.67,2.1,1.02,1.36,1.25,5.0,1.14
16,20/04/2024,11:00,SCOTLAND - CHAMPIONSHIP,Dunfermline,Queen's Park,2.05,3.5,3.1,1.73,1.67,2.1,1.01,1.33,1.22,5.0,1.14
21,20/04/2024,11:00,NORWAY - OBOS-LIGAEN,Sogndal,Moss,1.75,3.8,4.0,1.73,1.73,2.0,1.04,1.33,1.22,5.5,1.14
23,20/04/2024,11:00,ENGLAND - CHAMPIONSHIP,Watford,Hull,2.9,3.5,2.38,1.85,1.67,2.1,1.05,1.36,1.25,5.5,1.14
29,20/04/2024,12:30,FINLAND - VEIKKAUSLIIGA,VPS,Gnistan,1.95,3.5,3.75,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
30,20/04/2024,13:00,SWITZERLAND - CHALLENGE LEAGUE,Vaduz,Wil,2.37,3.55,2.65,1.62,1.52,2.37,1.04,1.32,1.2,4.05,1.2
31,20/04/2024,13:15,BELGIUM - JUPILER PRO LEAGUE,Westerlo,St. Liege,2.75,3.4,2.5,1.73,1.57,2.25,1.04,1.33,1.22,5.5,1.14
32,20/04/2024,13:30,SCOTLAND - LEAGUE ONE,Cove Rangers,Alloa,2.55,3.75,2.25,1.5,1.44,2.63,21.0,1.25,1.14,3.75,1.25
34,20/04/2024,15:00,BELGIUM - JUPILER PRO LEAGUE,Gent,KV Mechelen,1.57,4.0,5.75,1.65,1.7,2.05,1.03,1.3,1.18,4.5,1.18
33,20/04/2024,15:00,BRAZIL - BRASILEIRO WOMEN,Avai Kindermann W,Santos W,5.6,4.2,1.45,1.44,1.57,2.25,1.01,1.23,1.11,3.81,1.22
35,20/04/2024,16:00,CHILE - PRIMERA DIVISION,Cobresal,Nublense,2.6,3.25,2.7,1.9,1.67,2.1,1.05,1.36,1.25,6.0,1.13
36,20/04/2024,17:00,USA - USL CHAMPIONSHIP,Loudoun,Louisville City,3.45,3.7,1.91,1.7,1.65,2.12,1.04,1.35,1.23,4.5,1.17
37,20/04/2024,20:15,PANAMA - LPF,Deportivo Universitario,Veraguas,1.85,3.4,3.95,1.83,1.7,1.93,1.01,1.35,1.26,6.1,1.09
38,20/04/2024,20:30,USA - MLS,Atlanta Utd,FC Cincinnati,1.95,3.75,3.5,1.7,1.62,2.2,1.04,1.33,1.22,5.0,1.17
39,20/04/2024,20:30,USA - MLS,Toronto FC,New England Revolution,2.5,3.4,2.8,1.75,1.62,2.2,1.04,1.33,1.22,5.5,1.14
41,20/04/2024,21:00,USA - USL CHAMPIONSHIP,Memphis,Monterey Bay,1.87,3.65,3.65,1.7,1.62,2.15,1.04,1.35,1.22,4.4,1.17
40,20/04/2024,21:00,USA - USL CHAMPIONSHIP,Las Vegas Lights,Rhode Island,2.2,3.5,2.95,1.65,1.53,2.35,1.04,1.34,1.21,4.15,1.19
42,20/04/2024,21:30,CHILE - PRIMERA DIVISION,Coquimbo,O'Higgins,2.38,3.3,3.0,2.05,1.8,1.91,1.07,1.44,1.33,8.0,1.08
43,20/04/2024,21:30,USA - MLS,Chicago Fire,Real Salt Lake,2.38,3.6,2.88,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
44,20/04/2024,21:30,USA - MLS,Sporting Kansas City,St. Louis City,1.91,3.6,3.8,1.65,1.62,2.2,1.03,1.3,1.18,4.5,1.18
45,20/04/2024,22:05,MEXICO - LIGA MX,Guadalajara Chivas,Queretaro,1.8,3.75,4.2,1.75,1.7,2.05,1.04,1.33,1.22,5.5,1.14
