Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,FIJI - PREMIER LEAGUE,14/04/2024,00:00,Tailevu Naitasiri,Nasinu,1.5,4.25,4.8
2,AUSTRALIA - A-LEAGUE,14/04/2024,02:00,Melbourne City,Perth Glory,1.36,5.25,7.5
3,PHILIPPINES - PFL,14/04/2024,05:00,Davao Aguilas,Mendiola FC 1991,2.0,3.25,3.25
4,MONGOLIA - PREMIER LEAGUE,14/04/2024,05:15,Falcons,Khaan Khuns-Erchim,1.31,4.55,8.0
5,ANDORRA - PRIMERA DIVISIÓ,14/04/2024,06:00,Atletic Escaldes,Ordino,1.34,4.8,6.5
6,RUSSIA - PREMIER LEAGUE,14/04/2024,06:00,Orenburg,Pari NN,2.09,3.39,4.16
7,BELARUS - VYSSHAYA LIGA,14/04/2024,08:00,Naftan,Smorgon,2.17,3.56,3.23
8,CHINA - SUPER LEAGUE,14/04/2024,08:35,Cangzhou,Qingdao West Coast,1.8,3.75,4.5
9,ITALY - SERIE C,14/04/2024,09:00,Pineto,Juventus U23,2.65,2.77,2.7
10,SWEDEN - ALLSVENSKAN,14/04/2024,09:00,Norrkoping,GAIS,2.2,3.6,3.1
11,SWITZERLAND - CHALLENGE LEAGUE,14/04/2024,09:15,Wil,Stade Nyonnais,1.98,3.5,3.5
12,AZERBAIJAN - PREMIER LEAGUE,14/04/2024,09:30,Sabail,Kapaz,1.87,3.45,3.75
13,NORTH MACEDONIA - 1. MFL,14/04/2024,10:00,Shkendija,Sileks,1.72,3.35,4.75
14,POLAND - EKSTRAKLASA,14/04/2024,10:00,Jagiellonia,Cracovia,1.65,3.75,4.5
15,ENGLAND - PREMIER LEAGUE,14/04/2024,10:00,Liverpool,Crystal Palace,1.22,7.0,12.0
16,PORTUGAL - LIGA PORTUGAL 2,14/04/2024,10:00,Mafra,Feirense,1.75,3.5,4.2
17,SERBIA - PRVA LIGA,14/04/2024,11:00,Mladost GAT,Kolubara,1.57,3.35,5.7
18,MALTA - PREMIER LEAGUE,14/04/2024,11:15,Naxxar,Sirens,1.6,3.65,5.3
19,SWEDEN - ALLSVENSKAN,14/04/2024,11:30,Djurgarden,Sirius,1.65,4.0,5.0
20,GHANA - PREMIER LEAGUE,14/04/2024,12:00,Nations FC,Bofoakwa Tano,1.36,3.9,8.5
21,POLAND - DIVISION 1,14/04/2024,13:00,Podbeskidzie,Polonia Warszawa,2.05,3.3,3.25
22,SPAIN - PRIMERA RFEF,14/04/2024,13:00,Recreativo Huelva,Real Madrid B,2.2,2.88,3.2
23,SENEGAL - LIGUE 1,14/04/2024,13:30,Jaraaf,Casa,1.62,3.15,5.8
24,ICELAND - BESTA DEILD KARLA,14/04/2024,14:00,Kopavogur,Akranes,2.42,3.8,2.47
25,SPAIN - PRIMERA RFEF,14/04/2024,14:00,Celta Vigo B,Lugo,1.7,3.3,4.5
26,MOROCCO - BOTOLA PRO,14/04/2024,15:00,Moghreb Tetouan,IR Tanger,1.8,3.05,4.33
27,SPAIN - PRIMERA RFEF,14/04/2024,15:00,Antequera,Sanluqueno,2.15,2.9,3.3
28,PERU - LIGA 1,14/04/2024,15:00,Cesar Vallejo,Comerciantes Unidos,1.45,4.0,7.5
29,ARGENTINA - PRIMERA NACIONAL,14/04/2024,15:00,Arsenal Sarandi,San Telmo,2.4,3.0,3.4
30,BRAZIL - SERIE A,14/04/2024,16:00,Corinthians,Atletico-MG,2.6,3.1,2.9
31,BRAZIL - SERIE A,14/04/2024,16:00,Vasco,Gremio,2.3,3.3,3.25
32,ECUADOR - LIGA PRO,14/04/2024,17:30,EL Nacional,Imbabura,1.62,3.75,4.5
33,PANAMA - LPF,14/04/2024,18:00,Plaza Amador,Alianza,1.8,3.3,4.35
34,ARGENTINA - PRIMERA NACIONAL,14/04/2024,18:00,Club A. Guemes,Gimnasia Jujuy,2.5,2.75,3.5
35,VENEZUELA - LIGA FUTVE,14/04/2024,18:45,Dep. Tachira,Carabobo,2.22,3.1,3.15
36,BOLIVIA - DIVISION PROFESIONAL,14/04/2024,20:30,Nacional Potosi,Universitario de Vinto,1.53,3.75,5.5
37,CHILE - PRIMERA DIVISION,14/04/2024,21:00,A. Italiano,Union La Calera,2.25,3.25,3.4
38,PERU - LIGA 1,14/04/2024,21:30,Alianza Lima,Grau,1.4,4.33,8.5
39,VENEZUELA - LIGA FUTVE,14/04/2024,21:30,Caracas,Universidad Central,2.18,2.95,3.45
