Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,12/08/2023,05:00,ROMANIA - LIGA 2,Csikszereda M. Ciuc,Progresul Spartac,1.28,5.15,9.55,1.63,2.0,1.77,13.8,1.3,1.17,4.2,1.18
28,12/08/2023,05:00,ROMANIA - LIGA 2,Unirea Slobozia,Viitorul Tg. Jiu,1.54,3.86,5.84,1.89,1.91,1.85,1.01,1.38,1.26,5.8,1.1
27,12/08/2023,06:00,ROMANIA - LIGA 2,Steaua Bucuresti,Metaloglobus Bucharest,1.54,3.92,5.69,1.94,1.95,1.81,1.02,1.38,1.28,6.2,1.09
26,12/08/2023,07:00,SOUTH KOREA - K LEAGUE 2,Anyang,Ansan Greeners,1.44,4.2,5.75,1.75,1.91,1.8,1.04,1.33,1.22,5.5,1.14
25,12/08/2023,08:30,ENGLAND - PREMIER LEAGUE,Arsenal,Nottingham,1.18,7.0,15.0,1.4,2.0,1.75,1.02,1.22,1.13,3.4,1.33
24,12/08/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Port,Zhejiang Professional,1.33,5.5,8.0,1.5,1.8,1.95,1.02,1.25,1.14,3.75,1.25
23,12/08/2023,10:00,SWEDEN - SUPERETTAN,Oster,Gefle,1.22,5.75,12.0,1.53,2.0,1.75,1.02,1.25,1.17,4.0,1.22
22,12/08/2023,10:00,SWEDEN - ALLSVENSKAN,AIK,Brommapojkarna,1.62,4.0,5.5,1.8,1.8,1.95,1.04,1.33,1.22,5.5,1.14
21,12/08/2023,10:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Samgurali,Telavi,1.55,3.98,5.45,1.85,1.85,1.91,1.02,1.35,1.24,5.8,1.1
20,12/08/2023,10:00,FINLAND - YKKONEN,Ekenas,KaPa,1.4,4.5,6.0,1.5,1.73,2.0,1.02,1.29,1.14,3.75,1.25
19,12/08/2023,11:00,SCOTLAND - LEAGUE TWO,Forfar Athletic,Elgin City,1.45,4.2,5.5,1.95,2.1,1.67,1.02,1.4,1.29,6.0,1.11
18,12/08/2023,11:30,NETHERLANDS - EREDIVISIE,PSV,Utrecht,1.36,5.0,8.5,1.48,1.75,2.0,1.02,1.25,1.13,3.75,1.25
17,12/08/2023,12:00,AUSTRIA - BUNDESLIGA,Sturm Graz,A. Klagenfurt,1.36,5.5,7.5,1.5,1.75,2.0,1.02,1.25,1.14,3.75,1.25
16,12/08/2023,12:00,BELARUS - VYSSHAYA LIGA,FC Gomel,Naftan,1.68,3.8,5.05,2.0,1.93,1.83,1.02,1.41,1.29,6.35,1.07
15,12/08/2023,12:45,ITALY - COPPA ITALIA,Empoli,Cittadella,1.65,3.6,6.0,2.05,1.95,1.8,1.06,1.4,1.3,7.0,1.1
14,12/08/2023,13:15,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,Leuven,1.45,4.2,6.0,1.5,1.62,2.2,1.03,1.25,1.14,3.75,1.25
13,12/08/2023,13:30,ESTONIA - MEISTRILIIGA,Levadia,Harju JK Laagri,1.1,8.2,22.0,1.45,2.54,1.49,1.01,1.23,1.12,3.48,1.24
12,12/08/2023,13:55,SERBIA - SUPER LIGA,TSC,Radnicki 1923,1.55,4.15,5.4,1.76,1.78,1.99,10.5,1.33,1.21,5.0,1.12
11,12/08/2023,14:00,AZERBAIJAN - PREMIER LEAGUE,Zira,Kapaz,1.63,3.74,5.28,2.09,2.01,1.76,1.03,1.43,1.32,6.9,1.05
10,12/08/2023,15:30,BRAZIL - SERIE B,Criciuma,Londrina,1.61,3.68,6.16,2.46,2.43,1.53,1.06,1.53,1.44,8.9,1.02
9,12/08/2023,16:00,CANADA - CANADIAN PREMIER LEAGUE,HFX Wanderers,Vancouver FC,1.43,4.3,6.78,1.8,1.93,1.83,1.01,1.34,1.23,5.3,1.11
8,12/08/2023,16:00,SPAIN - LALIGA2,Zaragoza,Villarreal B,1.73,3.5,5.5,2.4,2.25,1.57,1.08,1.5,1.44,11.0,1.05
7,12/08/2023,16:00,ITALY - COPPA ITALIA,Verona,Ascoli,1.55,3.8,6.5,2.05,2.05,1.7,1.06,1.4,1.3,7.0,1.1
6,12/08/2023,16:15,ITALY - COPPA ITALIA,Cagliari,Palermo,1.67,3.8,5.25,1.85,1.8,1.95,1.05,1.36,1.25,6.0,1.13
5,12/08/2023,18:00,BRAZIL - SERIE B,Vila Nova FC,Avai,1.74,3.34,5.55,2.62,2.4,1.54,1.08,1.59,1.49,9.6,1.01
4,12/08/2023,20:00,USA - USL CHAMPIONSHIP,Pittsburgh,Hartford Athletic,1.34,4.85,7.75,1.64,1.86,1.9,1.02,1.29,1.17,4.33,1.16
3,12/08/2023,20:00,CANADA - CANADIAN PREMIER LEAGUE,Forge,York Utd,1.58,4.05,5.01,1.71,1.71,2.08,1.01,1.31,1.19,4.75,1.13
2,12/08/2023,20:20,COLOMBIA - PRIMERA A,Junior,Dep. Pasto,1.7,3.5,5.75,2.25,2.1,1.67,1.08,1.5,1.36,9.0,1.07
29,12/08/2023,21:00,BOLIVIA - DIVISION PROFESIONAL,Oriente Petrolero,Tomayapo,1.5,3.8,5.5,1.95,2.0,1.73,1.06,1.4,1.29,6.5,1.11
30,12/08/2023,23:00,COSTA RICA - PRIMERA DIVISION,Herediano,Guanacasteca,1.44,4.33,6.0,1.83,2.0,1.73,1.04,1.36,1.25,6.0,1.13
