,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-10-29,07:30:00,SOUTH KOREA - K LEAGUE 2,Busan,Cheongju,1.79,4.8,3.9,19.5,1.235059
2,2024-10-29,07:30:00,SOUTH KOREA - K LEAGUE 2,Anyang,Jeonnam,2.24,3.2,3.75,1000.0,1.2350589
3,2024-10-29,07:30:00,SOUTH KOREA - K LEAGUE 2,Cheonan City,Bucheon FC 1995,3.7,2.08,3.55,11.0,1.2350591
4,2024-10-29,14:00:00,SLOVAKIA - NIKE LIGA,Dun. Streda,Podbrezova,1.67,5.0,4.0,980.0,1.2334708
5,2024-10-29,14:00:00,SLOVAKIA - NIKE LIGA,Zilina,Ruzomberok,1.42,8.0,5.0,980.0,1.2350832
6,2024-10-29,14:30:00,ITALY - SERIE A,Cagliari,Bologna,3.2,2.58,3.3,9.6,1.2347603
7,2024-10-29,14:30:00,ITALY - SERIE A,Lecce,Verona,2.42,3.45,3.25,11.0,1.2347593
8,2024-10-29,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,Universitario de Vinto,2.08,3.7,3.3,15.0,1.2351998
9,2024-10-29,16:30:00,FRANCE - LIGUE 2,Martigues,Caen,3.75,2.12,3.55,9.2,1.2350678
10,2024-10-29,16:30:00,FRANCE - LIGUE 2,Amiens,Paris FC,3.65,2.34,3.2,8.4,1.2350677
11,2024-10-29,16:30:00,FRANCE - LIGUE 2,Guingamp,AC Ajaccio,1.79,5.5,3.6,15.5,1.2350743
12,2024-10-29,16:30:00,FRANCE - LIGUE 2,Grenoble,Annecy,2.38,3.4,3.3,15.0,1.2350681
13,2024-10-29,16:30:00,FRANCE - LIGUE 2,Bastia,Rodez,2.08,4.3,3.3,13.5,1.2350742
14,2024-10-29,16:30:00,FRANCE - LIGUE 2,Laval,Clermont,2.54,3.35,3.1,12.0,1.2350368
15,2024-10-29,16:30:00,FRANCE - LIGUE 2,Lorient,Dunkerque,1.48,7.2,5.1,29.0,1.2350357
16,2024-10-29,16:30:00,FRANCE - LIGUE 2,Troyes,Pau FC,2.6,2.94,3.4,13.5,1.235068
17,2024-10-29,16:45:00,SCOTLAND - CHAMPIONSHIP,Morton,Queen's Park,3.35,2.42,3.05,9.0,1.2350692
18,2024-10-29,16:45:00,SCOTLAND - CHAMPIONSHIP,Dunfermline,Livingston,3.15,2.48,3.15,980.0,1.235069
19,2024-10-29,16:45:00,ENGLAND - LEAGUE ONE,Stevenage,Bolton,3.4,2.36,3.45,9.6,1.2350706
20,2024-10-29,16:45:00,ENGLAND - LEAGUE ONE,Stockport County,Reading,1.99,4.0,3.85,16.0,1.2350707
21,2024-10-29,16:45:00,ITALY - SERIE A,AC Milan,Napoli,2.6,3.0,3.5,13.0,1.23476
22,2024-10-29,16:45:00,ENGLAND - LEAGUE TWO,Fleetwood,Salford,2.26,3.4,3.65,17.0,1.235013
23,2024-10-29,16:45:00,SCOTLAND - CHAMPIONSHIP,Raith,Airdrieonians,1.82,4.8,3.8,17.5,1.2350692
24,2024-10-29,17:00:00,VENEZUELA - LIGA FUTVE,Rayo Zuliano,Zamora,2.24,3.05,2.96,13.0,1.2351999
25,2024-10-29,19:00:00,BRAZIL - SERIE B,Brusque,Chapecoense-SC,2.14,4.3,3.05,13.5,1.2349372
26,2024-10-29,19:00:00,BRAZIL - SERIE B,Goias,Operario,1.94,5.2,3.2,980.0,1.2349827
27,2024-10-29,20:00:00,VENEZUELA - LIGA FUTVE,Dep. Tachira,Caracas,1.65,3.55,2.52,980.0,1.2351999
28,2024-10-29,21:00:00,BOLIVIA - DIVISION PROFESIONAL,The Strongest,GV San Jose,1.25,1.14,1.23,980.0,1.2352235
29,2024-10-29,21:30:00,BRAZIL - SERIE B,Guarani,Novorizontino,2.78,3.15,2.8,10.5,1.2349826
