Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,16/12/2023,09:00,Tuzla City,Sloga Doboj,1.62,3.75,4.75
2,INDIA - ISL,16/12/2023,09:00,Bengaluru FC,Jamshedpur,1.95,3.5,3.3
3,SLOVENIA - PRVA LIGA,16/12/2023,09:00,Domzale,Bravo,2.27,3.2,3.05
4,REPUBLIC OF THE CONGO - LIGUE 1,16/12/2023,11:00,Inter Club,Nathalys,2.12,2.84,3.51
5,ENGLAND - CHAMPIONSHIP,16/12/2023,12:00,Millwall,Huddersfield,1.85,3.5,4.5
6,ENGLAND - PREMIER LEAGUE,16/12/2023,12:00,Manchester City,Crystal Palace,1.18,7.5,13.0
7,SCOTLAND - LEAGUE TWO,16/12/2023,12:00,Stranraer,Bonnyrigg Rose,2.3,3.6,2.6
8,SCOTLAND - LEAGUE ONE,16/12/2023,12:00,Cove Rangers,Alloa,1.73,3.75,4.5
9,SCOTLAND - CHAMPIONSHIP,16/12/2023,12:00,Inverness,Arbroath,1.53,3.8,5.25
10,ENGLAND - CHAMPIONSHIP,16/12/2023,12:00,Sheffield Wed,QPR,2.25,3.25,3.3
11,PORTUGAL - LIGA PORTUGAL,16/12/2023,12:30,Rio Ave,Vizela,2.15,3.2,3.4
12,SENEGAL - LIGUE 1,16/12/2023,13:30,Jaraaf,Pikine,2.07,2.75,3.75
13,SENEGAL - LIGUE 1,16/12/2023,13:30,Diambars,Jamono Fatick,2.25,2.8,3.25
14,SPAIN - PRIMERA RFEF,16/12/2023,14:00,Unionistas,Teruel,1.83,3.0,4.33
15,ITALY - SERIE C,16/12/2023,14:30,Giana Erminio,Renate,2.32,3.05,3.1
16,BOLIVIA - DIVISION PROFESIONAL,16/12/2023,16:00,Libertad Gran Mamore,SA Bulo Bulo,1.83,3.6,3.4
17,SPAIN - PRIMERA RFEF,16/12/2023,16:00,Recreativo Huelva,Granada CF B,1.73,3.2,4.5
