,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,18/05/2024,08:35,CHINA - SUPER LEAGUE,Qingdao West Coast,Shanghai Port,15.0,8.5,1.14,1.29,1.95,1.8,1.01,1.17,1.07,2.63,1.44
2,18/05/2024,09:00,SPAIN - LALIGA2,Andorra,Burgos CF,2.25,3.1,3.3,2.1,1.83,1.83,1.07,1.44,1.33,8.0,1.08
3,18/05/2024,10:00,POLAND - DIVISION 1,Zaglebie Sosnowiec,Legnica,3.5,3.5,1.83,1.95,1.72,2.0,1.06,1.4,1.29,5.2,1.13
4,18/05/2024,12:00,SLOVAKIA - NIKE LIGA,Kosice,Michalovce,2.12,3.45,3.25,1.95,1.78,1.93,1.06,1.44,1.32,5.8,1.11
5,18/05/2024,13:00,SERBIA - SUPER LIGA,Radnik,Sp. Subotica,3.3,3.25,2.12,1.83,1.65,2.1,1.06,1.4,1.28,5.0,1.13
6,18/05/2024,13:00,SWITZERLAND - SUPER LEAGUE,Grasshoppers,Basel,2.35,3.4,2.9,1.75,1.62,2.2,1.04,1.33,1.22,5.5,1.14
7,18/05/2024,13:00,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Lausanne,4.0,4.0,1.75,1.57,1.62,2.2,1.03,1.3,1.17,4.33,1.2
8,18/05/2024,13:20,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hazem,Al Riyadh,2.75,3.6,2.2,1.65,1.57,2.25,1.03,1.3,1.2,4.5,1.17
11,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Rayo Majadahonda,Unionistas,3.3,3.2,2.0,2.15,1.91,1.8,1.07,1.44,1.36,7.0,1.08
15,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Algeciras,Castellon,3.75,3.3,1.8,1.9,1.75,1.95,1.06,1.4,1.29,5.3,1.12
14,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Barcelona B,Gimnastic,1.95,3.0,3.6,2.38,2.2,1.62,1.1,1.53,1.44,8.5,1.05
10,18/05/2024,14:00,SPAIN - PRIMERA RFEF,R. Union,Fuenlabrada,2.2,3.0,3.1,2.38,2.1,1.67,1.1,1.53,1.44,8.5,1.05
9,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Cornella,Cultural Leonesa,3.1,3.2,2.15,2.5,2.2,1.62,1.1,1.57,1.5,8.5,1.05
12,18/05/2024,14:00,SPAIN - PRIMERA RFEF,Sabadell,Ponferradina,2.2,2.9,3.2,2.5,2.2,1.62,1.1,1.57,1.5,8.5,1.05
13,18/05/2024,14:00,SPAIN - PRIMERA RFEF,SD Logrones,Lugo,3.4,3.2,1.95,2.2,2.0,1.73,1.06,1.5,1.36,7.5,1.07
16,18/05/2024,15:00,POLAND - DIVISION 1,Leczna,S. Rzeszow,1.8,3.4,3.8,1.88,1.78,1.93,1.06,1.4,1.28,5.1,1.13
17,18/05/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Talleres (R.E),Club A. Guemes,2.3,2.8,3.7,3.1,2.5,1.5,1.14,1.67,1.67,17.0,1.03
18,18/05/2024,16:00,SPAIN - LALIGA2,Tenerife,Amorebieta,2.15,3.1,3.6,2.35,2.0,1.73,1.03,1.53,1.38,11.0,1.02
19,18/05/2024,18:30,BRAZIL - SERIE A,Fortaleza,Athletico-PR,2.3,3.2,3.25,2.2,1.95,1.8,1.08,1.5,1.4,9.0,1.07
20,18/05/2024,19:00,ARGENTINA - PRIMERA NACIONAL,Quilmes,Gimnasia Jujuy,1.85,3.1,5.0,2.7,2.25,1.57,1.11,1.57,1.53,13.0,1.04
21,18/05/2024,20:00,USA - USL CHAMPIONSHIP,Loudoun,Monterey Bay,2.42,3.25,2.77,1.83,1.65,2.12,1.06,1.4,1.27,5.0,1.14
22,18/05/2024,21:10,ARGENTINA - PRIMERA NACIONAL,CA Estudiantes,Alvarado,2.1,3.0,3.9,2.7,2.25,1.57,1.11,1.57,1.53,13.0,1.04
