Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,NIGERIA - NPFL,13/01/2024,12:00,Heartland,Kwara,1.78,3.05,5.1
2,NIGERIA - NPFL,13/01/2024,12:00,Enugu Rangers,Gombe,1.42,3.9,7.7
3,NIGERIA - NPFL,13/01/2024,12:00,Plateau United,Enyimba,1.72,3.2,5.1
4,GHANA - PREMIER LEAGUE,13/01/2024,12:00,Medeama,Bofoakwa Tano,1.53,3.5,5.8
5,GHANA - PREMIER LEAGUE,13/01/2024,12:00,Dreams,Bibiani Gold Stars,1.65,3.2,5.2
6,SENEGAL - LIGUE 1,13/01/2024,13:00,Jaraaf,Ouakam,1.75,2.72,5.9
7,ALBANIA - SUPERLIGA,13/01/2024,13:00,Partizani,Teuta,1.32,4.6,7.3
8,SPAIN - PRIMERA RFEF,13/01/2024,14:00,Castellon,Algeciras,1.3,4.33,9.0
9,SPAIN - LALIGA2,13/01/2024,14:30,R. Oviedo,Amorebieta,1.57,4.0,6.0
10,ITALY - SERIE C,13/01/2024,14:30,Atalanta U23,Trento,1.8,3.3,4.55
11,SPAIN - PRIMERA RFEF,13/01/2024,16:00,Unionistas,Rayo Majadahonda,1.67,3.1,5.0
12,ITALY - SERIE C,13/01/2024,16:45,Avellino,Juve Stabia,1.88,3.15,4.35
13,COSTA RICA - PRIMERA DIVISION,13/01/2024,18:00,Guanacasteca,Grecia,1.57,4.0,4.75
