Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,25/05/2024,10:30,RUSSIA - PREMIER LEAGUE,Fakel Voronezh,Akhmat Grozny,1.62,4.21,6.16,2.03,2.01,1.76,1.02,1.4,1.29,6.15,1.08
2,25/05/2024,13:30,ARGENTINA - PRIMERA NACIONAL,Tristan Suarez,San Martin S.J.,2.88,3.1,2.55,2.7,2.2,1.62,1.1,1.57,1.53,13.0,1.04
3,25/05/2024,14:10,CROATIA - HNL,Lok. Zagreb,Hajduk Split,3.4,3.5,1.95,1.7,1.62,2.2,1.04,1.33,1.22,5.0,1.17
4,25/05/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,Universitario de Vinto,Aurora,2.75,3.3,2.3,2.1,1.82,1.8,1.03,1.44,1.34,7.1,1.05
