,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,ROMANIA - LIGA 2,20/08/2023,05:00,Mioveni,Unirea Slobozia,2.75,3.04,2.54,2.42,1.55,1.97,1.79,0.8,1.1661904,1.6,1.2,1.2489996,0.833,0.36363637,0.32894737,0.39370078,0.41322315,0.6451613,0.07306907,-0.4,2.415,1,0.8502
2,ROMANIA - LIGA 2,20/08/2023,06:00,Unirea Dej,Steaua Bucuresti,3.25,3.2,2.18,2.18,1.67,1.86,1.9,1.1,1.0440307,0.849,1.1,1.3,0.664,0.30769232,0.3125,0.4587156,0.4587156,0.5988024,0.1948842,0.0,2.344,1,0.7167
3,SOUTH KOREA - K LEAGUE 2,20/08/2023,06:30,Seoul E-Land,Busan,3.2,3.0,2.2,2.15,1.67,1.83,1.83,1.0,1.3416408,1.059,1.8,1.2489996,0.681,0.3125,0.33333334,0.45454547,0.4651163,0.5988024,0.1707519,-0.8,2.591,1,0.7054
4,SINGAPORE - PREMIER LEAGUE,20/08/2023,07:00,Balestier Khalsa,Albirex Niigata,10.0,7.4,1.2,1.14,4.6,1.44,2.7,1.2,1.4696939,0.492,1.6,1.2,0.863,0.1,0.13513513,0.8333333,0.877193,0.2173913,0.94823563,-0.4,2.67,1,0.5552
5,SOUTH KOREA - K LEAGUE 2,20/08/2023,07:00,Jeonnam,Gimcheon Sangmu,3.5,3.5,1.91,1.73,2.08,1.67,2.1,1.8,1.2489996,0.624,1.9,1.3747727,0.487,0.2857143,0.2857143,0.5235602,0.5780347,0.48076922,0.30718574,-0.1,2.624,1,0.5315
6,PORTUGAL - LIGA PORTUGAL 2,20/08/2023,07:00,Vilaverdense,Oliveirense,2.15,3.3,3.1,2.0,1.85,1.73,2.0,2.5,1.118034,0.728,1.4,1.356466,0.894,0.4651163,0.3030303,0.32258064,0.5,0.5405405,0.19869931,1.1,2.474,1,0.6809
7,POLAND - DIVISION 1,20/08/2023,07:40,Arka Gdynia,Tychy,1.85,3.4,3.8,1.85,2.0,1.73,2.0,0.8,0.8717798,0.783,1.3,1.4177446,0.809,0.5405405,0.29411766,0.2631579,0.5405405,0.5,0.33914813,-0.5,2.29,1,0.6999
8,FINLAND - VEIKKAUSLIIGA,20/08/2023,08:00,Inter Turku,HJK,3.0,3.1,2.25,1.98,1.88,1.7,2.05,1.7,1.3453624,0.709,1.1,1.0440307,0.763,0.33333334,0.32258064,0.44444445,0.5050505,0.5319149,0.15019077,0.6,2.389,1,0.6846
9,ESTONIA - MEISTRILIIGA,20/08/2023,08:30,Kuressaare,Levadia,7.17,4.55,1.39,1.74,2.07,1.91,1.85,0.7,1.1874342,1.061,1.9,1.1357816,0.973,0.13947001,0.21978022,0.7194245,0.57471263,0.4830918,0.7135627,-1.2,2.323,1,0.5223
10,INDONESIA - LIGA 1,20/08/2023,09:00,PSIS Semarang,Persib Bandung,2.69,3.5,2.33,1.71,2.11,1.56,2.36,1.8,1.2489996,0.704,1.2,1.2489996,0.654,0.37174723,0.2857143,0.42918456,0.5847953,0.47393364,0.16277061,0.6,2.498,1,0.5056
11,BELARUS - VYSSHAYA LIGA,20/08/2023,09:30,Slavia Mozyr,Dynamo Brest,2.25,3.42,3.12,1.96,1.84,1.74,2.04,1.7,1.3453624,1.377,0.5,0.92195445,2.009,0.44444445,0.29239765,0.32051283,0.5102041,0.54347825,0.18741189,1.2,2.267,1,0.7497
12,NORWAY - OBOS-LIGAEN,20/08/2023,10:00,Raufoss,Start,2.7,3.4,2.63,1.57,2.35,1.44,2.63,1.2,1.2489996,1.216,1.0,1.0954452,0.55,0.37037036,0.29411766,0.38022813,0.6369427,0.42553192,0.11050006,0.2,2.344,1,0.7409
13,NORWAY - OBOS-LIGAEN,20/08/2023,10:00,Moss,Mjondalen,1.95,3.6,3.8,1.67,2.15,1.57,2.25,2.0,1.3228756,0.762,1.2,1.4696939,0.866,0.51282054,0.2777778,0.2631579,0.5988024,0.4651163,0.32569757,0.8,2.793,1,0.6221
14,PORTUGAL - LIGA PORTUGAL 2,20/08/2023,10:00,Os Belenenses,FC Porto B,2.7,3.2,2.45,1.95,1.9,1.73,2.0,1.5,1.5,1.0,1.0,1.3416408,0.891,0.37037036,0.3125,0.40816328,0.51282054,0.5263158,0.10817274,0.5,2.842,1,0.9032
15,NORWAY - OBOS-LIGAEN,20/08/2023,10:00,Asane,Bryne,2.2,3.6,3.0,1.62,2.25,1.5,2.5,0.7,0.9,0.633,1.1,1.3,0.79,0.45454547,0.2777778,0.33333334,0.61728394,0.44444445,0.20777546,-0.4,2.2,1,0.8171
16,ARMENIA - PREMIER LEAGUE,20/08/2023,10:00,West Armenia,Ararat-Armenia,12.6,6.85,1.17,1.43,2.54,2.28,1.6,0.0,0.0,0.017,1.9,1.3747727,0.807,0.07936508,0.1459854,0.85470086,0.6993007,0.39370078,0.97453696,-1.9,1.375,1,0.6452
17,POLAND - DIVISION 1,20/08/2023,10:00,Legnica,S. Rzeszow,1.7,3.75,4.2,1.75,2.05,1.73,2.0,1.1,1.0440307,1.255,0.6,0.9165151,1.294,0.5882353,0.26666668,0.23809524,0.5714286,0.4878049,0.43573493,0.5,1.961,1,0.6182
18,BRAZIL - SERIE A,20/08/2023,11:00,Vasco,Atletico-MG,2.88,3.3,2.4,2.5,1.53,2.05,1.7,0.4,0.9165151,1.473,1.2,1.2489996,1.184,0.3472222,0.3030303,0.41666666,0.4,0.6535948,0.13151544,-0.8,2.166,1,0.8553
19,BELGIUM - JUPILER PRO LEAGUE,20/08/2023,11:00,Gent,St. Truiden,1.4,4.75,7.5,1.73,2.08,1.95,1.8,1.9,1.1357816,0.359,1.1,1.3,0.689,0.71428573,0.21052632,0.13333334,0.5780347,0.48076922,0.7303455,0.8,2.436,1,0.5021
20,BELARUS - VYSSHAYA LIGA,20/08/2023,11:30,Slutsk,Din. Minsk,4.56,4.65,1.61,1.81,2.0,2.04,1.74,1.8,1.2489996,0.676,1.8,1.2489996,0.844,0.21929824,0.21505377,0.621118,0.5524862,0.5,0.5412602,0.0,2.498,1,0.8554
21,AUSTRIA - BUNDESLIGA,20/08/2023,12:00,Hartberg,Salzburg,6.0,4.33,1.5,1.44,2.7,1.53,2.38,1.2,1.2489996,0.727,2.3,1.1,0.717,0.16666667,0.23094688,0.6666667,0.6944444,0.37037036,0.62607664,-1.1,2.349,1,0.5159
22,ARMENIA - PREMIER LEAGUE,20/08/2023,12:00,Urartu,Pyunik Yerevan,2.34,3.24,2.92,2.08,1.73,1.79,1.98,2.2,1.2489996,0.804,2.8,0.6,0.662,0.42735043,0.30864197,0.34246576,0.48076922,0.5780347,0.13890545,-0.6,1.849,1,0.5145
23,ESTONIA - MEISTRILIIGA,20/08/2023,12:00,Tallinna Kalev,Flora,15.0,6.9,1.15,1.44,2.51,2.14,1.67,0.5,0.5,1.056,2.6,0.8,0.673,0.06666667,0.14492753,0.8695652,0.6944444,0.3984064,1.0029749,-2.1,1.3,1,0.5112
24,AUSTRIA - BUNDESLIGA,20/08/2023,12:00,Austria Vienna,Wolfsberger AC,1.85,3.6,4.0,1.65,2.2,1.62,2.2,1.7,1.3453624,0.51,1.9,1.3747727,0.647,0.5405405,0.2777778,0.25,0.6060606,0.45454547,0.3676066,-0.2,2.72,1,0.5067
25,AUSTRIA - BUNDESLIGA,20/08/2023,12:00,BW Linz,Rapid Vienna,4.0,3.8,1.8,1.67,2.15,1.67,2.1,2.5,1.024695,0.816,0.7,1.1874342,0.61,0.25,0.2631579,0.5555556,0.5988024,0.4651163,0.39591882,1.8,2.212,1,0.565
26,FINLAND - YKKONEN,20/08/2023,12:00,Gnistan,Jaro,1.67,3.6,4.5,1.67,2.15,1.67,2.1,2.1,1.1357816,1.0,0.7,1.1874342,1.38,0.5988024,0.2777778,0.22222222,0.5988024,0.4651163,0.4531767,1.4,2.323,1,0.8574
27,ROMANIA - LIGA 1,20/08/2023,12:15,FC Rapid Bucuresti,Farul Constanta,1.8,3.5,4.33,2.0,1.85,1.83,1.83,1.3,1.1874342,1.005,1.6,1.2,0.905,0.5555556,0.2857143,0.23094688,0.5,0.5405405,0.3969886,-0.3,2.387,1,0.5671
