Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BELARUS - VYSSHAYA LIGA,16/05/2024,12:50,Smorgon,Isloch,3.75,3.68,1.95
2,DOMINICAN REPUBLIC - LDF,16/05/2024,19:00,Vega Real,Cibao,4.55,3.65,1.62
3,SOUTH AMERICA - COPA SUDAMERICANA,16/05/2024,21:00,Sp. Luqueno (Par),Bragantino (Bra),4.75,3.8,1.7
